Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd
0,44659.50572,0,58380692,-0.30515,-0.128089,-0.102014,22.16743,1.773619,-0.441058,1.357807,0.01357807,0.008745,1.366506,-0.115052
1,44659.50572,0.233478,58380692,-0.310268,-0.128065,-0.101784,22.167651,1.773657,-0.442303,1.358003,0.01358003,0.008466,1.366534,-0.114915
2,44659.50572,0.483478,58380692,-0.307224,-0.1281,-0.101751,22.167651,1.773691,-0.438145,1.357856,0.01357856,0.008652,1.366509,-0.114872
3,44659.50573,0.733478,58380692,-0.3037,-0.128078,-0.101718,22.167577,1.773633,-0.445738,1.357896,0.01357896,0.008466,1.366271,-0.114989
4,44659.50573,0.983478,58380692,-0.310298,-0.128071,-0.101784,22.167725,1.773606,-0.4428,1.358015,0.01358015,0.008745,1.366629,-0.11489
5,44659.50573,1.233478,58380693,-0.30499,-0.128093,-0.101718,22.167725,1.773633,-0.44321,1.357906,0.01357906,0.008373,1.366279,-0.114982
6,44659.50574,1.483478,58380693,-0.310984,-0.12809,-0.102014,22.167577,1.773728,-0.44718,1.357999,0.01357999,0.008559,1.366567,-0.114917
7,44659.50574,1.733478,58380693,-0.307663,-0.128071,-0.10185,22.167651,1.77368,-0.444111,1.357957,0.01357957,0.008373,1.366349,-0.114974
8,44659.50574,1.983478,58380693,-0.306536,-0.128094,-0.101882,22.167651,1.773658,-0.440842,1.358027,0.01358027,0.008559,1.36662,-0.114874
9,44659.50574,2.233478,58380694,-0.305049,-0.128073,-0.101652,22.167725,1.773638,-0.447311,1.357956,0.01357956,0.008466,1.366303,-0.114907
10,44659.50575,2.483478,58380694,-0.30742,-0.128062,-0.102014,22.167651,1.773752,-0.440488,1.357972,0.01357972,0.008559,1.366531,-0.115032
11,44659.50575,2.733478,58380694,-0.306017,-0.128053,-0.101882,22.167725,1.773699,-0.442998,1.357937,0.01357937,0.008652,1.366579,-0.114961
12,44659.50575,2.983478,58380694,-0.308548,-0.128062,-0.102014,22.167651,1.773648,-0.444819,1.358055,0.01358055,0.008559,1.366611,-0.11501
13,44659.50576,3.233478,58380695,-0.311091,-0.12806,-0.101652,22.167651,1.773605,-0.447189,1.358009,0.01358009,0.008559,1.366568,-0.11491
14,44659.50576,3.483478,58380695,-0.306997,-0.12806,-0.10185,22.167651,1.773714,-0.444686,1.357976,0.01357976,0.008745,1.366721,-0.114933
15,44659.50576,3.733478,58380695,-0.3065,-0.128058,-0.101652,22.167725,1.773708,-0.436091,1.357974,0.01357974,0.008466,1.36644,-0.114993
16,44659.50576,3.983478,58380695,-0.30793,-0.128074,-0.101751,22.167651,1.773698,-0.439014,1.357925,0.01357925,0.008466,1.366391,-0.114969
17,44659.50577,4.233478,58380696,-0.306578,-0.128101,-0.101948,22.167651,1.773661,-0.445117,1.357953,0.01357953,0.008559,1.366512,-0.114886
18,44659.50577,4.483478,58380696,-0.306098,-0.12805,-0.101685,22.167651,1.773714,-0.445309,1.357898,0.01357898,0.008373,1.366271,-0.115008
19,44659.50577,4.733478,58380696,-0.311894,-0.128062,-0.101685,22.167577,1.773711,-0.441227,1.357941,0.01357941,0.008652,1.366566,-0.114958
20,44659.50578,4.983478,58380696,-0.307582,-0.128101,-0.101981,22.167651,1.773657,-0.442239,1.358057,0.01358057,0.008559,1.366534,-0.114876
21,44659.50578,5.233478,58380697,-0.309142,-0.128079,-0.101751,22.167651,1.773708,-0.452467,1.358,0.01358,0.008559,1.366559,-0.115022
22,44659.50578,5.483478,58380697,-0.303534,-0.128064,-0.101751,22.167651,1.773668,-0.445959,1.358051,0.01358051,0.008559,1.366517,-0.114987
23,44659.50578,5.733478,58380697,-0.304926,-0.128097,-0.101948,22.167651,1.773716,-0.437104,1.358059,0.01358059,0.008745,1.366877,-0.114825
24,44659.50579,5.983478,58380697,-0.306901,-0.128086,-0.101718,22.167651,1.773652,-0.435891,1.357986,0.01357986,0.008559,1.366545,-0.115029
25,44659.50579,6.233478,58380698,-0.306526,-0.128057,-0.101784,22.167577,1.77367,-0.44744,1.358046,0.01358046,0.008652,1.366472,-0.114884
26,44659.50579,6.483478,58380698,-0.305042,-0.128078,-0.101751,22.167725,1.773668,-0.453048,1.357978,0.01357978,0.008466,1.3665,-0.115009
27,44659.5058,6.733478,58380698,-0.306894,-0.128065,-0.101882,22.167503,1.773687,-0.446257,1.35792,0.0135792,0.008652,1.366604,-0.115015
28,44659.5058,6.983478,58380698,-0.307987,-0.128065,-0.101685,22.167725,1.773665,-0.444599,1.35803,0.0135803,0.008466,1.366496,-0.115007
29,44659.5058,7.233478,58380699,-0.306965,-0.128039,-0.101619,22.167503,1.773718,-0.448634,1.357952,0.01357952,0.008559,1.366511,-0.11495
30,44659.5058,7.483478,58380699,-0.309025,-0.128059,-0.101915,22.167577,1.773686,-0.446779,1.357964,0.01357964,0.008559,1.366533,-0.11492
31,44659.50581,7.733478,58380699,-0.304427,-0.128056,-0.101882,22.167651,1.773736,-0.441396,1.357906,0.01357906,0.008652,1.366515,-0.114866
32,44659.50581,7.983478,58380699,-0.307646,-0.128054,-0.101882,22.167577,1.77362,-0.4472,1.358062,0.01358062,0.008559,1.366646,-0.114856
33,44659.50581,8.233478,58380700,-0.309128,-0.128063,-0.101718,22.167356,1.773676,-0.452907,1.357876,0.01357876,0.008652,1.366528,-0.114939
34,44659.50582,8.483478,58380700,-0.308115,-0.12806,-0.102047,22.167725,1.773742,-0.448095,1.357961,0.01357961,0.008652,1.366648,-0.114851
35,44659.50582,8.733478,58380700,-0.304637,-0.128076,-0.101685,22.167651,1.773728,-0.442687,1.357971,0.01357971,0.008466,1.366551,-0.114987
36,44659.50582,8.983478,58380700,-0.303362,-0.12807,-0.101948,22.167651,1.773561,-0.444221,1.357834,0.01357834,0.008652,1.366486,-0.11491
37,44659.50583,9.233478,58380701,-0.306157,-0.128065,-0.101882,22.167503,1.773643,-0.450453,1.357877,0.01357877,0.008559,1.366436,-0.114892
38,44659.50583,9.483478,58380701,-0.306647,-0.128047,-0.101981,22.167651,1.773717,-0.44136,1.35808,0.0135808,0.008652,1.366546,-0.11486
39,44659.50583,9.733478,58380701,-0.299591,-0.128033,-0.101882,22.167577,1.773763,-0.430446,1.358004,0.01358004,0.008559,1.366541,-0.114896
40,44659.50583,9.983478,58380701,-0.306636,-0.12803,-0.101685,22.167725,1.773731,-0.439406,1.357957,0.01357957,0.008559,1.366547,-0.114947
41,44659.50584,10.233478,58380702,-0.306999,-0.128041,-0.101652,22.167577,1.773698,-0.439415,1.357954,0.01357954,0.008466,1.366525,-0.114959
42,44659.50584,10.483478,58380702,-0.298571,-0.127843,-0.101587,22.167725,1.774019,-0.441551,1.358156,0.01358156,0.008559,1.366759,-0.114841
43,44659.50584,10.733478,58380702,-0.299776,-0.127849,-0.101619,22.167577,1.774077,-0.436354,1.358176,0.01358176,0.008559,1.366759,-0.114751
44,44659.50585,10.983478,58380702,-0.30367,-0.127829,-0.101751,22.167651,1.774017,-0.434315,1.358136,0.01358136,0.008559,1.366695,-0.114721
45,44659.50585,11.233478,58380703,-0.305168,-0.127841,-0.101784,22.167503,1.773995,-0.432144,1.358272,0.01358272,0.008559,1.366831,-0.114758
46,44659.50585,11.483478,58380703,-0.300616,-0.127824,-0.101751,22.167725,1.773968,-0.437375,1.358122,0.01358122,0.008652,1.366775,-0.114866
47,44659.50585,11.733478,58380703,-0.298447,-0.127845,-0.101685,22.167503,1.774077,-0.433446,1.358171,0.01358171,0.008559,1.366706,-0.114741
48,44659.50586,11.983478,58380703,-0.302946,-0.127836,-0.101652,22.167725,1.773958,-0.435085,1.35823,0.0135823,0.008559,1.366879,-0.114693
49,44659.50586,12.233478,58380704,-0.300716,-0.127832,-0.101652,22.167577,1.773981,-0.439992,1.358282,0.01358282,0.008652,1.366934,-0.114719
50,44659.50586,12.483478,58380704,-0.304687,-0.127824,-0.101652,22.167798,1.773975,-0.437223,1.358164,0.01358164,0.008559,1.366723,-0.114821
51,44659.50587,12.733478,58380704,-0.300625,-0.127825,-0.101587,22.167503,1.773997,-0.438116,1.358222,0.01358222,0.008559,1.366781,-0.114736
52,44659.50587,12.983478,58380704,-0.298656,-0.127822,-0.101718,22.167651,1.774019,-0.432417,1.358126,0.01358126,0.008652,1.366778,-0.114709
53,44659.50587,13.233478,58380705,-0.298484,-0.127826,-0.101619,22.16743,1.774044,-0.435347,1.358269,0.01358269,0.008559,1.366828,-0.114728
54,44659.50587,13.483478,58380705,-0.300711,-0.127838,-0.101718,22.167725,1.773936,-0.432355,1.358192,0.01358192,0.008652,1.366844,-0.114712
55,44659.50588,13.733478,58380705,-0.2998,-0.127846,-0.101685,22.167503,1.77402,-0.435982,1.358263,0.01358263,0.008559,1.366822,-0.114713
56,44659.50588,13.983478,58380705,-0.303534,-0.127818,-0.101817,22.167725,1.774028,-0.433319,1.358139,0.01358139,0.008559,1.366748,-0.114784
57,44659.50588,14.233478,58380706,-0.304216,-0.127825,-0.101817,22.167503,1.773974,-0.436946,1.358125,0.01358125,0.008559,1.366717,-0.114806
58,44659.50589,14.483478,58380706,-0.300831,-0.127827,-0.101587,22.167798,1.774014,-0.436546,1.358285,0.01358285,0.008652,1.366844,-0.114707
59,44659.50589,14.733478,58380706,-0.302731,-0.127832,-0.101817,22.167503,1.774026,-0.435184,1.35814,0.0135814,0.008559,1.366699,-0.114796
60,44659.50589,14.983478,58380706,-0.297227,-0.127808,-0.101685,22.167798,1.774066,-0.43222,1.358146,0.01358146,0.008559,1.366738,-0.114693
61,44659.50589,15.233478,58380707,-0.30709,-0.128037,-0.101948,22.167503,1.773658,-0.441116,1.357932,0.01357932,0.008559,1.366473,-0.114964
62,44659.5059,15.483478,58380707,-0.29977,-0.127826,-0.101718,22.167725,1.773955,-0.437332,1.358167,0.01358167,0.008652,1.366798,-0.114814
63,44659.5059,15.733478,58380707,-0.299162,-0.127661,-0.101685,22.16743,1.774359,-0.43295,1.35832,0.0135832,0.008652,1.366919,-0.114693
64,44659.5059,15.983478,58380707,-0.301424,-0.127473,-0.101619,22.167798,1.774553,-0.432237,1.35843,0.0135843,0.008559,1.366986,-0.114523
65,44659.50591,16.233478,58380708,-0.29328,-0.127292,-0.101357,22.167503,1.774707,-0.427969,1.358647,0.01358647,0.008652,1.367267,-0.114463
66,44659.50591,16.483478,58380708,-0.294839,-0.127123,-0.101422,22.167725,1.774919,-0.42867,1.358914,0.01358914,0.008652,1.367619,-0.114277
67,44659.50591,16.733478,58380708,-0.289714,-0.126934,-0.101357,22.16743,1.775219,-0.424508,1.358961,0.01358961,0.008466,1.367427,-0.114199
68,44659.50591,16.983478,58380708,-0.293755,-0.126764,-0.101389,22.167798,1.775504,-0.428701,1.359279,0.01359279,0.008652,1.367931,-0.114022
69,44659.50592,17.233478,58380709,-0.286955,-0.126579,-0.101258,22.167503,1.775753,-0.416454,1.359381,0.01359381,0.008652,1.368059,-0.113932
70,44659.50592,17.483478,58380709,-0.281526,-0.126366,-0.100995,22.167725,1.776066,-0.410581,1.359552,0.01359552,0.008373,1.367945,-0.113831
71,44659.50592,17.733478,58380709,-0.283907,-0.126177,-0.100995,22.16743,1.77628,-0.417074,1.359875,0.01359875,0.008745,1.368582,-0.113605
72,44659.50593,17.983478,58380709,-0.281565,-0.126009,-0.101061,22.167725,1.776493,-0.405599,1.359866,0.01359866,0.008466,1.368336,-0.113613
73,44659.50593,18.233478,58380710,-0.281417,-0.125861,-0.100995,22.167577,1.776755,-0.404128,1.360097,0.01360097,0.008745,1.368842,-0.113427
74,44659.50593,18.483478,58380710,-0.280034,-0.125685,-0.100863,22.167798,1.776991,-0.403565,1.360432,0.01360432,0.008373,1.368823,-0.113203
75,44659.50594,18.733478,58380710,-0.267026,-0.125504,-0.100831,22.16743,1.777344,-0.398618,1.360604,0.01360604,0.008745,1.369322,-0.113095
76,44659.50594,18.983478,58380710,-0.270889,-0.125356,-0.100535,22.167798,1.777624,-0.39823,1.360685,0.01360685,0.008373,1.369063,-0.113038
77,44659.50594,19.233478,58380711,-0.274158,-0.125178,-0.100732,22.167577,1.777715,-0.389896,1.360981,0.01360981,0.008745,1.369686,-0.112812
78,44659.50594,19.483478,58380711,-0.266205,-0.125016,-0.100601,22.167725,1.777999,-0.388498,1.361102,0.01361102,0.008373,1.369476,-0.112746
79,44659.50595,19.733478,58380711,-0.265393,-0.12483,-0.100502,22.167577,1.778282,-0.384994,1.361331,0.01361331,0.008745,1.370076,-0.11258
80,44659.50595,19.983478,58380711,-0.258951,-0.124674,-0.100173,22.167798,1.778531,-0.378995,1.361436,0.01361436,0.008373,1.369825,-0.112571
81,44659.50595,20.233478,58380712,-0.261199,-0.124502,-0.100436,22.167503,1.778803,-0.379869,1.361565,0.01361565,0.008745,1.370195,-0.112322
82,44659.50596,20.483478,58380712,-0.261999,-0.124375,-0.100173,22.167725,1.778935,-0.382701,1.361817,0.01361817,0.008373,1.370193,-0.112246
83,44659.50596,20.733478,58380712,-0.261602,-0.1242,-0.100206,22.167577,1.779168,-0.382398,1.361968,0.01361968,0.008652,1.370611,-0.112097
84,44659.50596,20.983478,58380712,-0.257089,-0.124028,-0.09991,22.167725,1.779549,-0.374589,1.362171,0.01362171,0.008373,1.37055,-0.111999
85,44659.50596,21.233478,58380713,-0.250293,-0.123842,-0.099779,22.167503,1.779751,-0.365566,1.362207,0.01362207,0.008652,1.370792,-0.111974
86,44659.50597,21.483478,58380713,-0.256299,-0.123694,-0.099779,22.167872,1.77994,-0.371264,1.362394,0.01362394,0.008373,1.370831,-0.111798
87,44659.50597,21.733478,58380713,-0.250778,-0.123518,-0.099713,22.167577,1.780331,-0.364197,1.362585,0.01362585,0.008745,1.371266,-0.111709
88,44659.50597,21.983478,58380713,-0.248205,-0.12335,-0.099713,22.167725,1.780518,-0.358465,1.36294,0.0136294,0.008652,1.371576,-0.11146
89,44659.50598,22.233478,58380714,-0.247236,-0.123197,-0.099384,22.167651,1.780766,-0.356336,1.36295,0.0136295,0.008373,1.371438,-0.111454
90,44659.50598,22.483478,58380714,-0.244663,-0.12305,-0.099286,22.167725,1.780918,-0.355793,1.363096,0.01363096,0.008652,1.371733,-0.111287
91,44659.50598,22.733478,58380714,-0.244082,-0.122885,-0.099483,22.167577,1.78128,-0.35049,1.36347,0.0136347,0.008652,1.372122,-0.11104
92,44659.50598,22.983478,58380714,-0.239342,-0.12271,-0.09922,22.167798,1.781634,-0.345482,1.363476,0.01363476,0.008466,1.371942,-0.111077
93,44659.50599,23.233478,58380715,-0.238563,-0.122561,-0.099253,22.167651,1.781906,-0.350128,1.363833,0.01363833,0.008559,1.372392,-0.110836
94,44659.50599,23.483478,58380715,-0.238661,-0.122411,-0.099023,22.167725,1.782031,-0.348283,1.363916,0.01363916,0.008559,1.372502,-0.110759
95,44659.50599,23.733478,58380715,-0.240827,-0.122233,-0.098858,22.167725,1.782275,-0.345306,1.364146,0.01364146,0.008373,1.37258,-0.110575
96,44659.506,23.983478,58380715,-0.233889,-0.122069,-0.09899,22.167651,1.782589,-0.334499,1.364187,0.01364187,0.008652,1.372796,-0.110589
97,44659.506,24.233478,58380716,-0.230353,-0.121893,-0.098628,22.167651,1.782898,-0.331016,1.364358,0.01364358,0.008373,1.372731,-0.110469
98,44659.506,24.483478,58380716,-0.228325,-0.121792,-0.098793,22.167725,1.783134,-0.334251,1.364566,0.01364566,0.008652,1.37319,-0.110318
99,44659.506,24.733478,58380716,-0.228152,-0.121611,-0.098497,22.167651,1.783362,-0.325387,1.364772,0.01364772,0.008373,1.373052,-0.11018
100,44659.50601,24.983478,58380716,-0.224734,-0.121455,-0.098595,22.167725,1.7836,-0.324025,1.365102,0.01365102,0.008652,1.373732,-0.109949
101,44659.50601,25.233478,58380717,-0.220031,-0.121264,-0.098464,22.167651,1.783851,-0.324737,1.365169,0.01365169,0.008466,1.373706,-0.109939
102,44659.50601,25.483478,58380717,-0.22308,-0.121121,-0.098431,22.167725,1.784065,-0.317144,1.365319,0.01365319,0.008559,1.373878,-0.109813
103,44659.50602,25.733478,58380717,-0.220196,-0.120975,-0.0983,22.167725,1.784401,-0.313928,1.365446,0.01365446,0.008373,1.373834,-0.109698
104,44659.50602,25.983478,58380717,-0.217667,-0.120816,-0.098267,22.167725,1.784691,-0.314442,1.36566,0.0136566,0.008652,1.374285,-0.109558
105,44659.50602,26.233478,58380718,-0.211676,-0.120681,-0.097938,22.167651,1.784823,-0.310488,1.365806,0.01365806,0.008559,1.374361,-0.109429
106,44659.50602,26.483478,58380718,-0.216958,-0.120518,-0.09807,22.167798,1.785027,-0.312602,1.365968,0.01365968,0.008559,1.374479,-0.109376
107,44659.50603,26.733478,58380718,-0.217558,-0.120366,-0.097938,22.167651,1.785328,-0.311039,1.366155,0.01366155,0.008466,1.374594,-0.109212
108,44659.50603,26.983478,58380718,-0.208977,-0.120193,-0.097741,22.167725,1.785655,-0.305098,1.366569,0.01366569,0.008559,1.375026,-0.108922
109,44659.50603,27.233478,58380719,-0.208013,-0.12005,-0.097741,22.167577,1.785938,-0.304411,1.366618,0.01366618,0.008466,1.375084,-0.108879
110,44659.50604,27.483478,58380719,-0.211009,-0.119892,-0.097577,22.167725,1.786096,-0.298953,1.366873,0.01366873,0.008559,1.375432,-0.10871
111,44659.50604,27.733478,58380719,-0.206332,-0.119542,-0.097346,22.167725,1.786625,-0.294781,1.367059,0.01367059,0.008466,1.375576,-0.108545
112,44659.50604,27.983478,58380719,-0.203674,-0.119414,-0.097346,22.167725,1.786899,-0.290504,1.367428,0.01367428,0.008559,1.37589,-0.108302
113,44659.50605,28.233478,58380720,-0.196662,-0.119225,-0.097018,22.167725,1.787157,-0.278327,1.367581,0.01367581,0.008559,1.375965,-0.108215
114,44659.50605,28.483478,58380720,-0.196106,-0.1191,-0.096853,22.167725,1.787404,-0.283786,1.367668,0.01367668,0.008373,1.376148,-0.108175
115,44659.50605,28.733478,58380720,-0.195243,-0.118954,-0.09682,22.167725,1.787616,-0.284238,1.368001,0.01368001,0.008373,1.376403,-0.1079
116,44659.50605,28.983478,58380720,-0.198539,-0.11896,-0.096788,22.167798,1.78763,-0.284141,1.367931,0.01367931,0.008559,1.376539,-0.108
117,44659.50606,29.233478,58380721,-0.192816,-0.118798,-0.097051,22.167725,1.787873,-0.273765,1.36801,0.0136801,0.008373,1.37654,-0.10777
118,44659.50606,29.483478,58380721,-0.191534,-0.118651,-0.09682,22.167798,1.788066,-0.274565,1.368268,0.01368268,0.008466,1.376773,-0.107761
119,44659.50606,29.733478,58380721,-0.18753,-0.118504,-0.09659,22.167651,1.788375,-0.271426,1.36846,0.0136846,0.008466,1.37694,-0.107618
120,44659.50607,29.983478,58380721,-0.186396,-0.118329,-0.096623,22.167725,1.788634,-0.273517,1.36861,0.0136861,0.008559,1.377076,-0.107495
121,44659.50607,30.233478,58380722,-0.184443,-0.118196,-0.096492,22.167651,1.788959,-0.266193,1.368809,0.01368809,0.008559,1.377318,-0.107391
122,44659.50607,30.483478,58380722,-0.182674,-0.118047,-0.096196,22.167798,1.789023,-0.263734,1.369037,0.01369037,0.008466,1.377503,-0.107196
123,44659.50607,30.733478,58380722,-0.177077,-0.117889,-0.096492,22.167725,1.789266,-0.260305,1.369011,0.01369011,0.008559,1.377529,-0.107243
124,44659.50608,30.983478,58380722,-0.176935,-0.117742,-0.096196,22.167651,1.78955,-0.255949,1.369247,0.01369247,0.008466,1.377702,-0.107057
125,44659.50608,31.233478,58380723,-0.176991,-0.117578,-0.095867,22.167651,1.789871,-0.25491,1.369599,0.01369599,0.008466,1.378065,-0.10673
126,44659.50608,31.483478,58380723,-0.174747,-0.11744,-0.095933,22.167651,1.790131,-0.253885,1.36964,0.0136964,0.008466,1.378026,-0.106775
127,44659.50609,31.733478,58380723,-0.174848,-0.117281,-0.096064,22.167798,1.790392,-0.25064,1.370027,0.01370027,0.008466,1.378493,-0.106504
128,44659.50609,31.983478,58380723,-0.171825,-0.117138,-0.0959,22.167725,1.790619,-0.247047,1.37006,0.0137006,0.008466,1.378483,-0.106597
129,44659.50609,32.233478,58380724,-0.165047,-0.116991,-0.095802,22.167725,1.790889,-0.238013,1.370231,0.01370231,0.008466,1.378697,-0.106361
130,44659.50609,32.483478,58380724,-0.16682,-0.116846,-0.095473,22.167725,1.791126,-0.235305,1.370441,0.01370441,0.008466,1.378907,-0.106215
131,44659.5061,32.733478,58380724,-0.164884,-0.116673,-0.095506,22.167725,1.791421,-0.235901,1.370647,0.01370647,0.008466,1.379113,-0.106069
132,44659.5061,32.983478,58380724,-0.159619,-0.116537,-0.095308,22.167651,1.791663,-0.234089,1.370769,0.01370769,0.008466,1.379328,-0.105985
133,44659.5061,33.233478,58380725,-0.158987,-0.116392,-0.095374,22.167798,1.79186,-0.234828,1.370824,0.01370824,0.008466,1.37929,-0.105954
134,44659.50611,33.483478,58380725,-0.153168,-0.116236,-0.095177,22.167725,1.792064,-0.226241,1.371021,0.01371021,0.008373,1.379394,-0.105798
135,44659.50611,33.733478,58380725,-0.156534,-0.116099,-0.09498,22.167798,1.792327,-0.225973,1.371337,0.01371337,0.008466,1.379803,-0.105582
136,44659.50611,33.983478,58380725,-0.149643,-0.115928,-0.094881,22.167651,1.792624,-0.22163,1.371526,0.01371526,0.008466,1.380025,-0.105471
137,44659.50611,34.233478,58380726,-0.14784,-0.115747,-0.09498,22.167725,1.79293,-0.215302,1.371696,0.01371696,0.008373,1.380069,-0.105338
138,44659.50612,34.483478,58380726,-0.146586,-0.115604,-0.094848,22.167651,1.793114,-0.214216,1.371844,0.01371844,0.008466,1.380249,-0.105315
139,44659.50612,34.733478,58380726,-0.14425,-0.115458,-0.094684,22.167872,1.793309,-0.213638,1.371858,0.01371858,0.008466,1.380269,-0.105146
140,44659.50612,34.983478,58380726,-0.138205,-0.115319,-0.094684,22.167651,1.793599,-0.208056,1.372146,0.01372146,0.008466,1.380643,-0.105
141,44659.50613,35.233478,58380727,-0.135343,-0.115163,-0.09452,22.167798,1.793901,-0.202798,1.372472,0.01372472,0.008466,1.380938,-0.104793
142,44659.50613,35.483478,58380727,-0.141125,-0.114998,-0.094585,22.167651,1.794212,-0.203056,1.372499,0.01372499,0.008466,1.380936,-0.104774
143,44659.50613,35.733478,58380727,-0.140078,-0.114864,-0.094454,22.167872,1.794356,-0.201556,1.37272,0.0137272,0.008466,1.381128,-0.10462
144,44659.50613,35.983478,58380727,-0.131775,-0.114704,-0.094388,22.167651,1.79453,-0.200527,1.372796,0.01372796,0.008466,1.381262,-0.104545
145,44659.50614,36.233478,58380728,-0.133206,-0.114519,-0.094257,22.167798,1.794963,-0.189192,1.37315,0.0137315,0.008466,1.381523,-0.104384
146,44659.50614,36.483478,58380728,-0.127534,-0.114394,-0.093895,22.167651,1.795076,-0.18557,1.37331,0.0137331,0.008373,1.381683,-0.104248
147,44659.50614,36.733478,58380728,-0.124045,-0.114246,-0.093764,22.167872,1.795454,-0.185088,1.373509,0.01373509,0.008373,1.381925,-0.104038
148,44659.50615,36.983478,58380728,-0.124749,-0.114072,-0.093928,22.167651,1.795671,-0.184647,1.373621,0.01373621,0.008466,1.382029,-0.103944
149,44659.50615,37.233478,58380729,-0.124026,-0.113922,-0.093731,22.167872,1.79596,-0.18065,1.373778,0.01373778,0.008466,1.382344,-0.103939
150,44659.50615,37.483478,58380729,-0.122884,-0.113785,-0.093534,22.167577,1.796165,-0.17745,1.373936,0.01373936,0.008466,1.382402,-0.103749
151,44659.50616,37.733478,58380729,-0.122183,-0.113628,-0.093501,22.167872,1.796309,-0.173222,1.374194,0.01374194,0.00828,1.382473,-0.103589
152,44659.50616,37.983478,58380729,-0.117911,-0.11345,-0.093599,22.167651,1.796583,-0.170447,1.374401,0.01374401,0.008559,1.382795,-0.103397
153,44659.50616,38.233478,58380730,-0.110858,-0.113287,-0.093271,22.167946,1.796907,-0.168491,1.37458,0.0137458,0.00828,1.38286,-0.103319
154,44659.50616,38.483478,58380730,-0.105975,-0.113171,-0.093369,22.167577,1.797133,-0.160014,1.374588,0.01374588,0.008466,1.383054,-0.103186
155,44659.50617,38.733478,58380730,-0.107642,-0.112987,-0.093238,22.167798,1.797463,-0.159663,1.374894,0.01374894,0.00828,1.383081,-0.103099
156,44659.50617,38.983478,58380730,-0.107625,-0.112862,-0.093205,22.167651,1.797517,-0.161941,1.374989,0.01374989,0.008559,1.383603,-0.102909
157,44659.50617,39.233478,58380731,-0.101644,-0.11269,-0.092876,22.167946,1.797902,-0.147448,1.375183,0.01375183,0.00828,1.383664,-0.102756
158,44659.50618,39.483478,58380731,-0.103382,-0.112533,-0.092778,22.167651,1.798135,-0.143381,1.375513,0.01375513,0.008559,1.383807,-0.102657
159,44659.50618,39.733478,58380731,-0.105324,-0.112351,-0.092843,22.168019,1.798407,-0.146438,1.37567,0.0137567,0.00828,1.383984,-0.102532
160,44659.50618,39.983478,58380731,-0.101791,-0.112201,-0.092843,22.167651,1.798642,-0.142673,1.375866,0.01375866,0.008652,1.384355,-0.102412
161,44659.50618,40.233478,58380732,-0.091835,-0.112053,-0.092712,22.168019,1.798977,-0.137965,1.375923,0.01375923,0.00828,1.384265,-0.102271
162,44659.50619,40.483478,58380732,-0.090238,-0.111907,-0.092679,22.167577,1.79919,-0.128096,1.376051,0.01376051,0.008559,1.384567,-0.10232
163,44659.50619,40.733478,58380732,-0.090435,-0.111761,-0.092515,22.168019,1.799409,-0.128479,1.376374,0.01376374,0.00828,1.384654,-0.102064
164,44659.50619,40.983478,58380732,-0.081253,-0.111587,-0.092449,22.167651,1.799664,-0.124733,1.376551,0.01376551,0.008559,1.385064,-0.102037
165,44659.5062,41.233478,58380733,-0.081191,-0.111442,-0.092416,22.168019,1.799969,-0.120955,1.376669,0.01376669,0.008187,1.384862,-0.101853
166,44659.5062,41.483478,58380733,-0.07818,-0.111278,-0.092087,22.167725,1.800222,-0.1152,1.376955,0.01376955,0.008187,1.385142,-0.101641
167,44659.5062,41.733478,58380733,-0.073297,-0.111131,-0.092087,22.167946,1.800393,-0.108744,1.377113,0.01377113,0.008466,1.385579,-0.101512
168,44659.5062,41.983478,58380733,-0.073837,-0.110985,-0.091989,22.167577,1.800635,-0.113213,1.377176,0.01377176,0.008187,1.385422,-0.101503
169,44659.50621,42.233478,58380734,-0.073729,-0.110837,-0.091594,22.167946,1.800837,-0.100199,1.377407,0.01377407,0.008187,1.385622,-0.101341
170,44659.50621,42.483478,58380734,-0.065884,-0.110688,-0.09189,22.167651,1.801247,-0.097729,1.377583,0.01377583,0.008466,1.385911,-0.101166
171,44659.50621,42.733478,58380734,-0.06399,-0.110521,-0.091463,22.167872,1.801533,-0.094385,1.377775,0.01377775,0.00828,1.386079,-0.101204
172,44659.50622,42.983478,58380734,-0.061601,-0.110372,-0.091594,22.167651,1.801761,-0.093439,1.377886,0.01377886,0.008187,1.386125,-0.101006
173,44659.50622,43.233478,58380735,-0.059413,-0.110201,-0.091265,22.167872,1.801931,-0.086562,1.378122,0.01378122,0.008559,1.386633,-0.100875
174,44659.50622,43.483478,58380735,-0.055411,-0.110079,-0.091134,22.167651,1.802177,-0.073586,1.378259,0.01378259,0.008373,1.386632,-0.100648
175,44659.50622,43.733478,58380735,-0.05667,-0.10993,-0.0912,22.167946,1.802481,-0.076744,1.378362,0.01378362,0.008466,1.386921,-0.100673
176,44659.50623,43.983478,58380735,-0.053947,-0.109799,-0.091233,22.167651,1.802702,-0.076455,1.378661,0.01378661,0.008187,1.386848,-0.100464
177,44659.50623,44.233478,58380736,-0.0504,-0.109628,-0.090904,22.167946,1.802932,-0.080159,1.378785,0.01378785,0.008559,1.387217,-0.100287
