Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd
968,44659.50852,241.983478,58380933,8.601293,-0.050275,0.046558,22.178634,2.000298,12.422759,1.519707,0.01519707,-0.005489,1.514218,-0.001803
969,44659.50852,242.233478,58380934,8.620243,-0.050192,0.046788,22.178928,2.000459,12.451872,1.519761,0.01519761,-0.005303,1.514458,-0.001752
970,44659.50852,242.483478,58380934,8.639367,-0.050103,0.046755,22.17856,2.000575,12.478951,1.519955,0.01519955,-0.005582,1.514373,-0.001629
971,44659.50853,242.733478,58380934,8.654547,-0.049996,0.047051,22.178928,2.000912,12.508706,1.520112,0.01520112,-0.005396,1.514716,-0.001452
972,44659.50853,242.983478,58380934,8.674431,-0.049927,0.047314,22.178707,2.001195,12.534555,1.520352,0.01520352,-0.005582,1.514603,-0.001346
973,44659.50853,243.233478,58380935,8.691241,-0.049827,0.047281,22.178928,2.001546,12.557181,1.520519,0.01520519,-0.005396,1.515123,-0.001235
974,44659.50854,243.483478,58380935,8.712002,-0.049763,0.04738,22.178707,2.001752,12.581363,1.520659,0.01520659,-0.005582,1.515035,-0.001078
975,44659.50854,243.733478,58380935,8.730674,-0.049672,0.047577,22.179076,2.001894,12.611682,1.520841,0.01520841,-0.005768,1.515073,-0.000934
976,44659.50854,243.983478,58380935,8.747603,-0.049585,0.047741,22.178855,2.002135,12.6454,1.520916,0.01520916,-0.005489,1.515425,-0.000957
977,44659.50855,244.233478,58380936,8.770726,-0.049489,0.047939,22.179076,2.002433,12.661083,1.521143,0.01521143,-0.005675,1.515496,-0.000798
978,44659.50855,244.483478,58380936,8.790343,-0.049399,0.04807,22.178928,2.002818,12.692126,1.521405,0.01521405,-0.005954,1.515451,-0.000563
979,44659.50855,244.733478,58380936,8.806781,-0.049337,0.048333,22.179149,2.002992,12.725035,1.521461,0.01521461,-0.005768,1.515692,-0.000576
980,44659.50855,244.983478,58380936,8.825192,-0.049244,0.048464,22.178928,2.003127,12.752888,1.521649,0.01521649,-0.005675,1.515963,-0.000452
981,44659.50856,245.233478,58380937,8.840722,-0.049135,0.048695,22.179297,2.003424,12.780313,1.521862,0.01521862,-0.006047,1.515814,-0.000295
982,44659.50856,245.483478,58380937,8.865618,-0.049037,0.048958,22.179076,2.003685,12.809736,1.522015,0.01522015,-0.005768,1.51634,-0.000083
983,44659.50856,245.733478,58380937,8.887487,-0.048931,0.048892,22.179297,2.003958,12.831017,1.522197,0.01522197,-0.00614,1.516057,-0.000061
984,44659.50857,245.983478,58380937,8.905233,-0.048867,0.049023,22.179149,2.004265,12.860515,1.522418,0.01522418,-0.005861,1.516557,0.000094
985,44659.50857,246.233478,58380938,8.925955,-0.048729,0.04922,22.179297,2.004638,12.893549,1.522652,0.01522652,-0.006233,1.516508,0.000219
986,44659.50857,246.483478,58380938,8.943961,-0.048614,0.049615,22.179223,2.004987,12.913647,1.522892,0.01522892,-0.005954,1.516938,0.000488
987,44659.50857,246.733478,58380938,8.956973,-0.048574,0.049516,22.179371,2.005063,12.933473,1.52301,0.0152301,-0.006233,1.516687,0.000508
988,44659.50858,246.983478,58380938,8.975792,-0.048492,0.049812,22.179297,2.005199,12.962772,1.523155,0.01523155,-0.00614,1.517108,0.000692
989,44659.50858,247.233478,58380939,8.993195,-0.048382,0.050042,22.179371,2.00555,12.990826,1.523287,0.01523287,-0.006419,1.516987,0.00085
990,44659.50858,247.483478,58380939,9.01367,-0.048309,0.050174,22.179297,2.005839,13.022592,1.523544,0.01523544,-0.00614,1.517404,0.000881
991,44659.50859,247.733478,58380939,9.025748,-0.048221,0.050502,22.179444,2.006104,13.040155,1.523631,0.01523631,-0.006419,1.517361,0.001047
992,44659.50859,247.983478,58380939,9.043598,-0.048131,0.050338,22.179444,2.006159,13.05672,1.52388,0.0152388,-0.006233,1.517595,0.001183
993,44659.50859,248.233478,58380940,9.063925,-0.048035,0.050601,22.179592,2.006557,13.090132,1.524056,0.01524056,-0.006512,1.517544,0.00124
994,44659.50859,248.483478,58380940,9.150768,-0.047721,0.051357,22.179592,2.007424,13.189551,1.524702,0.01524702,-0.006419,1.518179,0.001731
995,44659.5086,248.733478,58380940,9.192789,-0.047507,0.051357,22.179739,2.00796,13.277321,1.525116,0.01525116,-0.006605,1.51851,0.001975
996,44659.5086,248.983478,58380940,9.202023,-0.047413,0.051521,22.179665,2.00825,13.29726,1.525239,0.01525239,-0.006605,1.518634,0.002067
997,44659.5086,249.233478,58380941,9.213924,-0.047354,0.051883,22.179739,2.008468,13.319259,1.525515,0.01525515,-0.006698,1.518816,0.002269
998,44659.50861,249.483478,58380941,9.229097,-0.047244,0.051982,22.179665,2.0087,13.334438,1.52568,0.0152568,-0.006605,1.519035,0.002391
999,44659.50861,249.733478,58380941,9.246284,-0.047175,0.05231,22.179813,2.008869,13.355324,1.525845,0.01525845,-0.006884,1.51901,0.002526
1000,44659.50861,249.983478,58380941,9.267132,-0.047107,0.052244,22.179739,2.009198,13.384024,1.525887,0.01525887,-0.006884,1.519003,0.002543
1001,44659.50861,250.233478,58380942,9.277794,-0.047032,0.052343,22.179887,2.0095,13.403848,1.526123,0.01526123,-0.006791,1.519322,0.002686
1002,44659.50862,250.483478,58380942,9.296874,-0.046923,0.05254,22.179813,2.00964,13.428594,1.526335,0.01526335,-0.006884,1.519462,0.002842
1003,44659.50862,250.733478,58380942,9.316009,-0.046822,0.052902,22.17996,2.009932,13.450723,1.526393,0.01526393,-0.006978,1.519525,0.002951
1004,44659.50862,250.983478,58380942,9.332649,-0.046723,0.052836,22.180034,2.010113,13.478968,1.526726,0.01526726,-0.006884,1.519841,0.003107
1005,44659.50863,251.233478,58380943,9.34783,-0.046641,0.053066,22.180034,2.010516,13.49882,1.526867,0.01526867,-0.006978,1.5199,0.003213
1006,44659.50863,251.483478,58380943,9.362027,-0.046563,0.053066,22.180108,2.010778,13.525213,1.527016,0.01527016,-0.007071,1.519945,0.00331
1007,44659.50863,251.733478,58380943,9.382904,-0.046491,0.053526,22.180108,2.010923,13.555128,1.52706,0.0152706,-0.007071,1.519957,0.003341
1008,44659.50863,251.983478,58380943,9.400813,-0.046409,0.053461,22.180181,2.011044,13.582933,1.527281,0.01527281,-0.007164,1.520174,0.003495
1009,44659.50864,252.233478,58380944,9.427733,-0.04633,0.053526,22.180181,2.011352,13.609287,1.527494,0.01527494,-0.007257,1.520237,0.003711
1010,44659.50864,252.483478,58380944,9.446801,-0.046234,0.053921,22.180255,2.011707,13.648949,1.527711,0.01527711,-0.00735,1.520361,0.003796
1011,44659.50864,252.733478,58380944,9.461685,-0.046133,0.054118,22.180181,2.011975,13.675056,1.527938,0.01527938,-0.007257,1.520685,0.003958
1012,44659.50865,252.983478,58380944,9.483336,-0.04606,0.05425,22.180255,2.012197,13.693598,1.52808,0.0152808,-0.007443,1.52072,0.004112
1013,44659.50865,253.233478,58380945,9.49188,-0.046005,0.054184,22.180255,2.012307,13.719734,1.528144,0.01528144,-0.00735,1.520758,0.004126
1014,44659.50865,253.483478,58380945,9.484654,-0.046029,0.054348,22.180403,2.012297,13.705501,1.528143,0.01528143,-0.00735,1.520883,0.004099
1015,44659.50866,253.733478,58380945,9.502389,-0.045921,0.054545,22.180329,2.01255,13.729388,1.528369,0.01528369,-0.007443,1.520926,0.00424
1016,44659.50866,253.983478,58380945,9.542201,-0.045773,0.054677,22.180476,2.012852,13.773962,1.528667,0.01528667,-0.007443,1.521113,0.004517
1017,44659.50866,254.233478,58380946,9.56822,-0.045648,0.054874,22.180476,2.013313,13.82274,1.528881,0.01528881,-0.007536,1.521345,0.004615
1018,44659.50866,254.483478,58380946,9.589334,-0.045567,0.055203,22.18055,2.013572,13.845838,1.529046,0.01529046,-0.007536,1.521559,0.004764
1019,44659.50867,254.733478,58380946,9.606933,-0.04545,0.055301,22.180329,2.013805,13.879085,1.529154,0.01529154,-0.007629,1.521526,0.004764
1020,44659.50867,254.983478,58380946,9.630214,-0.045383,0.055564,22.180624,2.014083,13.903158,1.529337,0.01529337,-0.007722,1.521676,0.005018
1021,44659.50867,255.233478,58380947,9.648784,-0.0453,0.05563,22.180476,2.01436,13.939581,1.529654,0.01529654,-0.007722,1.521858,0.005156
1022,44659.50868,255.483478,58380947,9.655324,-0.045255,0.055663,22.180697,2.014481,13.962923,1.529771,0.01529771,-0.007722,1.52205,0.005237
1023,44659.50868,255.733478,58380947,9.65748,-0.045216,0.055564,22.180476,2.014519,13.949161,1.529771,0.01529771,-0.007815,1.522013,0.005277
1024,44659.50868,255.983478,58380947,9.672455,-0.045116,0.055959,22.180845,2.014738,13.971296,1.529912,0.01529912,-0.007815,1.522079,0.005358
1025,44659.50868,256.233478,58380948,9.693034,-0.044989,0.056123,22.180476,2.015051,13.998965,1.53011,0.0153011,-0.007908,1.52216,0.005474
1026,44659.50869,256.483478,58380948,9.731176,-0.044812,0.056353,22.180918,2.015678,14.05576,1.53054,0.0153054,-0.007908,1.522633,0.005775
1027,44659.50869,256.733478,58380948,9.757751,-0.044721,0.056485,22.18055,2.015845,14.087581,1.530611,0.01530611,-0.007815,1.522796,0.005825
1028,44659.50869,256.983478,58380948,9.772972,-0.044617,0.05655,22.180992,2.016123,14.122643,1.530879,0.01530879,-0.008001,1.522785,0.006022
1029,44659.5087,257.233478,58380949,9.792056,-0.044533,0.056715,22.180624,2.016231,14.13902,1.531037,0.01531037,-0.008187,1.52285,0.006079
1030,44659.5087,257.483478,58380949,9.81292,-0.044447,0.057076,22.181066,2.016634,14.170453,1.531109,0.01531109,-0.00828,1.522829,0.006173
1031,44659.5087,257.733478,58380949,9.833965,-0.044353,0.057208,22.180771,2.016912,14.199702,1.53134,0.0153134,-0.008001,1.523339,0.006335
1032,44659.5087,257.983478,58380949,9.823417,-0.04437,0.057044,22.181066,2.01689,14.201927,1.531461,0.01531461,-0.008373,1.523088,0.006419
1033,44659.50871,258.233478,58380950,9.868201,-0.04419,0.057504,22.180918,2.017249,14.232215,1.531682,0.01531682,-0.008094,1.523588,0.006574
1034,44659.50871,258.483478,58380950,9.865401,-0.044155,0.057438,22.181287,2.017456,14.269615,1.531848,0.01531848,-0.008466,1.523382,0.006596
1035,44659.50871,258.733478,58380950,9.912453,-0.04395,0.057734,22.180918,2.0178,14.300758,1.532031,0.01532031,-0.008187,1.523844,0.006948
1036,44659.50872,258.983478,58380950,9.925763,-0.043856,0.057931,22.181287,2.018069,14.342775,1.532258,0.01532258,-0.008187,1.524016,0.007058
1037,44659.50872,259.233478,58380951,9.941873,-0.043747,0.058062,22.181066,2.018418,14.361538,1.532428,0.01532428,-0.008559,1.523855,0.007096
1038,44659.50872,259.483478,58380951,9.963016,-0.043682,0.058325,22.181287,2.018725,14.396554,1.532625,0.01532625,-0.008373,1.524216,0.007233
1039,44659.50872,259.733478,58380951,9.98091,-0.043589,0.058227,22.18114,2.018846,14.416622,1.532807,0.01532807,-0.008652,1.524155,0.007361
1040,44659.50873,259.983478,58380951,9.982955,-0.043574,0.058457,22.181361,2.018921,14.408813,1.532834,0.01532834,-0.008373,1.52445,0.007372
1041,44659.50873,260.233478,58380952,10.029214,-0.043343,0.058786,22.181213,2.019653,14.478955,1.533255,0.01533255,-0.008745,1.524511,0.00774
1042,44659.50873,260.483478,58380952,10.049619,-0.04324,0.059016,22.181434,2.019805,14.519451,1.533537,0.01533537,-0.008559,1.524973,0.007894
1043,44659.50874,260.733478,58380952,10.070526,-0.043154,0.059049,22.181213,2.019989,14.546387,1.533625,0.01533625,-0.009024,1.524601,0.007914
1044,44659.50874,260.983478,58380952,10.081492,-0.043077,0.059279,22.181582,2.020271,14.565494,1.533881,0.01533881,-0.008652,1.525229,0.008112
1045,44659.50874,261.233478,58380953,10.094602,-0.042979,0.059443,22.181361,2.020551,14.588033,1.533973,0.01533973,-0.008931,1.525042,0.008192
1046,44659.50874,261.483478,58380953,10.117816,-0.042885,0.05941,22.181656,2.020805,14.621296,1.534188,0.01534188,-0.008745,1.525401,0.008327
1047,44659.50875,261.733478,58380953,10.134612,-0.042795,0.05987,22.181287,2.020925,14.640393,1.534399,0.01534399,-0.009117,1.525296,0.008485
1048,44659.50875,261.983478,58380953,10.147448,-0.04271,0.05987,22.181656,2.021152,14.669775,1.534487,0.01534487,-0.008838,1.525638,0.008529
1049,44659.50875,262.233478,58380954,10.164274,-0.042624,0.059936,22.181287,2.02143,14.68547,1.53458,0.0153458,-0.009117,1.525452,0.008594
1050,44659.50876,262.483478,58380954,10.202369,-0.042503,0.060265,22.181729,2.021828,14.732143,1.534791,0.01534791,-0.008745,1.525963,0.008783
1051,44659.50876,262.733478,58380954,10.215395,-0.04238,0.060462,22.181508,2.022127,14.759121,1.535054,0.01535054,-0.009303,1.525838,0.008932
1052,44659.50876,262.983478,58380954,10.231353,-0.042315,0.060298,22.181803,2.022187,14.781455,1.535185,0.01535185,-0.009303,1.525882,0.009068
1053,44659.50876,263.233478,58380955,10.253381,-0.042226,0.060528,22.181582,2.022418,14.810611,1.535441,0.01535441,-0.009117,1.526324,0.009206
1054,44659.50877,263.483478,58380955,10.271532,-0.04211,0.060824,22.181877,2.022765,14.83959,1.535689,0.01535689,-0.009396,1.526293,0.009385
1055,44659.50877,263.733478,58380955,10.291253,-0.042049,0.061054,22.181729,2.023134,14.868858,1.535759,0.01535759,-0.009396,1.526484,0.009382
1056,44659.50877,263.983478,58380955,10.306705,-0.04195,0.061185,22.182024,2.023308,14.894236,1.535915,0.01535915,-0.00921,1.526705,0.009535
1057,44659.50878,264.233478,58380956,10.324842,-0.04183,0.061317,22.181803,2.023586,14.91615,1.536111,0.01536111,-0.009489,1.526622,0.009672
1058,44659.50878,264.483478,58380956,10.341716,-0.041739,0.061382,22.18195,2.023725,14.938323,1.536298,0.01536298,-0.009489,1.526827,0.009881
1059,44659.50878,264.733478,58380956,10.367537,-0.041621,0.061514,22.181877,2.023997,14.973282,1.536343,0.01536343,-0.009396,1.526946,0.009833
1060,44659.50879,264.983478,58380956,10.383396,-0.041551,0.061612,22.182024,2.024277,14.98944,1.536688,0.01536688,-0.009582,1.527106,0.010018
1061,44659.50879,265.233478,58380957,10.398632,-0.041484,0.06181,22.18195,2.024568,15.027301,1.53671,0.0153671,-0.009396,1.527302,0.01014
1062,44659.50879,265.483478,58380957,10.422873,-0.04136,0.061941,22.182098,2.024881,15.05357,1.537036,0.01537036,-0.009582,1.527315,0.010353
1063,44659.50879,265.733478,58380957,10.446832,-0.041262,0.062237,22.181877,2.025077,15.094852,1.537091,0.01537091,-0.009582,1.527518,0.010364
1064,44659.5088,265.983478,58380957,10.458376,-0.041157,0.062434,22.182172,2.025258,15.116608,1.537331,0.01537331,-0.009769,1.527597,0.01055
1065,44659.5088,266.233478,58380958,10.479078,-0.04107,0.062434,22.182098,2.025487,15.145064,1.537481,0.01537481,-0.009675,1.527871,0.010676
1066,44659.5088,266.483478,58380958,10.506785,-0.040971,0.06273,22.182245,2.025821,15.1762,1.537764,0.01537764,-0.009955,1.527908,0.010897
1067,44659.50881,266.733478,58380958,10.524137,-0.040857,0.063026,22.182098,2.026183,15.207827,1.537853,0.01537853,-0.009862,1.527985,0.010965
1068,44659.50881,266.983478,58380958,10.542384,-0.040771,0.062894,22.182319,2.026406,15.229924,1.538102,0.01538102,-0.009955,1.528241,0.011166
1069,44659.50881,267.233478,58380959,10.556451,-0.040704,0.06319,22.182245,2.026513,15.247314,1.538214,0.01538214,-0.009769,1.528438,0.011143
1070,44659.50881,267.483478,58380959,10.579688,-0.040573,0.063387,22.182466,2.026754,15.282083,1.53844,0.0153844,-0.010048,1.528359,0.011278
1071,44659.50882,267.733478,58380959,10.597728,-0.040513,0.063256,22.182319,2.027106,15.307379,1.538645,0.01538645,-0.009955,1.528621,0.011396
1072,44659.50882,267.983478,58380959,10.551491,-0.040694,0.063157,22.182466,2.026647,15.255293,1.538437,0.01538437,-0.010048,1.528389,0.011299
1073,44659.50882,268.233478,58380960,10.576618,-0.040579,0.063289,22.182319,2.02681,15.27358,1.538481,0.01538481,-0.010048,1.528434,0.011383
1074,44659.50883,268.483478,58380960,10.589168,-0.040476,0.063585,22.182466,2.027058,15.301785,1.538584,0.01538584,-0.010048,1.528537,0.011394
1075,44659.50883,268.733478,58380960,10.610305,-0.040395,0.06342,22.182319,2.027335,15.330635,1.538843,0.01538843,-0.010048,1.528795,0.011583
1076,44659.50883,268.983478,58380960,10.629763,-0.040298,0.063716,22.18254,2.027678,15.353846,1.539069,0.01539069,-0.010234,1.528836,0.011703
1077,44659.50883,269.233478,58380961,10.64604,-0.040198,0.063749,22.182466,2.027928,15.382852,1.539165,0.01539165,-0.010234,1.528931,0.011887
1078,44659.50884,269.483478,58380961,10.666533,-0.040075,0.064209,22.182614,2.028137,15.409487,1.539329,0.01539329,-0.010234,1.529118,0.012004
1079,44659.50884,269.733478,58380961,10.688566,-0.039994,0.064209,22.182466,2.028323,15.44231,1.539493,0.01539493,-0.01042,1.529073,0.012113
1080,44659.50884,269.983478,58380961,10.703389,-0.039899,0.064374,22.182614,2.028544,15.468416,1.539814,0.01539814,-0.01042,1.529404,0.012262
1081,44659.50885,270.233478,58380962,10.724073,-0.039828,0.064374,22.182614,2.028873,15.488428,1.53993,0.0153993,-0.010327,1.529555,0.01231
1082,44659.50885,270.483478,58380962,10.748183,-0.039706,0.064571,22.182835,2.029198,15.525788,1.540049,0.01540049,-0.010513,1.529623,0.012487
1083,44659.50885,270.733478,58380962,10.770364,-0.03961,0.064899,22.182687,2.029445,15.549984,1.540272,0.01540272,-0.01042,1.52981,0.012618
1084,44659.50885,270.983478,58380962,10.791087,-0.039526,0.064899,22.182761,2.029536,15.585282,1.54037,0.0154037,-0.01042,1.529947,0.012649
1085,44659.50886,271.233478,58380963,10.801668,-0.039449,0.065162,22.182835,2.029788,15.601352,1.540582,0.01540582,-0.010606,1.529936,0.012772
1086,44659.50886,271.483478,58380963,10.824015,-0.039348,0.065425,22.182835,2.030094,15.6362,1.540819,0.01540819,-0.010513,1.530307,0.013007
1087,44659.50886,271.733478,58380963,10.85152,-0.039224,0.06536,22.182909,2.030474,15.676549,1.540976,0.01540976,-0.010699,1.530306,0.013075
1088,44659.50887,271.983478,58380963,10.867026,-0.039122,0.06559,22.182909,2.030703,15.694656,1.541147,0.01541147,-0.010513,1.530634,0.013194
1089,44659.50887,272.233478,58380964,10.884915,-0.039042,0.065787,22.182982,2.030812,15.724344,1.541399,0.01541399,-0.010699,1.5307,0.013371
1090,44659.50887,272.483478,58380964,10.912413,-0.038914,0.065918,22.183056,2.031108,15.751491,1.541516,0.01541516,-0.010885,1.530647,0.013453
1091,44659.50887,272.733478,58380964,10.92449,-0.038837,0.066148,22.182982,2.031367,15.786141,1.541622,0.01541622,-0.010885,1.530737,0.013494
1092,44659.50888,272.983478,58380964,10.945772,-0.038727,0.06605,22.182982,2.031725,15.81466,1.541901,0.01541901,-0.010885,1.531016,0.013762
1093,44659.50888,273.233478,58380965,10.954225,-0.038642,0.066379,22.183056,2.031974,15.829738,1.542,0.01542,-0.010978,1.531022,0.013761
1094,44659.50888,273.483478,58380965,10.980335,-0.038554,0.066379,22.18313,2.031966,15.854753,1.542238,0.01542238,-0.010978,1.531234,0.014005
1095,44659.50889,273.733478,58380965,11.00665,-0.038425,0.06651,22.18313,2.032376,15.89272,1.542387,0.01542387,-0.011071,1.531261,0.01411
1096,44659.50889,273.983478,58380965,11.021992,-0.038337,0.066773,22.183056,2.032616,15.923707,1.542533,0.01542533,-0.011071,1.531462,0.014164
1097,44659.50889,274.233478,58380966,11.038065,-0.038256,0.066904,22.183277,2.032901,15.944199,1.542645,0.01542645,-0.011164,1.531481,0.014314
1098,44659.5089,274.483478,58380966,11.059558,-0.038162,0.067069,22.18313,2.033087,15.971577,1.542842,0.01542842,-0.011164,1.531678,0.01438
1099,44659.5089,274.733478,58380966,11.077766,-0.038076,0.067266,22.183351,2.033299,15.998059,1.543006,0.01543006,-0.011164,1.53188,0.014522
1100,44659.5089,274.983478,58380966,11.101802,-0.037941,0.067299,22.183203,2.033578,16.033953,1.543335,0.01543335,-0.011164,1.532171,0.014725
1101,44659.5089,275.233478,58380967,11.179237,-0.037582,0.067792,22.183425,2.034402,16.116226,1.543767,0.01543767,-0.011257,1.532487,0.015194
1102,44659.50891,275.483478,58380967,11.216183,-0.03743,0.068219,22.183498,2.034746,16.194974,1.54416,0.0154416,-0.011536,1.532761,0.015398
1103,44659.50891,275.733478,58380967,11.177858,-0.037573,0.067825,22.183646,2.034528,16.19652,1.544109,0.01544109,-0.011443,1.532579,0.015206
1104,44659.50891,275.983478,58380967,11.221041,-0.037368,0.068482,22.183498,2.034972,16.164844,1.544086,0.01544086,-0.011536,1.532626,0.015388
1105,44659.50892,276.233478,58380968,11.267856,-0.037094,0.068548,22.183941,2.035654,16.284632,1.544777,0.01544777,-0.011629,1.533148,0.01579
1106,44659.50892,276.483478,58380968,11.287384,-0.036997,0.068811,22.183719,2.03587,16.302304,1.545004,0.01545004,-0.011722,1.533247,0.0159
1107,44659.50892,276.733478,58380968,11.299644,-0.036949,0.069074,22.183867,2.036164,16.332961,1.545115,0.01545115,-0.011722,1.533384,0.015964
1108,44659.50892,276.983478,58380968,11.315338,-0.036836,0.06914,22.183719,2.036235,16.345406,1.545149,0.01545149,-0.011815,1.533327,0.016059
1109,44659.50893,277.233478,58380969,11.339643,-0.036737,0.069205,22.183941,2.036485,16.378656,1.5455,0.015455,-0.012001,1.533468,0.01624
1110,44659.50893,277.483478,58380969,11.359274,-0.036611,0.069468,22.183793,2.0368,16.403542,1.54566,0.0154566,-0.011815,1.533839,0.016395
1111,44659.50893,277.733478,58380969,11.378344,-0.036546,0.0696,22.184162,2.037118,16.431685,1.545902,0.01545902,-0.012094,1.533733,0.016534
1112,44659.50894,277.983478,58380969,11.401418,-0.036435,0.069797,22.183793,2.037291,16.465857,1.545996,0.01545996,-0.011908,1.534084,0.016611
1113,44659.50894,278.233478,58380970,11.420569,-0.036334,0.069863,22.184162,2.037652,16.492704,1.546243,0.01546243,-0.012094,1.534191,0.016743
1114,44659.50894,278.483478,58380970,11.434185,-0.036235,0.069961,22.184014,2.037787,16.518479,1.546289,0.01546289,-0.012187,1.534071,0.016791
1115,44659.50894,278.733478,58380970,11.447059,-0.036137,0.070093,22.184162,2.037886,16.542019,1.546564,0.01546564,-0.01228,1.534367,0.017042
1116,44659.50895,278.983478,58380970,11.40275,-0.036324,0.069929,22.183867,2.037594,16.509374,1.546393,0.01546393,-0.01228,1.534214,0.016803
1117,44659.50895,279.233478,58380971,11.416101,-0.036258,0.069994,22.184235,2.037705,16.491775,1.546338,0.01546338,-0.012094,1.534085,0.016861
1118,44659.50895,279.483478,58380971,11.468641,-0.036005,0.070422,22.184088,2.038386,16.524316,1.546564,0.01546564,-0.012187,1.534395,0.016997
1119,44659.50896,279.733478,58380971,11.538581,-0.035732,0.07075,22.184309,2.039139,16.671853,1.547205,0.01547205,-0.012466,1.534739,0.017447
1120,44659.50896,279.983478,58380971,11.560519,-0.03564,0.070947,22.184235,2.039212,16.694213,1.547433,0.01547433,-0.01256,1.534901,0.017552
1121,44659.50896,280.233478,58380972,11.566826,-0.03559,0.070816,22.184383,2.039495,16.711173,1.547527,0.01547527,-0.012653,1.53485,0.01764
1122,44659.50896,280.483478,58380972,11.596033,-0.035434,0.071112,22.184235,2.039761,16.755404,1.547728,0.01547728,-0.012373,1.535353,0.017798
1123,44659.50897,280.733478,58380972,11.62892,-0.035297,0.071375,22.184604,2.040016,16.780602,1.548011,0.01548011,-0.012653,1.535375,0.017972
1124,44659.50897,280.983478,58380972,11.643918,-0.035214,0.071638,22.184235,2.040422,16.822155,1.548136,0.01548136,-0.012746,1.53539,0.018136
1125,44659.50897,281.233478,58380973,11.652802,-0.035138,0.071605,22.184678,2.0406,16.835094,1.548274,0.01548274,-0.012839,1.535512,0.018171
1126,44659.50898,281.483478,58380973,11.672189,-0.035022,0.071671,22.184383,2.040724,16.864605,1.548504,0.01548504,-0.01256,1.535911,0.018431
1127,44659.50898,281.733478,58380973,11.693646,-0.034901,0.072098,22.184678,2.041064,16.890326,1.548723,0.01548723,-0.012653,1.536003,0.018505
1128,44659.50898,281.983478,58380973,11.716739,-0.034802,0.072065,22.184604,2.041294,16.923024,1.548888,0.01548888,-0.013025,1.535974,0.018598
1129,44659.50898,282.233478,58380974,11.733252,-0.034704,0.072361,22.184751,2.041631,16.947762,1.549023,0.01549023,-0.012746,1.536256,0.018704
1130,44659.50899,282.483478,58380974,11.749967,-0.034598,0.072492,22.18453,2.041897,16.973063,1.54924,0.0154924,-0.012746,1.536495,0.018856
1131,44659.50899,282.733478,58380974,11.773857,-0.034498,0.072492,22.184825,2.042131,16.99451,1.549361,0.01549361,-0.013211,1.536181,0.018962
1132,44659.50899,282.983478,58380974,11.795392,-0.034401,0.07269,22.184604,2.042384,17.03768,1.549578,0.01549578,-0.012932,1.536646,0.019092
1133,44659.509,283.233478,58380975,11.815408,-0.034288,0.072953,22.184972,2.042559,17.06565,1.549758,0.01549758,-0.013118,1.536587,0.019237
1134,44659.509,283.483478,58380975,11.827892,-0.034193,0.073117,22.184751,2.042789,17.091684,1.549933,0.01549933,-0.013304,1.536667,0.01934
1135,44659.509,283.733478,58380975,11.848824,-0.034093,0.073117,22.185046,2.043045,17.108199,1.550046,0.01550046,-0.013025,1.53702,0.019419
1136,44659.50901,283.983478,58380975,11.869191,-0.033985,0.073281,22.184751,2.043423,17.135728,1.550282,0.01550282,-0.013397,1.536885,0.019585
1137,44659.50901,284.233478,58380976,11.897135,-0.033898,0.073446,22.18512,2.043674,17.172017,1.550403,0.01550403,-0.013211,1.53717,0.019654
1138,44659.50901,284.483478,58380976,11.894539,-0.033851,0.073577,22.184972,2.043767,17.185501,1.550538,0.01550538,-0.013583,1.537029,0.019816
1139,44659.50901,284.733478,58380976,11.916617,-0.033764,0.073511,22.185194,2.043975,17.208337,1.55079,0.0155079,-0.013583,1.537253,0.01994
1140,44659.50902,284.983478,58380976,11.931584,-0.03365,0.073774,22.184899,2.044172,17.243204,1.551028,0.01551028,-0.013211,1.537818,0.020107
1141,44659.50902,285.233478,58380977,11.961468,-0.03354,0.07384,22.185267,2.044388,17.278729,1.551114,0.01551114,-0.013676,1.537606,0.020165
1142,44659.50902,285.483478,58380977,11.977066,-0.033445,0.07407,22.185046,2.044678,17.295281,1.551339,0.01551339,-0.013304,1.537967,0.020324
1143,44659.50903,285.733478,58380977,11.997387,-0.03335,0.074267,22.185415,2.044988,17.326242,1.551475,0.01551475,-0.013769,1.537671,0.02045
1144,44659.50903,285.983478,58380977,12.008076,-0.033265,0.074366,22.18512,2.045172,17.354463,1.551635,0.01551635,-0.01349,1.538117,0.020569
1145,44659.50903,286.233478,58380978,12.039199,-0.033138,0.074629,22.185415,2.045402,17.383475,1.551876,0.01551876,-0.013862,1.538014,0.020638
1146,44659.50903,286.483478,58380978,12.056409,-0.033037,0.074695,22.185194,2.045607,17.413735,1.55202,0.0155202,-0.013676,1.538313,0.020875
1147,44659.50904,286.733478,58380978,12.069758,-0.032925,0.07476,22.185562,2.045843,17.439751,1.55219,0.0155219,-0.014048,1.538142,0.020919
1148,44659.50904,286.983478,58380978,12.086557,-0.032815,0.075056,22.185267,2.046182,17.468737,1.552313,0.01552313,-0.013676,1.538601,0.021026
1149,44659.50904,287.233478,58380979,12.112285,-0.032713,0.075122,22.185562,2.046515,17.498324,1.552548,0.01552548,-0.013955,1.538593,0.02114
1150,44659.50905,287.483478,58380979,12.130266,-0.032654,0.075385,22.185341,2.046688,17.525767,1.552718,0.01552718,-0.013769,1.53895,0.021296
