Index,Date,Time,Counter,FbLoad,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd
16,44713.67452,3.992037,58920722,-0.972064,0.12767,-0.930925,-0.926916,21.991192,0.144917,0.176441,0.046574,0.00046574,-0.012202,0.034333,0.00034333,-0.928845
17,44713.67452,4.242037,58920722,-0.9731,0.133326,-0.930767,-0.92685,21.991561,0.145153,0.178904,0.046372,0.00046372,-0.011927,0.034323,0.00034323,-0.928934
18,44713.67452,4.492037,58920722,-0.966387,0.130368,-0.930785,-0.926981,21.991118,0.145121,0.172343,0.046293,0.00046293,-0.012294,0.034167,0.00034167,-0.928896
19,44713.67453,4.742037,58920722,-0.954509,0.133899,-0.93074,-0.926751,21.991487,0.14523,0.1967,0.046927,0.00046927,-0.011927,0.035003,0.00035003,-0.928651
20,44713.67453,4.992037,58920723,-0.987591,0.110534,-0.931562,-0.927113,21.991192,0.143721,0.130374,0.045288,0.00045288,-0.012294,0.033141,0.00033141,-0.929679
21,44713.67453,5.242037,58920723,-0.970903,0.10504,-0.931913,-0.927869,21.991413,0.143295,0.171576,0.045901,0.00045901,-0.011835,0.033844,0.00033844,-0.929508
22,44713.67453,5.492037,58920723,-0.968742,0.119033,-0.931268,-0.927409,21.991118,0.144266,0.202358,0.046897,0.00046897,-0.012202,0.034999,0.00034999,-0.929067
23,44713.67454,5.742037,58920723,-0.960684,0.140439,-0.930457,-0.926587,21.991487,0.145674,0.18119,0.046825,0.00046825,-0.012019,0.034894,0.00034894,-0.928637
24,44713.67454,5.992037,58920724,-0.939007,0.135086,-0.930664,-0.92685,21.991118,0.145313,0.191533,0.046878,0.00046878,-0.012294,0.034946,0.00034946,-0.92875
25,44713.67454,6.242037,58920724,-0.962286,0.094731,-0.932096,-0.927869,21.991413,0.142912,0.152643,0.045776,0.00045776,-0.011835,0.033573,0.00033573,-0.929763
26,44713.67455,6.492037,58920724,-0.971579,0.114149,-0.931473,-0.927113,21.991118,0.143954,0.141892,0.045347,0.00045347,-0.012202,0.033419,0.00033419,-0.929509
27,44713.67455,6.742037,58920724,-0.959318,0.129917,-0.93071,-0.927474,21.991413,0.145243,0.218485,0.047544,0.00047544,-0.011927,0.035617,0.00035617,-0.92836
28,44713.67455,6.992037,58920725,-0.974396,0.104551,-0.931594,-0.927869,21.991045,0.143815,0.153426,0.045662,0.00045662,-0.012202,0.033547,0.00033547,-0.929459
29,44713.67455,7.242037,58920725,-0.996586,0.104261,-0.931733,-0.926948,21.991487,0.143535,0.124425,0.044917,0.00044917,-0.011835,0.032806,0.00032806,-0.929865
30,44713.67456,7.492037,58920725,-0.961049,0.134546,-0.930537,-0.926883,21.991192,0.145699,0.196402,0.046995,0.00046995,-0.012202,0.034732,0.00034732,-0.928587
31,44713.67456,7.742037,58920725,-0.955917,0.115737,-0.931371,-0.927146,21.991413,0.144193,0.176715,0.046218,0.00046218,-0.012202,0.034093,0.00034093,-0.929131
32,44713.67456,7.992037,58920726,-0.95031,0.122767,-0.931042,-0.927178,21.991118,0.144783,0.181818,0.04684,0.0004684,-0.011927,0.034912,0.00034912,-0.928841
33,44713.67457,8.242037,58920726,-0.965266,0.091689,-0.93219,-0.92777,21.991413,0.142748,0.140241,0.04537,0.0004537,-0.012202,0.033104,0.00033104,-0.930026
34,44713.67457,8.492037,58920726,-0.983346,0.088859,-0.932335,-0.927507,21.991045,0.14255,0.131974,0.044893,0.00044893,-0.012202,0.03269,0.0003269,-0.930254
35,44713.67457,8.742037,58920726,-0.973268,0.08693,-0.932305,-0.927704,21.991413,0.142544,0.155697,0.045308,0.00045308,-0.011927,0.033381,0.00033381,-0.930096
36,44713.67458,8.992037,58920727,-1.000846,0.08665,-0.93219,-0.927277,21.991045,0.142676,0.094209,0.043711,0.00043711,-0.012019,0.031912,0.00031912,-0.930407
37,44713.67458,9.242037,58920727,-0.986881,0.112142,-0.931367,-0.927113,21.991413,0.144134,0.140665,0.045606,0.00045606,-0.012111,0.033674,0.00033674,-0.929559
38,44713.67458,9.492037,58920727,-0.977833,0.12441,-0.931,-0.926981,21.991192,0.144812,0.147689,0.045529,0.00045529,-0.011927,0.033694,0.00033694,-0.929297
39,44713.67458,9.742037,58920727,-0.966116,0.109744,-0.931814,-0.927606,21.991413,0.143386,0.138795,0.045247,0.00045247,-0.012111,0.03332,0.0003332,-0.929849
40,44713.67459,9.992037,58920728,-0.976205,0.107744,-0.931559,-0.927474,21.991118,0.143865,0.1226,0.044832,0.00044832,-0.011835,0.032996,0.00032996,-0.929649
41,44713.67459,10.242037,58920728,-0.958835,0.133755,-0.930537,-0.92662,21.991487,0.145585,0.17986,0.046831,0.00046831,-0.012202,0.034629,0.00034629,-0.928702
42,44713.67459,10.492037,58920728,-0.943253,0.158683,-0.929596,-0.926324,21.991192,0.147192,0.20136,0.047356,0.00047356,-0.012111,0.035062,0.00035062,-0.927978
43,44713.6746,10.742037,58920728,-0.964276,0.115341,-0.931502,-0.927441,21.991487,0.143875,0.16017,0.04603,0.0004603,-0.012202,0.033828,0.00033828,-0.929263
44,44713.6746,10.992037,58920729,-0.968786,0.110253,-0.931396,-0.927113,21.991118,0.14416,0.15098,0.045609,0.00045609,-0.011835,0.033774,0.00033774,-0.929557
45,44713.6746,11.242037,58920729,-0.953918,0.132253,-0.93083,-0.926357,21.991487,0.145115,0.137881,0.045396,0.00045396,-0.012111,0.033469,0.00033469,-0.929245
46,44713.6746,11.492037,58920729,-0.953937,0.102739,-0.93193,-0.927639,21.991118,0.143275,0.198397,0.04678,0.0004678,-0.012019,0.034578,0.00034578,-0.929293
47,44713.67461,11.742037,58920729,-0.95891,0.144578,-0.930281,-0.926718,21.991487,0.145993,0.184841,0.046882,0.00046882,-0.012111,0.034955,0.00034955,-0.928296
48,44713.67461,11.992037,58920730,-0.967347,0.120342,-0.93116,-0.926916,21.991045,0.144485,0.142182,0.045591,0.00045591,-0.011927,0.03348,0.0003348,-0.929287
49,44713.67461,12.242037,58920730,-0.935741,0.135342,-0.930619,-0.927376,21.991413,0.145481,0.222653,0.047655,0.00047655,-0.012202,0.035452,0.00035452,-0.928125
50,44713.67462,12.492037,58920730,-0.957284,0.110697,-0.93156,-0.927047,21.991118,0.143984,0.167605,0.045811,0.00045811,-0.011927,0.033788,0.00033788,-0.929483
51,44713.67462,12.742037,58920730,-0.963361,0.108148,-0.931848,-0.927704,21.991413,0.14341,0.165236,0.045889,0.00045889,-0.012111,0.033779,0.00033779,-0.929646
52,44713.67462,12.992037,58920731,-0.962336,0.098907,-0.932077,-0.927902,21.991045,0.143006,0.164421,0.045813,0.00045813,-0.011927,0.033703,0.00033703,-0.929688
53,44713.67462,13.242037,58920731,-0.958425,0.125771,-0.930972,-0.927639,21.991413,0.144936,0.191858,0.047212,0.00047212,-0.012202,0.035037,0.00035037,-0.928416
54,44713.67463,13.492037,58920731,-0.966618,0.126947,-0.931096,-0.926751,21.991192,0.144618,0.158177,0.045945,0.00045945,-0.012019,0.033743,0.00033743,-0.929123
55,44713.67463,13.742037,58920731,-0.963836,0.1148,-0.931399,-0.927737,21.99134,0.144213,0.165742,0.046283,0.00046283,-0.012111,0.034336,0.00034336,-0.928971
56,44713.67463,13.992037,58920732,-0.955905,0.129189,-0.930893,-0.926784,21.991192,0.144905,0.187016,0.046625,0.00046625,-0.012111,0.034582,0.00034582,-0.928846
57,44713.67464,14.242037,58920732,-0.943231,0.097017,-0.932143,-0.927606,21.991266,0.142883,0.185594,0.04617,0.0004617,-0.012019,0.034335,0.00034335,-0.929727
58,44713.67464,14.492037,58920732,-0.959256,0.12174,-0.931341,-0.927047,21.991118,0.144255,0.181191,0.046226,0.00046226,-0.012111,0.034116,0.00034116,-0.929263
59,44713.67464,14.742037,58920732,-0.960418,0.095261,-0.932138,-0.927967,21.99134,0.142853,0.16311,0.045743,0.00045743,-0.012111,0.03354,0.0003354,-0.929617
60,44713.67464,14.992037,58920733,-0.983492,0.123394,-0.931134,-0.92662,21.991266,0.144622,0.12505,0.045269,0.00045269,-0.012019,0.033342,0.00033342,-0.929377
61,44713.67465,15.242037,58920733,-0.970777,0.099687,-0.932025,-0.927047,21.99134,0.142959,0.111271,0.044185,0.00044185,-0.011927,0.032166,0.00032166,-0.930554
62,44713.67465,15.492037,58920733,-0.949218,0.0927,-0.93228,-0.928329,21.991045,0.142761,0.191154,0.047086,0.00047086,-0.012019,0.034883,0.00034883,-0.928879
63,44713.67465,15.742037,58920733,-0.963427,0.120862,-0.931376,-0.927606,21.991413,0.144218,0.135754,0.045057,0.00045057,-0.011835,0.033076,0.00033076,-0.929378
64,44713.67466,15.992037,58920734,-0.968269,0.093673,-0.932078,-0.927441,21.991118,0.142909,0.139913,0.04527,0.0004527,-0.012111,0.033209,0.00033209,-0.92976
65,44713.67466,16.242037,58920734,-0.958065,0.129879,-0.930657,-0.926225,21.99134,0.145471,0.151611,0.045885,0.00045885,-0.011927,0.033847,0.00033847,-0.928997
66,44713.67466,16.492037,58920734,-0.922828,0.128943,-0.930819,-0.926357,21.991266,0.145205,0.199959,0.047129,0.00047129,-0.012202,0.03511,0.0003511,-0.92864
67,44713.67466,16.742037,58920734,-0.915391,0.100265,-0.931926,-0.926981,21.991413,0.14322,0.167435,0.04568,0.0004568,-0.012111,0.03357,0.0003357,-0.929825
68,44713.67467,16.992037,58920735,-0.936321,0.076054,-0.932867,-0.928066,21.991118,0.141603,0.132106,0.044547,0.00044547,-0.012019,0.032711,0.00032711,-0.930796
69,44713.67467,17.242037,58920735,-0.938399,0.096891,-0.931779,-0.927409,21.991192,0.14359,0.182714,0.046598,0.00046598,-0.012111,0.034488,0.00034488,-0.929218
70,44713.67467,17.492037,58920735,-0.942196,0.122385,-0.930915,-0.926653,21.991266,0.145005,0.154962,0.046028,0.00046028,-0.012111,0.034101,0.00034101,-0.92907
71,44713.67468,17.742037,58920735,-0.940955,0.146172,-0.930247,-0.926291,21.99134,0.146182,0.172942,0.046721,0.00046721,-0.012111,0.03461,0.0003461,-0.928358
72,44713.67468,17.992037,58920736,-0.946897,0.095782,-0.931972,-0.927737,21.991118,0.143149,0.149932,0.045444,0.00045444,-0.011927,0.033609,0.00033609,-0.929673
73,44713.67468,18.242037,58920736,-0.93271,0.134975,-0.93052,-0.92708,21.991266,0.145638,0.208263,0.047702,0.00047702,-0.012111,0.035591,0.00035591,-0.928072
74,44713.67469,18.492037,58920736,-0.932368,0.146448,-0.930219,-0.926422,21.99134,0.146179,0.17814,0.046929,0.00046929,-0.012019,0.03491,0.0003491,-0.92843
75,44713.67469,18.742037,58920736,-0.928989,0.100425,-0.93189,-0.927277,21.991266,0.143428,0.165113,0.046141,0.00046141,-0.012019,0.03403,0.0003403,-0.92932
76,44713.67469,18.992037,58920737,-0.953689,0.121841,-0.931135,-0.926981,21.991192,0.144619,0.164291,0.046013,0.00046013,-0.012019,0.033994,0.00033994,-0.929291
77,44713.67469,19.242037,58920737,-0.942186,0.122555,-0.931092,-0.927146,21.991266,0.144675,0.180039,0.046528,0.00046528,-0.012111,0.034417,0.00034417,-0.928819
78,44713.6747,19.492037,58920737,-0.93907,0.115328,-0.931487,-0.927211,21.991266,0.143948,0.155102,0.045945,0.00045945,-0.012019,0.034017,0.00034017,-0.929322
79,44713.6747,19.742037,58920737,-0.950225,0.10598,-0.931735,-0.927277,21.991192,0.143666,0.151285,0.045663,0.00045663,-0.012019,0.033644,0.00033644,-0.929476
80,44713.6747,19.992037,58920738,-0.950358,0.110585,-0.931663,-0.927507,21.991192,0.14375,0.155722,0.045689,0.00045689,-0.012019,0.0337,0.000337,-0.929481
81,44713.67471,20.242037,58920738,-0.958033,0.107992,-0.931434,-0.92708,21.99134,0.144116,0.155215,0.04571,0.0004571,-0.012019,0.033691,0.00033691,-0.92932
82,44713.67471,20.492037,58920738,-0.955444,0.110436,-0.931649,-0.927178,21.991192,0.143723,0.156819,0.045875,0.00045875,-0.012019,0.033764,0.00033764,-0.929366
83,44713.67471,20.742037,58920738,-0.954184,0.109761,-0.931513,-0.92731,21.991192,0.143977,0.153506,0.045786,0.00045786,-0.012019,0.033767,0.00033767,-0.929443
84,44713.67471,20.992037,58920739,-0.955673,0.110528,-0.93163,-0.927244,21.991266,0.143723,0.158471,0.045695,0.00045695,-0.012019,0.033639,0.00033639,-0.929523
85,44713.67472,21.242037,58920739,-0.947318,0.105921,-0.93171,-0.92731,21.991192,0.143663,0.148853,0.045639,0.00045639,-0.011927,0.033678,0.00033678,-0.929496
86,44713.67472,21.492037,58920739,-0.936681,0.106458,-0.931635,-0.927113,21.991192,0.143794,0.162408,0.045751,0.00045751,-0.011927,0.033824,0.00033824,-0.929523
87,44713.67472,21.742037,58920739,-0.943277,0.109444,-0.931664,-0.927672,21.991192,0.143781,0.162985,0.045928,0.00045928,-0.011927,0.034001,0.00034001,-0.92954
88,44713.67473,21.992037,58920740,-0.960107,0.100347,-0.931713,-0.927639,21.991192,0.143682,0.154578,0.045788,0.00045788,-0.012019,0.033787,0.00033787,-0.929481
89,44713.67473,22.242037,58920740,-0.962968,0.108376,-0.931554,-0.927474,21.991192,0.143847,0.144003,0.045575,0.00045575,-0.012019,0.033556,0.00033556,-0.929581
90,44713.67473,22.492037,58920740,-0.948086,0.116981,-0.931345,-0.927441,21.991266,0.144208,0.166743,0.046246,0.00046246,-0.012019,0.034283,0.00034283,-0.929072
91,44713.67473,22.742037,58920740,-0.953021,0.112951,-0.931589,-0.92708,21.991192,0.143945,0.154236,0.045744,0.00045744,-0.012019,0.033725,0.00033725,-0.929472
92,44713.67474,22.992037,58920741,-0.946378,0.110281,-0.931634,-0.927277,21.99134,0.143807,0.157359,0.045878,0.00045878,-0.012019,0.033958,0.00033958,-0.929469
93,44713.67474,23.242037,58920741,-0.948557,0.109135,-0.931548,-0.92708,21.991192,0.143847,0.150204,0.045748,0.00045748,-0.011927,0.033785,0.00033785,-0.92946
94,44713.67474,23.492037,58920741,-0.947929,0.105982,-0.931629,-0.92731,21.99134,0.14383,0.15193,0.045982,0.00045982,-0.012019,0.033886,0.00033886,-0.929286
95,44713.67475,23.742037,58920741,-0.948397,0.106933,-0.931554,-0.927474,21.991192,0.143926,0.149183,0.045678,0.00045678,-0.012019,0.033659,0.00033659,-0.929433
96,44713.67475,23.992037,58920742,-0.952245,0.104815,-0.93172,-0.92754,21.99134,0.143678,0.151568,0.04559,0.0004559,-0.012019,0.033634,0.00033634,-0.929574
97,44713.67475,24.242037,58920742,-0.949375,0.113196,-0.931568,-0.927704,21.991192,0.143899,0.152461,0.045846,0.00045846,-0.012019,0.033827,0.00033827,-0.929391
98,44713.67475,24.492037,58920742,-0.96265,0.101353,-0.931834,-0.927014,21.99134,0.143381,0.143221,0.045699,0.00045699,-0.012019,0.033593,0.00033593,-0.929491
99,44713.67476,24.742037,58920742,-0.951374,0.11347,-0.931608,-0.927113,21.991192,0.143904,0.155065,0.045751,0.00045751,-0.011927,0.033824,0.00033824,-0.929362
100,44713.67476,24.992037,58920743,-0.951326,0.111984,-0.931587,-0.927441,21.99134,0.143883,0.157982,0.045589,0.00045589,-0.012019,0.033662,0.00033662,-0.929436
101,44713.67476,25.242037,58920743,-0.952186,0.108267,-0.931581,-0.927178,21.991192,0.143834,0.155799,0.045723,0.00045723,-0.011927,0.033726,0.00033726,-0.929527
102,44713.67477,25.492037,58920743,-0.956644,0.103503,-0.931664,-0.92754,21.991266,0.143645,0.152752,0.045633,0.00045633,-0.011927,0.033706,0.00033706,-0.929541
103,44713.67477,25.742037,58920743,-0.953639,0.107565,-0.931819,-0.927737,21.991192,0.143531,0.16029,0.045721,0.00045721,-0.012019,0.033794,0.00033794,-0.929604
104,44713.67477,25.992037,58920744,-0.968118,0.098942,-0.931949,-0.927441,21.991192,0.143335,0.137716,0.045094,0.00045094,-0.011927,0.033166,0.00033166,-0.929955
105,44713.67477,26.242037,58920744,-0.966682,0.107764,-0.93175,-0.927343,21.991192,0.14357,0.147253,0.045646,0.00045646,-0.011927,0.033719,0.00033719,-0.929634
106,44713.67478,26.492037,58920744,-0.947759,0.108136,-0.93169,-0.927211,21.991192,0.143781,0.168329,0.046344,0.00046344,-0.011927,0.034325,0.00034325,-0.929307
107,44713.67478,26.742037,58920744,-0.942593,0.102131,-0.931872,-0.92731,21.991192,0.143413,0.144175,0.045582,0.00045582,-0.011927,0.033655,0.00033655,-0.929576
108,44713.67478,26.992037,58920745,-0.946724,0.109537,-0.931677,-0.927474,21.991192,0.143838,0.148842,0.045549,0.00045549,-0.011927,0.033622,0.00033622,-0.929629
109,44713.67479,27.242037,58920745,-0.934655,0.105457,-0.93174,-0.927441,21.991192,0.143696,0.154645,0.045621,0.00045621,-0.011927,0.033769,0.00033769,-0.929549
110,44713.67479,27.492037,58920745,-0.944922,0.106566,-0.93158,-0.927178,21.991192,0.143844,0.153444,0.045817,0.00045817,-0.011927,0.033876,0.00033876,-0.929129
111,44713.67479,27.742037,58920745,-0.941532,0.106685,-0.931693,-0.927376,21.991118,0.143744,0.148549,0.045759,0.00045759,-0.011927,0.033825,0.00033825,-0.929457
112,44713.6748,27.992037,58920746,-0.944382,0.111168,-0.93161,-0.927441,21.991266,0.14397,0.15462,0.045708,0.00045708,-0.012019,0.033713,0.00033713,-0.929472
113,44713.6748,28.242037,58920746,-0.927448,0.098262,-0.931911,-0.927606,21.991192,0.143363,0.14679,0.04549,0.0004549,-0.011927,0.033562,0.00033562,-0.929641
114,44713.6748,28.492037,58920746,-0.929629,0.101396,-0.931783,-0.926916,21.991266,0.143509,0.148029,0.045519,0.00045519,-0.011927,0.033583,0.00033583,-0.929627
115,44713.6748,28.742037,58920746,-0.940779,0.106071,-0.931739,-0.927507,21.991192,0.143693,0.145106,0.045647,0.00045647,-0.011927,0.033628,0.00033628,-0.929494
116,44713.67481,28.992037,58920747,-0.950559,0.102285,-0.931781,-0.927376,21.991266,0.143541,0.148265,0.045473,0.00045473,-0.011835,0.033546,0.00033546,-0.929719
117,44713.67481,29.242037,58920747,-0.947289,0.108843,-0.931665,-0.927376,21.991118,0.143666,0.15404,0.045696,0.00045696,-0.011927,0.033769,0.00033769,-0.929538
118,44713.67481,29.492037,58920747,-0.95206,0.113463,-0.931412,-0.92731,21.99134,0.144114,0.152331,0.045915,0.00045915,-0.011927,0.034038,0.00034038,-0.929308
119,44713.67482,29.742037,58920747,-0.946995,0.116932,-0.931432,-0.927277,21.991192,0.14418,0.161035,0.045815,0.00045815,-0.011927,0.033888,0.00033888,-0.929413
120,44713.67482,29.992037,58920748,-0.93995,0.113088,-0.931581,-0.927441,21.991266,0.143908,0.153841,0.045799,0.00045799,-0.011927,0.033822,0.00033822,-0.929395
121,44713.67482,30.242037,58920748,-0.936576,0.117762,-0.931341,-0.927113,21.991192,0.144309,0.165679,0.045974,0.00045974,-0.012019,0.033958,0.00033958,-0.929364
122,44713.67482,30.492037,58920748,-0.939102,0.117655,-0.931306,-0.926948,21.991266,0.144331,0.160907,0.046012,0.00046012,-0.011927,0.033995,0.00033995,-0.92918
123,44713.67483,30.742037,58920748,-0.933581,0.102,-0.931769,-0.927376,21.991118,0.143575,0.139877,0.045405,0.00045405,-0.011927,0.033555,0.00033555,-0.929646
124,44713.67483,30.992037,58920749,-0.938116,0.113578,-0.931363,-0.926817,21.991266,0.144219,0.162004,0.046018,0.00046018,-0.012019,0.034091,0.00034091,-0.929173
125,44713.67483,31.242037,58920749,-0.953334,0.113802,-0.931329,-0.926784,21.991118,0.144351,0.160339,0.045955,0.00045955,-0.011927,0.034027,0.00034027,-0.929239
126,44713.67484,31.492037,58920749,-0.93754,0.123204,-0.931003,-0.926883,21.991266,0.144843,0.16993,0.046356,0.00046356,-0.011927,0.034398,0.00034398,-0.928887
127,44713.67484,31.742037,58920749,-0.92238,0.127549,-0.930967,-0.926718,21.991192,0.145035,0.173651,0.046422,0.00046422,-0.011927,0.034514,0.00034514,-0.928988
128,44713.67484,31.992037,58920750,-0.923061,0.121053,-0.9312,-0.926817,21.991266,0.144588,0.160974,0.045976,0.00045976,-0.011927,0.034023,0.00034023,-0.9293
129,44713.67484,32.242037,58920750,-0.937741,0.120738,-0.931209,-0.926718,21.991118,0.144638,0.171988,0.046248,0.00046248,-0.011927,0.034263,0.00034263,-0.929151
130,44713.67485,32.492037,58920750,-0.942179,0.119919,-0.931312,-0.927047,21.991266,0.144343,0.150072,0.045584,0.00045584,-0.011927,0.033749,0.00033749,-0.929185
131,44713.67485,32.742037,58920750,-0.936932,0.109485,-0.931455,-0.927376,21.991118,0.144099,0.162951,0.046089,0.00046089,-0.011927,0.034163,0.00034163,-0.929307
132,44713.67485,32.992037,58920751,-0.943293,0.113529,-0.931372,-0.92708,21.991266,0.144257,0.159979,0.046,0.00046,-0.012019,0.033889,0.00033889,-0.929284
133,44713.67486,33.242037,58920751,-0.929651,0.124299,-0.93113,-0.927244,21.991118,0.144705,0.175088,0.046291,0.00046291,-0.011927,0.034272,0.00034272,-0.92899
134,44713.67486,33.492037,58920751,-0.918986,0.108819,-0.931484,-0.926948,21.991266,0.144127,0.170445,0.046527,0.00046527,-0.012019,0.034417,0.00034417,-0.929163
135,44713.67486,33.742037,58920751,-0.931747,0.120336,-0.931003,-0.926751,21.991045,0.144871,0.167099,0.046289,0.00046289,-0.012019,0.034181,0.00034181,-0.929144
136,44713.67486,33.992037,58920752,-0.934024,0.130217,-0.930777,-0.926554,21.99134,0.145179,0.185571,0.04674,0.0004674,-0.012019,0.034813,0.00034813,-0.928779
137,44713.67487,34.242037,58920752,-0.916494,0.12736,-0.930776,-0.926685,21.991192,0.145277,0.187725,0.046908,0.00046908,-0.012111,0.034849,0.00034849,-0.928648
138,44713.67487,34.492037,58920752,-0.913766,0.130712,-0.930401,-0.926784,21.99134,0.145787,0.193249,0.047142,0.00047142,-0.012111,0.035031,0.00035031,-0.928379
139,44713.67487,34.742037,58920752,-0.90704,0.139816,-0.930238,-0.926455,21.991118,0.14607,0.183447,0.046943,0.00046943,-0.011927,0.035016,0.00035016,-0.928425
140,44713.67488,34.992037,58920753,-0.903072,0.149416,-0.930069,-0.926422,21.991413,0.146354,0.206213,0.047541,0.00047541,-0.012111,0.035481,0.00035481,-0.928205
141,44713.67488,35.242037,58920753,-0.901422,0.144545,-0.930095,-0.926291,21.99134,0.146331,0.210775,0.047507,0.00047507,-0.012019,0.035517,0.00035517,-0.928229
142,44713.67488,35.492037,58920753,-0.900866,0.141194,-0.930071,-0.926192,21.99134,0.14632,0.198705,0.047364,0.00047364,-0.011927,0.035413,0.00035413,-0.928329
143,44713.67488,35.742037,58920753,-0.910716,0.138466,-0.930202,-0.926258,21.991192,0.146166,0.201137,0.047699,0.00047699,-0.012111,0.035502,0.00035502,-0.928257
144,44713.67489,35.992037,58920754,-0.909301,0.148537,-0.929891,-0.926028,21.991266,0.146683,0.201201,0.047428,0.00047428,-0.012019,0.035501,0.00035501,-0.928059
145,44713.67489,36.242037,58920754,-0.89808,0.156719,-0.929677,-0.926061,21.991192,0.147029,0.209538,0.047833,0.00047833,-0.012111,0.035814,0.00035814,-0.927853
146,44713.67489,36.492037,58920754,-0.882038,0.154948,-0.929387,-0.925798,21.99134,0.147442,0.215721,0.048193,0.00048193,-0.012111,0.036174,0.00036174,-0.927748
147,44713.6749,36.742037,58920754,-0.865899,0.171949,-0.928973,-0.925404,21.991192,0.148256,0.253064,0.049039,0.00049039,-0.012202,0.036889,0.00036889,-0.92712
148,44713.6749,36.992037,58920755,-0.864458,0.174597,-0.928805,-0.925404,21.991487,0.1485,0.240234,0.048734,0.00048734,-0.012202,0.036623,0.00036623,-0.927379
149,44713.6749,37.242037,58920755,-0.875318,0.176894,-0.928773,-0.925601,21.99134,0.148532,0.25158,0.049019,0.00049019,-0.012111,0.036908,0.00036908,-0.92717
150,44713.67491,37.492037,58920755,-0.86571,0.179358,-0.928506,-0.925272,21.991413,0.149061,0.251457,0.049302,0.00049302,-0.012019,0.0371,0.000371,-0.926947
151,44713.67491,37.742037,58920755,-0.861854,0.185039,-0.928418,-0.925206,21.99134,0.149027,0.259495,0.049611,0.00049611,-0.012202,0.037458,0.00037458,-0.926673
152,44713.67491,37.992037,58920756,-0.855915,0.185196,-0.928469,-0.925042,21.991487,0.149065,0.259106,0.049557,0.00049557,-0.012019,0.037454,0.00037454,-0.926852
153,44713.67491,38.242037,58920756,-0.856182,0.18473,-0.928424,-0.925173,21.991266,0.149203,0.258837,0.049579,0.00049579,-0.012202,0.037351,0.00037351,-0.926975
