Index,Date,Time,Counter,FbLoad,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Gemidd
0,44714.40247,0,58983617,0.104858,-0.313498,-0.895743,-0.896544,22.180992,0.210656,-0.442165,0.093765,0.00093765,-0.248177,-0.154595,-0.896143
1,44714.40247,0.178701,58983617,0.091996,-0.322493,-0.897875,-0.897563,22.181066,0.207204,-0.449386,0.091834,0.00091834,-0.248177,-0.156526,-0.897386
2,44714.40247,0.428701,58983617,0.064986,-0.324205,-0.897884,-0.897563,22.180992,0.207334,-0.461385,0.090578,0.00090578,-0.24836,-0.157657,-0.897991
3,44714.40247,0.678701,58983617,0.08173,-0.304795,-0.894885,-0.895689,22.181066,0.21203,-0.434993,0.093199,0.00093199,-0.248177,-0.155161,-0.895942
4,44714.40248,0.928701,58983617,0.105267,-0.272497,-0.891354,-0.893717,22.181066,0.217557,-0.398456,0.097291,0.00097291,-0.248269,-0.150886,-0.893106
5,44714.40248,1.178701,58983618,0.136445,-0.231172,-0.888623,-0.891613,22.18114,0.222541,-0.34817,0.100844,0.00100844,-0.248177,-0.147517,-0.890435
6,44714.40248,1.428701,58983618,0.163812,-0.211753,-0.887253,-0.8902,22.181066,0.225289,-0.307411,0.103692,0.00103692,-0.24836,-0.144577,-0.888797
7,44714.40249,1.678701,58983618,0.172087,-0.221929,-0.887525,-0.890792,22.18114,0.224697,-0.300238,0.10389,0.0010389,-0.248269,-0.144348,-0.888761
8,44714.40249,1.928701,58983618,0.16897,-0.255315,-0.889461,-0.892567,22.180992,0.220973,-0.340973,0.101876,0.00101876,-0.248269,-0.146209,-0.890535
9,44714.40249,2.178701,58983619,0.132399,-0.289731,-0.892919,-0.8949,22.180992,0.215208,-0.39737,0.098015,0.00098015,-0.248177,-0.150345,-0.893242
10,44714.40249,2.428701,58983619,0.094977,-0.311076,-0.896403,-0.896872,22.180992,0.209519,-0.434578,0.094013,0.00094013,-0.248269,-0.154072,-0.896112
11,44714.4025,2.678701,58983619,0.070831,-0.327863,-0.898101,-0.897859,22.181066,0.206855,-0.459548,0.091066,0.00091066,-0.248269,-0.157306,-0.897874
12,44714.4025,2.928701,58983619,0.068916,-0.317775,-0.8969,-0.896938,22.181066,0.208752,-0.459881,0.091336,0.00091336,-0.248269,-0.156932,-0.897346
13,44714.4025,3.178701,58983620,0.071468,-0.292652,-0.893402,-0.894867,22.181066,0.214406,-0.425588,0.094774,0.00094774,-0.248177,-0.153494,-0.894771
14,44714.40251,3.428701,58983620,0.103228,-0.253063,-0.890006,-0.892599,22.181066,0.219916,-0.373411,0.098918,0.00098918,-0.248269,-0.149259,-0.891824
15,44714.40251,3.678701,58983620,0.14741,-0.218084,-0.887801,-0.89066,22.18114,0.224254,-0.324802,0.102304,0.00102304,-0.248269,-0.146057,-0.889559
16,44714.40251,3.928701,58983620,0.176513,-0.220224,-0.88776,-0.890923,22.181066,0.224306,-0.308457,0.103308,0.00103308,-0.24836,-0.145053,-0.889168
17,44714.40251,4.178701,58983621,0.171975,-0.251035,-0.889157,-0.892336,22.18114,0.221562,-0.335017,0.102146,0.00102146,-0.24836,-0.146398,-0.890402
18,44714.40252,4.428701,58983621,0.146797,-0.287018,-0.892313,-0.894539,22.18114,0.216178,-0.38388,0.098751,0.00098751,-0.248177,-0.149334,-0.892858
19,44714.40252,4.678701,58983621,0.112346,-0.310919,-0.89575,-0.896544,22.181066,0.210682,-0.42717,0.094499,0.00094499,-0.248269,-0.15377,-0.895579
20,44714.40252,4.928701,58983621,0.086571,-0.327714,-0.897991,-0.897694,22.180992,0.207146,-0.455997,0.091548,0.00091548,-0.24836,-0.156904,-0.897643
21,44714.40253,5.178701,58983622,0.085678,-0.321015,-0.897281,-0.896971,22.181066,0.208292,-0.458282,0.091088,0.00091088,-0.248177,-0.157088,-0.897451
22,44714.40253,5.428701,58983622,0.082154,-0.292551,-0.894186,-0.895295,22.181066,0.21323,-0.432353,0.093748,0.00093748,-0.248269,-0.154612,-0.895308
23,44714.40253,5.678701,58983622,0.102688,-0.260507,-0.890728,-0.893158,22.181213,0.218851,-0.390557,0.097724,0.00097724,-0.248269,-0.150453,-0.892684
24,44714.40254,5.928701,58983622,0.139299,-0.226898,-0.888256,-0.891153,22.181066,0.223328,-0.337216,0.10153,0.0010153,-0.248177,-0.146922,-0.890244
25,44714.40254,6.178701,58983623,0.156733,-0.225733,-0.887578,-0.890463,22.18114,0.224659,-0.313278,0.103391,0.00103391,-0.24836,-0.144877,-0.889001
26,44714.40254,6.428701,58983623,0.164462,-0.245308,-0.888842,-0.892205,22.180992,0.222187,-0.331998,0.102618,0.00102618,-0.248269,-0.145834,-0.889901
27,44714.40254,6.678701,58983623,0.135755,-0.278594,-0.891816,-0.894374,22.181066,0.216987,-0.370292,0.099276,0.00099276,-0.248269,-0.148809,-0.892291
28,44714.40255,6.928701,58983623,0.10872,-0.312076,-0.89525,-0.896314,22.180992,0.211492,-0.42635,0.095391,0.00095391,-0.248177,-0.152969,-0.89514
29,44714.40255,7.178701,58983624,0.075162,-0.325737,-0.897761,-0.897366,22.180992,0.207453,-0.455973,0.091615,0.00091615,-0.248177,-0.156649,-0.897414
30,44714.40255,7.428701,58983624,0.06931,-0.321792,-0.897515,-0.897366,22.181066,0.207944,-0.464851,0.091364,0.00091364,-0.24836,-0.15694,-0.897489
31,44714.40256,7.678701,58983624,0.079069,-0.301595,-0.895165,-0.895755,22.181066,0.211665,-0.436024,0.093514,0.00093514,-0.248085,-0.154847,-0.895819
32,44714.40256,7.928701,58983624,0.100681,-0.278467,-0.892165,-0.89421,22.180992,0.21634,-0.395829,0.096745,0.00096745,-0.248269,-0.15134,-0.8934
33,44714.40256,8.178701,58983625,0.115901,-0.253395,-0.889753,-0.892468,22.181066,0.220421,-0.367483,0.099964,0.00099964,-0.248177,-0.148396,-0.89126
34,44714.40256,8.428701,58983625,0.15286,-0.234146,-0.888501,-0.891416,22.180992,0.222891,-0.33129,0.101928,0.00101928,-0.248452,-0.146271,-0.889957
35,44714.40257,8.678701,58983625,0.164783,-0.232631,-0.888488,-0.891317,22.18114,0.22283,-0.324835,0.102321,0.00102321,-0.248177,-0.145988,-0.889952
36,44714.40257,8.928701,58983625,0.145368,-0.262326,-0.890178,-0.893191,22.180992,0.219762,-0.359208,0.100509,0.00100509,-0.248269,-0.147668,-0.891405
37,44714.40257,9.178701,58983626,0.114403,-0.294405,-0.893265,-0.89513,22.181066,0.214706,-0.402992,0.097267,0.00097267,-0.248085,-0.151093,-0.893757
38,44714.40258,9.428701,58983626,0.091449,-0.316012,-0.896301,-0.896774,22.180992,0.209916,-0.439914,0.093632,0.00093632,-0.24836,-0.154453,-0.896218
39,44714.40258,9.678701,58983626,0.071553,-0.326362,-0.898057,-0.897497,22.180992,0.207095,-0.459625,0.091118,0.00091118,-0.248177,-0.157059,-0.897741
40,44714.40258,9.928701,58983626,0.062227,-0.324845,-0.897153,-0.896938,22.181066,0.208474,-0.459259,0.091561,0.00091561,-0.248452,-0.156683,-0.897245
41,44714.40258,10.178701,58983627,0.067596,-0.305245,-0.894595,-0.895558,22.181066,0.212467,-0.437493,0.094153,0.00094153,-0.248177,-0.154207,-0.895255
42,44714.40259,10.428701,58983627,0.090052,-0.279632,-0.891703,-0.89375,22.181066,0.217142,-0.4035,0.097166,0.00097166,-0.248452,-0.150919,-0.89305
43,44714.40259,10.678701,58983627,0.121265,-0.254208,-0.889372,-0.892073,22.181066,0.221103,-0.36617,0.100308,0.00100308,-0.248177,-0.148144,-0.891009
44,44714.40259,10.928701,58983627,0.145229,-0.231674,-0.888126,-0.891186,22.181066,0.223598,-0.328791,0.102483,0.00102483,-0.248452,-0.145952,-0.889734
45,44714.4026,11.178701,58983628,0.157449,-0.238411,-0.888508,-0.891778,22.181066,0.222836,-0.332041,0.102501,0.00102501,-0.248452,-0.145849,-0.889918
46,44714.4026,11.428701,58983628,0.148924,-0.264453,-0.890326,-0.893257,22.181066,0.219406,-0.364568,0.100412,0.00100412,-0.248085,-0.147673,-0.891482
47,44714.4026,11.678701,58983628,0.126507,-0.296719,-0.893379,-0.895065,22.181066,0.214583,-0.406332,0.096994,0.00096994,-0.248452,-0.151355,-0.893836
48,44714.4026,11.928701,58983628,0.102349,-0.318063,-0.896292,-0.896971,22.180918,0.209816,-0.441634,0.093797,0.00093797,-0.24836,-0.154563,-0.896192
49,44714.40261,12.178701,58983629,0.076889,-0.332899,-0.898301,-0.897793,22.181066,0.206739,-0.464864,0.090908,0.00090908,-0.247993,-0.157137,-0.897948
50,44714.40261,12.428701,58983629,0.079073,-0.327588,-0.898228,-0.89776,22.180992,0.206835,-0.464936,0.090561,0.00090561,-0.24836,-0.157753,-0.897994
51,44714.40261,12.678701,58983629,0.059263,-0.32303,-0.897987,-0.897563,22.181066,0.207293,-0.462553,0.09092,0.0009092,-0.24836,-0.157339,-0.897705
52,44714.40262,12.928701,58983629,0.045113,-0.32177,-0.897791,-0.897431,22.181066,0.207406,-0.461789,0.091253,0.00091253,-0.247993,-0.15674,-0.897571
53,44714.40262,13.178701,58983630,0.06102,-0.323913,-0.897684,-0.897333,22.180992,0.207643,-0.464081,0.091245,0.00091245,-0.248452,-0.157207,-0.897637
54,44714.40262,13.428701,58983630,0.0534,-0.320267,-0.897585,-0.897431,22.181066,0.207726,-0.454504,0.091312,0.00091312,-0.248085,-0.156773,-0.89756
55,44714.40262,13.678701,58983630,0.056655,-0.32113,-0.897541,-0.897168,22.181066,0.208001,-0.446606,0.091494,0.00091494,-0.248452,-0.156949,-0.897444
56,44714.40263,13.928701,58983630,0.068646,-0.31663,-0.897514,-0.897135,22.180992,0.208049,-0.454309,0.091512,0.00091512,-0.247993,-0.156575,-0.897491
57,44714.40263,14.178701,58983631,0.067966,-0.32107,-0.897483,-0.897398,22.181066,0.207994,-0.454768,0.091553,0.00091553,-0.248452,-0.156898,-0.897396
58,44714.40263,14.428701,58983631,0.068681,-0.319016,-0.897487,-0.897135,22.181066,0.208031,-0.452868,0.091482,0.00091482,-0.247993,-0.156511,-0.897366
59,44714.40264,14.678701,58983631,0.067192,-0.320968,-0.897504,-0.8973,22.181066,0.208054,-0.453027,0.091635,0.00091635,-0.248452,-0.156775,-0.897341
60,44714.40264,14.928701,58983631,0.063294,-0.316078,-0.897483,-0.897398,22.180992,0.208017,-0.448727,0.091508,0.00091508,-0.248085,-0.156485,-0.897346
61,44714.40264,15.178701,58983632,0.058822,-0.326454,-0.897523,-0.897103,22.180992,0.208011,-0.454915,0.091524,0.00091524,-0.248452,-0.156928,-0.897438
62,44714.40265,15.428701,58983632,0.069368,-0.321036,-0.897562,-0.897333,22.181066,0.207945,-0.453054,0.091561,0.00091561,-0.247993,-0.15649,-0.897431
63,44714.40265,15.678701,58983632,0.069992,-0.317117,-0.897557,-0.897267,22.180992,0.207918,-0.451183,0.091515,0.00091515,-0.248452,-0.15687,-0.897376
64,44714.40265,15.928701,58983632,0.069712,-0.317743,-0.897578,-0.897431,22.180992,0.207836,-0.452063,0.091575,0.00091575,-0.247993,-0.156326,-0.897278
65,44714.40265,16.178701,58983633,0.076153,-0.323346,-0.897601,-0.89707,22.180992,0.207786,-0.454095,0.091431,0.00091431,-0.24836,-0.156874,-0.897443
66,44714.40266,16.428701,58983633,0.082466,-0.322555,-0.897577,-0.897201,22.181066,0.20787,-0.454473,0.091355,0.00091355,-0.247993,-0.156552,-0.897539
67,44714.40266,16.678701,58983633,0.073997,-0.320044,-0.897586,-0.897333,22.181066,0.207816,-0.453469,0.091597,0.00091597,-0.248452,-0.156846,-0.897366
68,44714.40266,16.928701,58983633,0.062542,-0.319384,-0.897596,-0.897464,22.180992,0.207797,-0.453309,0.091539,0.00091539,-0.247993,-0.156585,-0.897406
69,44714.40267,17.178701,58983634,0.05841,-0.324938,-0.897602,-0.897366,22.180992,0.207644,-0.450905,0.091416,0.00091416,-0.248452,-0.157036,-0.897573
70,44714.40267,17.428701,58983634,0.068071,-0.319269,-0.897628,-0.8973,22.180992,0.207669,-0.449211,0.091428,0.00091428,-0.248452,-0.157024,-0.897441
71,44714.40267,17.678701,58983634,0.073572,-0.319767,-0.897616,-0.897267,22.180992,0.20771,-0.449975,0.091367,0.00091367,-0.248085,-0.156718,-0.897452
72,44714.40267,17.928701,58983634,0.062314,-0.31924,-0.897612,-0.897267,22.181066,0.207777,-0.452546,0.091393,0.00091393,-0.248452,-0.157059,-0.897411
73,44714.40268,18.178701,58983635,0.067185,-0.321489,-0.897633,-0.897431,22.180992,0.207678,-0.452515,0.091388,0.00091388,-0.248452,-0.157063,-0.897512
74,44714.40268,18.428701,58983635,0.072368,-0.320064,-0.897629,-0.897497,22.180992,0.207672,-0.446035,0.091498,0.00091498,-0.248085,-0.156587,-0.897435
75,44714.40268,18.678701,58983635,0.078425,-0.319438,-0.897618,-0.897234,22.180992,0.20782,-0.45234,0.091387,0.00091387,-0.248452,-0.157071,-0.897517
76,44714.40269,18.928701,58983635,0.069574,-0.319767,-0.897609,-0.897201,22.181066,0.207764,-0.451591,0.091463,0.00091463,-0.24836,-0.156897,-0.897491
77,44714.40269,19.178701,58983636,0.063996,-0.322124,-0.897618,-0.897398,22.180992,0.207736,-0.452695,0.091439,0.00091439,-0.247993,-0.156555,-0.897477
78,44714.40269,19.428701,58983636,0.068257,-0.318618,-0.89743,-0.897135,22.180992,0.208054,-0.450914,0.091521,0.00091521,-0.24836,-0.156894,-0.897393
79,44714.40269,19.678701,58983636,0.06993,-0.315029,-0.897226,-0.896971,22.180918,0.208388,-0.447716,0.091829,0.00091829,-0.248085,-0.156286,-0.897289
80,44714.4027,19.928701,58983636,0.081477,-0.314706,-0.897102,-0.89707,22.181066,0.208656,-0.444805,0.091929,0.00091929,-0.248452,-0.156453,-0.897084
81,44714.4027,20.178701,58983637,0.085579,-0.316427,-0.897047,-0.897037,22.180992,0.20856,-0.447274,0.09203,0.0009203,-0.247993,-0.155997,-0.897086
82,44714.4027,20.428701,58983637,0.078913,-0.314114,-0.896991,-0.897103,22.181066,0.208615,-0.445986,0.091999,0.00091999,-0.248544,-0.156437,-0.897084
83,44714.40271,20.678701,58983637,0.067656,-0.315924,-0.897079,-0.897004,22.180992,0.208674,-0.445848,0.09205,0.0009205,-0.247993,-0.155943,-0.897049
84,44714.40271,20.928701,58983637,0.074573,-0.317195,-0.897175,-0.897103,22.181066,0.208471,-0.451592,0.091961,0.00091961,-0.248452,-0.156491,-0.897111
85,44714.40271,21.178701,58983638,0.077953,-0.319656,-0.897245,-0.897234,22.180918,0.208252,-0.448575,0.091814,0.00091814,-0.247993,-0.156216,-0.897214
86,44714.40271,21.428701,58983638,0.077765,-0.319763,-0.897318,-0.897103,22.181066,0.20819,-0.449757,0.091711,0.00091711,-0.248452,-0.156721,-0.897332
87,44714.40272,21.678701,58983638,0.085238,-0.314391,-0.897335,-0.8973,22.180992,0.208262,-0.453481,0.09169,0.0009169,-0.247993,-0.156364,-0.897253
88,44714.40272,21.928701,58983638,0.08928,-0.31377,-0.897366,-0.897366,22.18114,0.208123,-0.452902,0.091684,0.00091684,-0.248452,-0.156717,-0.897329
89,44714.40272,22.178701,58983639,0.08446,-0.319905,-0.897397,-0.897201,22.180992,0.208037,-0.44896,0.091692,0.00091692,-0.248085,-0.156466,-0.89735
90,44714.40273,22.428701,58983639,0.08476,-0.319515,-0.897368,-0.897037,22.181066,0.2081,-0.45179,0.091713,0.00091713,-0.24836,-0.156647,-0.89736
91,44714.40273,22.678701,58983639,0.080608,-0.317198,-0.897337,-0.897267,22.180918,0.208293,-0.451379,0.091804,0.00091804,-0.248085,-0.156289,-0.897221
92,44714.40273,22.928701,58983639,0.082084,-0.317839,-0.897301,-0.897037,22.181213,0.208308,-0.453856,0.091751,0.00091751,-0.24836,-0.156609,-0.897299
93,44714.40273,23.178701,58983640,0.079404,-0.318877,-0.897297,-0.897267,22.180992,0.20831,-0.449917,0.091865,0.00091865,-0.248085,-0.156399,-0.897178
94,44714.40274,23.428701,58983640,0.081756,-0.31867,-0.897272,-0.8973,22.181066,0.208319,-0.456918,0.091783,0.00091783,-0.24836,-0.156536,-0.897207
95,44714.40274,23.678701,58983640,0.073567,-0.313752,-0.897274,-0.897103,22.180992,0.20839,-0.456253,0.091768,0.00091768,-0.248452,-0.156684,-0.897235
96,44714.40274,23.928701,58983640,0.063199,-0.311619,-0.897254,-0.897004,22.18114,0.208345,-0.446251,0.091804,0.00091804,-0.248085,-0.156201,-0.897267
97,44714.40275,24.178701,58983641,0.068358,-0.316502,-0.897258,-0.897004,22.180918,0.208279,-0.446864,0.091865,0.00091865,-0.24836,-0.156495,-0.897097
98,44714.40275,24.428701,58983641,0.061646,-0.318996,-0.897242,-0.8973,22.181066,0.208325,-0.452573,0.091914,0.00091914,-0.248452,-0.156538,-0.897143
99,44714.40275,24.678701,58983641,0.069355,-0.320555,-0.897259,-0.897004,22.180992,0.208346,-0.453145,0.091774,0.00091774,-0.248177,-0.156476,-0.897293
100,44714.40276,24.928701,58983641,0.077454,-0.320977,-0.897259,-0.897168,22.181066,0.208351,-0.446765,0.091746,0.00091746,-0.24836,-0.156614,-0.897261
101,44714.40276,25.178701,58983642,0.067264,-0.318169,-0.89726,-0.897431,22.180992,0.20831,-0.447037,0.091887,0.00091887,-0.24836,-0.156474,-0.89718
102,44714.40276,25.428701,58983642,0.072338,-0.319296,-0.897386,-0.897168,22.181066,0.207996,-0.453467,0.091641,0.00091641,-0.248085,-0.156444,-0.897384
103,44714.40276,25.678701,58983642,0.081031,-0.317997,-0.897489,-0.897267,22.180918,0.208067,-0.45042,0.09152,0.0009152,-0.248452,-0.156915,-0.897408
104,44714.40277,25.928701,58983642,0.084738,-0.319301,-0.897539,-0.897135,22.18114,0.207891,-0.450025,0.091488,0.00091488,-0.248085,-0.156597,-0.897442
105,44714.40277,26.178701,58983643,0.07885,-0.318531,-0.897603,-0.897497,22.180918,0.20771,-0.448883,0.091434,0.00091434,-0.24836,-0.156888,-0.89748
106,44714.40277,26.428701,58983643,0.077555,-0.322736,-0.897621,-0.8973,22.181066,0.207637,-0.457095,0.091503,0.00091503,-0.248085,-0.156582,-0.89743
107,44714.40278,26.678701,58983643,0.079774,-0.324822,-0.897658,-0.897431,22.180918,0.207709,-0.454012,0.091348,0.00091348,-0.247993,-0.156645,-0.89754
108,44714.40278,26.928701,58983643,0.077118,-0.319262,-0.897646,-0.897464,22.181066,0.207755,-0.450323,0.091385,0.00091385,-0.24836,-0.157047,-0.897564
109,44714.40278,27.178701,58983644,0.072744,-0.32126,-0.897694,-0.897398,22.180845,0.207717,-0.44723,0.091277,0.00091277,-0.248085,-0.156808,-0.89759
110,44714.40278,27.428701,58983644,0.070386,-0.321074,-0.897674,-0.8973,22.181066,0.207716,-0.458758,0.091465,0.00091465,-0.248269,-0.156888,-0.897453
111,44714.40279,27.678701,58983644,0.06751,-0.3212,-0.897677,-0.8973,22.180918,0.207692,-0.452731,0.091393,0.00091393,-0.247993,-0.156689,-0.897635
112,44714.40279,27.928701,58983644,0.064869,-0.32165,-0.897674,-0.897333,22.181066,0.20773,-0.448214,0.091266,0.00091266,-0.248452,-0.157186,-0.897597
113,44714.40279,28.178701,58983645,0.065373,-0.320875,-0.89768,-0.897398,22.180918,0.207744,-0.452416,0.091335,0.00091335,-0.248085,-0.15675,-0.897425
114,44714.4028,28.428701,58983645,0.072342,-0.318586,-0.897687,-0.897464,22.181066,0.207685,-0.454612,0.091348,0.00091348,-0.24836,-0.156982,-0.897519
115,44714.4028,28.678701,58983645,0.058804,-0.322465,-0.897669,-0.897464,22.180845,0.207656,-0.452482,0.091294,0.00091294,-0.248085,-0.156892,-0.897648
116,44714.4028,28.928701,58983645,0.077249,-0.322575,-0.897651,-0.897366,22.18114,0.207702,-0.451873,0.091362,0.00091362,-0.248269,-0.156907,-0.897519
117,44714.4028,29.178701,58983646,0.07775,-0.317509,-0.897656,-0.897398,22.180845,0.207779,-0.450148,0.091412,0.00091412,-0.248085,-0.156668,-0.897491
118,44714.40281,29.428701,58983646,0.075829,-0.322521,-0.897645,-0.8973,22.181066,0.20774,-0.456741,0.091455,0.00091455,-0.24836,-0.1569,-0.897625
119,44714.40281,29.678701,58983646,0.085411,-0.318642,-0.897617,-0.897431,22.180918,0.207716,-0.454239,0.091389,0.00091389,-0.248085,-0.156736,-0.897407
120,44714.40281,29.928701,58983646,0.080386,-0.318469,-0.897511,-0.897398,22.18114,0.208053,-0.4464,0.091568,0.00091568,-0.248269,-0.15663,-0.897337
121,44714.40282,30.178701,58983647,0.074333,-0.311545,-0.897358,-0.897168,22.180845,0.208229,-0.447201,0.091743,0.00091743,-0.248177,-0.156434,-0.897248
122,44714.40282,30.428701,58983647,0.074543,-0.312908,-0.897176,-0.89707,22.18114,0.208363,-0.44282,0.091836,0.00091836,-0.24836,-0.156391,-0.897105
123,44714.40282,30.678701,58983647,0.070937,-0.312592,-0.89704,-0.896872,22.180845,0.208622,-0.445109,0.091983,0.00091983,-0.248269,-0.156266,-0.897095
124,44714.40282,30.928701,58983647,0.066847,-0.308826,-0.89682,-0.896741,22.181066,0.208923,-0.443973,0.092322,0.00092322,-0.248085,-0.155742,-0.89688
125,44714.40283,31.178701,58983648,0.079969,-0.307823,-0.896624,-0.896741,22.180918,0.209301,-0.440666,0.092543,0.00092543,-0.24836,-0.155744,-0.896706
126,44714.40283,31.428701,58983648,0.086688,-0.30896,-0.896422,-0.896741,22.18114,0.209557,-0.435328,0.092731,0.00092731,-0.248269,-0.155538,-0.896585
127,44714.40283,31.678701,58983648,0.083894,-0.307796,-0.89623,-0.896577,22.180845,0.209849,-0.434252,0.092943,0.00092943,-0.248085,-0.155142,-0.896423
128,44714.40284,31.928701,58983648,0.078705,-0.306762,-0.896079,-0.896675,22.18114,0.210141,-0.437971,0.093089,0.00093089,-0.248269,-0.155166,-0.896389
129,44714.40284,32.178701,58983649,0.077365,-0.304314,-0.895901,-0.896412,22.180845,0.21045,-0.431889,0.093189,0.00093189,-0.248269,-0.154896,-0.896109
130,44714.40284,32.428701,58983649,0.06895,-0.307424,-0.895732,-0.896149,22.181066,0.210711,-0.433218,0.093371,0.00093371,-0.248085,-0.154714,-0.896124
131,44714.40284,32.678701,58983649,0.0758,-0.306221,-0.895578,-0.896281,22.180918,0.210958,-0.433959,0.093653,0.00093653,-0.248269,-0.154616,-0.895923
132,44714.40285,32.928701,58983649,0.079474,-0.304116,-0.895399,-0.896116,22.18114,0.211209,-0.432794,0.093864,0.00093864,-0.248085,-0.154247,-0.895861
133,44714.40285,33.178701,58983650,0.094514,-0.29506,-0.895251,-0.896051,22.180845,0.211455,-0.424735,0.093904,0.00093904,-0.24836,-0.154456,-0.895792
134,44714.40285,33.428701,58983650,0.090531,-0.297345,-0.895097,-0.895919,22.18114,0.211678,-0.426019,0.09416,0.0009416,-0.248085,-0.153974,-0.895606
135,44714.40286,33.678701,58983650,0.083304,-0.29879,-0.894943,-0.895919,22.180845,0.212017,-0.426079,0.094346,0.00094346,-0.24836,-0.154014,-0.895441
136,44714.40286,33.928701,58983650,0.090523,-0.296377,-0.894836,-0.895755,22.181213,0.212189,-0.425959,0.094493,0.00094493,-0.248085,-0.153597,-0.895238
137,44714.40286,34.178701,58983651,0.093398,-0.298227,-0.89467,-0.895755,22.180771,0.212377,-0.417649,0.094644,0.00094644,-0.248269,-0.153659,-0.895257
138,44714.40287,34.428701,58983651,0.092587,-0.295084,-0.894525,-0.895623,22.181066,0.212624,-0.420493,0.09494,0.0009494,-0.248085,-0.153292,-0.895025
139,44714.40287,34.678701,58983651,0.095969,-0.295778,-0.89438,-0.895689,22.180845,0.212934,-0.419666,0.094949,0.00094949,-0.248177,-0.153223,-0.895019
140,44714.40287,34.928701,58983651,0.09754,-0.29308,-0.89422,-0.895426,22.18114,0.213227,-0.418518,0.095058,0.00095058,-0.248085,-0.153027,-0.894943
141,44714.40287,35.178701,58983652,0.096684,-0.291155,-0.894082,-0.895393,22.180771,0.213418,-0.415014,0.095251,0.00095251,-0.24836,-0.153096,-0.894798
142,44714.40288,35.428701,58983652,0.092763,-0.29106,-0.893924,-0.89513,22.18114,0.213695,-0.412769,0.095543,0.00095543,-0.248085,-0.152572,-0.894482
143,44714.40288,35.678701,58983652,0.100718,-0.287771,-0.893573,-0.895097,22.180845,0.21424,-0.410798,0.095818,0.00095818,-0.248269,-0.152451,-0.894405
144,44714.40288,35.928701,58983652,0.104766,-0.28202,-0.893224,-0.894933,22.18114,0.214819,-0.403262,0.096151,0.00096151,-0.248085,-0.151938,-0.894051
145,44714.40289,36.178701,58983653,0.109376,-0.281555,-0.892981,-0.894604,22.180845,0.215208,-0.397849,0.096515,0.00096515,-0.248269,-0.151753,-0.89394
146,44714.40289,36.428701,58983653,0.101686,-0.277608,-0.892723,-0.894703,22.181066,0.215503,-0.40214,0.096718,0.00096718,-0.248085,-0.151367,-0.893781
147,44714.40289,36.678701,58983653,0.116634,-0.279951,-0.892529,-0.894506,22.180845,0.215799,-0.39803,0.096903,0.00096903,-0.248269,-0.151211,-0.893484
148,44714.40289,36.928701,58983653,0.115767,-0.277753,-0.892339,-0.894341,22.181066,0.216047,-0.396336,0.097291,0.00097291,-0.248177,-0.150885,-0.893376
149,44714.4029,37.178701,58983654,0.130172,-0.272615,-0.892148,-0.894177,22.180771,0.216374,-0.389619,0.09738,0.0009738,-0.248177,-0.150754,-0.893224
150,44714.4029,37.428701,58983654,0.124498,-0.275189,-0.891982,-0.894309,22.18114,0.216693,-0.385778,0.097554,0.00097554,-0.248269,-0.150752,-0.893195
151,44714.4029,37.678701,58983654,0.121159,-0.272741,-0.891851,-0.893881,22.180845,0.216997,-0.387051,0.097777,0.00097777,-0.248085,-0.150308,-0.893048
152,44714.40291,37.928701,58983654,0.126671,-0.271862,-0.891729,-0.89398,22.18114,0.217056,-0.388894,0.0979,0.000979,-0.248085,-0.150185,-0.892954
153,44714.40291,38.178701,58983655,0.118073,-0.268695,-0.891697,-0.894013,22.180845,0.217309,-0.385244,0.098,0.00098,-0.248269,-0.150269,-0.892884
154,44714.40291,38.428701,58983655,0.122223,-0.270191,-0.891645,-0.894111,22.18114,0.217286,-0.38086,0.098097,0.00098097,-0.248085,-0.150027,-0.892686
155,44714.40291,38.678701,58983655,0.112255,-0.271921,-0.891546,-0.89375,22.180771,0.217237,-0.384225,0.098186,0.00098186,-0.248085,-0.149965,-0.892753
156,44714.40292,38.928701,58983655,0.123321,-0.266989,-0.891448,-0.893947,22.18114,0.217577,-0.381322,0.098312,0.00098312,-0.248269,-0.15001,-0.892665
157,44714.40292,39.178701,58983656,0.132615,-0.268102,-0.891312,-0.89375,22.180771,0.217794,-0.377725,0.098417,0.00098417,-0.248085,-0.149753,-0.892505
158,44714.40292,39.428701,58983656,0.142326,-0.26612,-0.891183,-0.893717,22.181066,0.217853,-0.373896,0.098601,0.00098601,-0.248269,-0.149575,-0.892338
159,44714.40293,39.678701,58983656,0.144576,-0.266825,-0.89109,-0.893487,22.180845,0.218145,-0.377176,0.098656,0.00098656,-0.248177,-0.14952,-0.892388
160,44714.40293,39.928701,58983656,0.137433,-0.264961,-0.890982,-0.89375,22.18114,0.218274,-0.375014,0.098926,0.00098926,-0.248269,-0.149267,-0.892182
161,44714.40293,40.178701,58983657,0.136399,-0.260831,-0.890841,-0.893191,22.180845,0.218597,-0.375358,0.099011,0.00099011,-0.248177,-0.149166,-0.892206
162,44714.40293,40.428701,58983657,0.135678,-0.260472,-0.890702,-0.893224,22.18114,0.218833,-0.363196,0.099142,0.00099142,-0.248269,-0.149126,-0.892084
