Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Axial Strain (%),Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd,,Derivatives
3665,44655.40789,916.272853,58352153,11.562466,-0.800372,-0.784063,22.231925,0.418511,16.779193,0.379556,0.00379556,-0.01669,0.362912,0.00362912,-0.792165,,14085.20683
3666,44655.4079,916.522853,58352154,11.588798,-0.800186,-0.783833,22.231999,0.418834,16.77951,0.379683,0.00379683,-0.016596,0.362977,0.00362977,-0.792152,,14345.83501
3667,44655.4079,916.772853,58352154,11.603782,-0.800051,-0.783833,22.231999,0.419056,16.841109,0.380107,0.00380107,-0.016783,0.36336,0.0036336,-0.791743,,14166.36417
3668,44655.4079,917.022853,58352154,11.627426,-0.799884,-0.783373,22.231999,0.419369,16.867758,0.380129,0.00380129,-0.016596,0.363414,0.00363414,-0.791727,,14010.6383
3669,44655.40791,917.272853,58352154,11.638828,-0.799787,-0.783537,22.232072,0.419575,16.894559,0.380263,0.00380263,-0.016783,0.363455,0.00363455,-0.791653,,13917.03572
3670,44655.40791,917.522853,58352155,11.630672,-0.79981,-0.78357,22.231999,0.41952,16.895806,0.380447,0.00380447,-0.01669,0.363737,0.00363737,-0.791524,,13914.22772
3671,44655.40791,917.772853,58352155,11.679916,-0.799469,-0.783504,22.231999,0.42012,16.880403,0.380337,0.00380337,-0.016783,0.363633,0.00363633,-0.791426,,14106.278
3672,44655.40791,918.022853,58352155,11.638542,-0.799675,-0.783241,22.232072,0.419693,16.868037,0.380342,0.00380342,-0.01669,0.363652,0.00363652,-0.7916,,14123.7776
3673,44655.40792,918.272853,58352155,11.720776,-0.799199,-0.782781,22.23222,0.420606,16.972306,0.381006,0.00381006,-0.016969,0.364046,0.00364046,-0.791116,,14009.54205
3674,44655.40792,918.522853,58352156,11.664331,-0.799468,-0.783241,22.232146,0.420093,17.019175,0.381196,0.00381196,-0.01669,0.364246,0.00364246,-0.791174,,14045.1011
3675,44655.40792,918.772853,58352156,11.763391,-0.798916,-0.782551,22.232146,0.421239,16.974092,0.381099,0.00381099,-0.016969,0.364115,0.00364115,-0.791026,,14341.186
3676,44655.40793,919.022853,58352156,11.774029,-0.798791,-0.782551,22.23222,0.421428,17.059242,0.381497,0.00381497,-0.016783,0.364714,0.00364714,-0.790614,,14165.96634
3677,44655.40793,919.272853,58352156,11.801969,-0.798564,-0.782617,22.23222,0.421902,17.075626,0.38185,0.0038185,-0.017063,0.3648,0.003648,-0.790441,,14291.75167
3678,44655.40793,919.522853,58352157,11.822854,-0.798425,-0.781959,22.23222,0.422168,17.06966,0.381761,0.00381761,-0.016876,0.364837,0.00364837,-0.790484,,14257.86247
3679,44655.40793,919.772853,58352157,11.801447,-0.798501,-0.782222,22.232293,0.422089,17.107554,0.382027,0.00382027,-0.017063,0.36497,0.0036497,-0.79039,,14205.32801
3680,44655.40794,920.022853,58352157,11.815494,-0.798409,-0.782255,22.23222,0.422157,17.161095,0.382166,0.00382166,-0.016969,0.365289,0.00365289,-0.79029,,13944.24456
3681,44655.40794,920.272853,58352157,11.806371,-0.798468,-0.782255,22.23222,0.422082,17.099567,0.381968,0.00381968,-0.016969,0.364999,0.00364999,-0.790473,,13952.93845
3682,44655.40794,920.522853,58352158,11.867317,-0.798059,-0.781828,22.232367,0.422882,17.189395,0.38247,0.0038247,-0.017156,0.365314,0.00365314,-0.789931,,14047.18371
3683,44655.40795,920.772853,58352158,11.887036,-0.797906,-0.781828,22.232367,0.423149,17.222911,0.382714,0.00382714,-0.017063,0.365651,0.00365651,-0.789813,,14119.68541
3684,44655.40795,921.022853,58352158,11.89595,-0.797796,-0.781861,22.232293,0.423437,17.279213,0.383038,0.00383038,-0.017063,0.365965,0.00365965,-0.789663,,13844.55362
3685,44655.40795,921.272853,58352158,11.897269,-0.797726,-0.781696,22.232367,0.423603,17.285882,0.383076,0.00383076,-0.017342,0.365734,0.00365734,-0.789636,,14131.00323
3686,44655.40795,921.522853,58352159,11.924047,-0.797589,-0.781532,22.232367,0.423878,17.317134,0.383412,0.00383412,-0.017156,0.36608,0.0036608,-0.789547,,14267.62215
3687,44655.40796,921.772853,58352159,11.948371,-0.797423,-0.781434,22.232515,0.424196,17.34226,0.383548,0.00383548,-0.017156,0.366392,0.00366392,-0.789306,,14151.60449
3688,44655.40796,922.022853,58352159,11.959253,-0.797289,-0.781203,22.232441,0.424483,17.348204,0.383557,0.00383557,-0.017342,0.366253,0.00366253,-0.789183,,14024.57701
3689,44655.40796,922.272853,58352159,11.990157,-0.797107,-0.781105,22.232588,0.424866,17.371288,0.383831,0.00383831,-0.017249,0.36656,0.0036656,-0.789094,,14266.31249
3690,44655.40797,922.522853,58352160,12.004221,-0.796994,-0.780908,22.232441,0.425047,17.404093,0.384071,0.00384071,-0.017342,0.366636,0.00366636,-0.789045,,14200.79111
3691,44655.40797,922.772853,58352160,12.015954,-0.796886,-0.780842,22.232515,0.425193,17.422191,0.384239,0.00384239,-0.017249,0.366898,0.00366898,-0.788866,,14170.3338
3692,44655.40797,923.022853,58352160,12.04272,-0.796663,-0.780447,22.232515,0.425559,17.41274,0.384258,0.00384258,-0.017435,0.366969,0.00366969,-0.788614,,14343.01666
3693,44655.40798,923.272853,58352160,12.006072,-0.796875,-0.78071,22.232515,0.425254,17.457119,0.384334,0.00384334,-0.017342,0.366992,0.00366992,-0.788848,,13845.71945
3694,44655.40798,923.522853,58352161,12.057103,-0.796547,-0.780283,22.232515,0.425844,17.46191,0.384574,0.00384574,-0.017529,0.367152,0.00367152,-0.78838,,13949.23142
3695,44655.40798,923.772853,58352161,12.091579,-0.7963,-0.780283,22.232588,0.426303,17.507859,0.384768,0.00384768,-0.017342,0.367315,0.00367315,-0.788294,,13847.2564
3696,44655.40798,924.022853,58352161,12.066474,-0.796413,-0.780086,22.232588,0.426078,17.544546,0.384928,0.00384928,-0.017435,0.367371,0.00367371,-0.788413,,13733.03263
3697,44655.40799,924.272853,58352161,12.129924,-0.796048,-0.77979,22.232662,0.426888,17.446402,0.384705,0.00384705,-0.017435,0.367333,0.00367333,-0.788265,,14209.59596
3698,44655.40799,924.522853,58352162,12.117784,-0.79608,-0.78002,22.232662,0.42675,17.56722,0.385143,0.00385143,-0.017622,0.367536,0.00367536,-0.788151,,13976.14428
3699,44655.40799,924.772853,58352162,12.128445,-0.79598,-0.780053,22.232662,0.426898,17.590324,0.385486,0.00385486,-0.017435,0.36805,0.0036805,-0.787905,,14163.12364
3700,44655.408,925.022853,58352162,12.151955,-0.795816,-0.779921,22.232736,0.427265,17.628034,0.385696,0.00385696,-0.017715,0.368007,0.00368007,-0.787753,,13975.74781
3701,44655.408,925.272853,58352162,12.174699,-0.795653,-0.779691,22.232736,0.427647,17.65358,0.385878,0.00385878,-0.017622,0.368226,0.00368226,-0.787645,,14217.806
3702,44655.408,925.522853,58352163,12.164018,-0.795647,-0.779461,22.232736,0.427642,17.618203,0.385793,0.00385793,-0.017715,0.368178,0.00368178,-0.787545,,14176.0499
3703,44655.408,925.772853,58352163,12.18813,-0.795499,-0.779363,22.232809,0.427842,17.669695,0.386086,0.00386086,-0.017529,0.368549,0.00368549,-0.787479,,14258.2292
3704,44655.40801,926.022853,58352163,12.136185,-0.795754,-0.779724,22.232809,0.427337,17.599791,0.38571,0.0038571,-0.017715,0.368022,0.00368022,-0.787724,,14374.77953
3705,44655.40801,926.272853,58352163,12.206162,-0.795374,-0.779461,22.232809,0.428098,17.640318,0.385939,0.00385939,-0.017622,0.368398,0.00368398,-0.787588,,14212.67139
3706,44655.40801,926.522853,58352164,12.168444,-0.795511,-0.779428,22.232736,0.427887,17.654042,0.386001,0.00386001,-0.017622,0.368379,0.00368379,-0.787568,,14095.32705
3707,44655.40802,926.772853,58352164,12.234374,-0.795103,-0.778903,22.232883,0.428609,17.748469,0.386613,0.00386613,-0.017808,0.368821,0.00368821,-0.787121,,14231.25663
3708,44655.40802,927.022853,58352164,12.25918,-0.794926,-0.779067,22.232883,0.428895,17.796181,0.386945,0.00386945,-0.017715,0.36923,0.0036923,-0.787002,,14160.13432
3709,44655.40802,927.272853,58352164,12.288351,-0.7947,-0.779034,22.232957,0.429346,17.785146,0.386889,0.00386889,-0.017715,0.369174,0.00369174,-0.786801,,13950.86814
3710,44655.40802,927.522853,58352165,12.310714,-0.794601,-0.778935,22.232957,0.429651,17.757348,0.386858,0.00386858,-0.017902,0.36905,0.0036905,-0.786665,,14229.43055
3711,44655.40803,927.772853,58352165,12.324813,-0.79447,-0.778935,22.232883,0.42983,17.877366,0.38743,0.0038743,-0.017808,0.369622,0.00369622,-0.786503,,13958.44124
3712,44655.40803,928.022853,58352165,12.330508,-0.794361,-0.778672,22.232957,0.430106,17.937655,0.387796,0.00387796,-0.017808,0.369915,0.00369915,-0.786163,,14065.934
3713,44655.40803,928.272853,58352165,12.394,-0.794002,-0.778048,22.233031,0.43068,17.940267,0.387886,0.00387886,-0.017995,0.369891,0.00369891,-0.786034,,14043.13857
3714,44655.40804,928.522853,58352166,12.381394,-0.794014,-0.778179,22.233031,0.430744,17.985571,0.388118,0.00388118,-0.017808,0.370252,0.00370252,-0.785903,,14241.62382
3715,44655.40804,928.772853,58352166,12.351222,-0.794138,-0.778048,22.233031,0.430412,17.899051,0.387724,0.00387724,-0.018088,0.369848,0.00369848,-0.786297,,14390.21625
3716,44655.40804,929.022853,58352166,12.350436,-0.794146,-0.778311,22.233031,0.430434,17.909179,0.387962,0.00387962,-0.017902,0.370115,0.00370115,-0.786086,,14403.09644
3717,44655.40804,929.272853,58352166,12.363655,-0.794034,-0.778081,22.233031,0.430642,17.962449,0.388285,0.00388285,-0.018088,0.37013,0.0037013,-0.785875,,14322.25278
3718,44655.40805,929.522853,58352167,12.39033,-0.793871,-0.778081,22.233104,0.431042,17.985635,0.388189,0.00388189,-0.017902,0.370193,0.00370193,-0.786031,,14092.20313
3719,44655.40805,929.772853,58352167,12.421447,-0.793638,-0.777752,22.233104,0.431414,18.005285,0.388557,0.00388557,-0.018181,0.370439,0.00370439,-0.785586,,14275.7747
3720,44655.40805,930.022853,58352167,12.496336,-0.793209,-0.777226,22.233104,0.432242,18.005516,0.388643,0.00388643,-0.017995,0.370494,0.00370494,-0.785607,,14512.88732
3721,44655.40806,930.272853,58352167,12.437352,-0.793514,-0.777621,22.233104,0.431717,18.084301,0.389014,0.00389014,-0.018275,0.37074,0.0037074,-0.78552,,14251.59344
3722,44655.40806,930.522853,58352168,12.453777,-0.793392,-0.777555,22.233178,0.431953,18.094914,0.389137,0.00389137,-0.018088,0.370968,0.00370968,-0.78534,,14336.03394
3723,44655.40806,930.772853,58352168,12.569165,-0.792742,-0.776733,22.233252,0.433246,18.211098,0.389648,0.00389648,-0.018368,0.371443,0.00371443,-0.784798,,14050.55355
3724,44655.40806,931.022853,58352168,12.531416,-0.792862,-0.777095,22.233252,0.432973,18.233656,0.389817,0.00389817,-0.018181,0.371625,0.00371625,-0.784801,,14011.70877
3725,44655.40807,931.272853,58352168,12.513248,-0.792902,-0.77716,22.233252,0.432859,18.141853,0.389414,0.00389414,-0.018275,0.371139,0.00371139,-0.785083,,14298.45504
3726,44655.40807,931.522853,58352169,12.582094,-0.792509,-0.776766,22.233325,0.433665,18.241285,0.389957,0.00389957,-0.018275,0.371682,0.00371682,-0.784604,,14106.5716
3727,44655.40807,931.772853,58352169,12.646992,-0.792142,-0.776372,22.233325,0.434337,18.318193,0.390402,0.00390402,-0.018461,0.371983,0.00371983,-0.784342,,14093.69145
3728,44655.40808,932.022853,58352169,12.623467,-0.792211,-0.776404,22.233325,0.434272,18.347507,0.390581,0.00390581,-0.018368,0.372199,0.00372199,-0.784254,,14147.57068
3729,44655.40808,932.272853,58352169,12.650322,-0.79201,-0.77601,22.233399,0.434599,18.340558,0.390618,0.00390618,-0.018554,0.372109,0.00372109,-0.784185,,14309.32128
3730,44655.40808,932.522853,58352170,12.703944,-0.791708,-0.775977,22.233399,0.435207,18.374892,0.390949,0.00390949,-0.018368,0.372649,0.00372649,-0.783931,,14206.38196
3731,44655.40808,932.772853,58352170,12.614698,-0.792153,-0.77624,22.233325,0.434411,18.376624,0.390917,0.00390917,-0.018461,0.372456,0.00372456,-0.784052,,14140.34026
3732,44655.40809,933.022853,58352170,12.640903,-0.791951,-0.776207,22.233399,0.434697,18.35436,0.390785,0.00390785,-0.018554,0.372408,0.00372408,-0.784098,,14052.95846
3733,44655.40809,933.272853,58352170,12.741486,-0.791406,-0.775681,22.233473,0.435777,18.446184,0.391429,0.00391429,-0.018461,0.372875,0.00372875,-0.783635,,14158.5344
3734,44655.40809,933.522853,58352171,12.768259,-0.791108,-0.775648,22.23362,0.436182,18.479281,0.391723,0.00391723,-0.018461,0.373262,0.00373262,-0.783416,,14137.70861
3735,44655.4081,933.772853,58352171,12.724829,-0.791392,-0.775681,22.233473,0.435801,18.502427,0.391679,0.00391679,-0.018741,0.372947,0.00372947,-0.783479,,13978.93629
3736,44655.4081,934.022853,58352171,12.705079,-0.791431,-0.775648,22.233547,0.435717,18.428525,0.391438,0.00391438,-0.018461,0.372907,0.00372907,-0.783679,,14200.43668
3737,44655.4081,934.272853,58352171,12.728176,-0.791306,-0.775583,22.233547,0.435964,18.435321,0.391511,0.00391511,-0.018461,0.37305,0.0037305,-0.783576,,14222.11219
3738,44655.40811,934.522853,58352172,12.745053,-0.791114,-0.775484,22.233547,0.43629,18.471826,0.391708,0.00391708,-0.018741,0.372996,0.00372996,-0.783414,,14413.63824
3739,44655.40811,934.772853,58352172,12.768894,-0.791136,-0.775583,22.233547,0.436544,18.50732,0.392083,0.00392083,-0.018648,0.373534,0.00373534,-0.783034,,14486.10356
3740,44655.40811,935.022853,58352172,12.785063,-0.791,-0.775024,22.233694,0.436751,18.487645,0.39206,0.0039206,-0.018741,0.373251,0.00373251,-0.783141,,14695.90586
3741,44655.40811,935.272853,58352172,12.855924,-0.790446,-0.774728,22.23362,0.437603,18.671769,0.392936,0.00392936,-0.018648,0.374103,0.00374103,-0.782686,,14274.10851
3742,44655.40812,935.522853,58352173,12.879785,-0.790165,-0.77509,22.233694,0.437891,18.680415,0.393115,0.00393115,-0.018927,0.374273,0.00374273,-0.782424,,14504.23245
3743,44655.40812,935.772853,58352173,12.84424,-0.790401,-0.774925,22.23362,0.437684,18.544088,0.392648,0.00392648,-0.018927,0.373795,0.00373795,-0.782706,,14827.95006
3744,44655.40812,936.022853,58352173,12.868869,-0.790156,-0.774662,22.233694,0.437955,18.633123,0.39305,0.0039305,-0.018741,0.374204,0.00374204,-0.782471,,14422.22027
3745,44655.40813,936.272853,58352173,12.897284,-0.790119,-0.774827,22.233694,0.438258,18.668421,0.393361,0.00393361,-0.018927,0.374401,0.00374401,-0.782137,,14513.61551
3746,44655.40813,936.522853,58352174,12.943613,-0.789901,-0.774268,22.233841,0.438794,18.706952,0.393263,0.00393263,-0.018834,0.374429,0.00374429,-0.782146,,14281.34041
3747,44655.40813,936.772853,58352174,12.991433,-0.789463,-0.773939,22.233768,0.439358,18.807067,0.393938,0.00393938,-0.019114,0.374891,0.00374891,-0.781784,,14300.93945
3748,44655.40813,937.022853,58352174,12.982568,-0.789472,-0.774136,22.233915,0.43935,18.807745,0.393931,0.00393931,-0.019021,0.37496,0.0037496,-0.781802,,14259.1382
3749,44655.40814,937.272853,58352174,13.006253,-0.789317,-0.773808,22.233915,0.439693,18.837294,0.394221,0.00394221,-0.019114,0.375117,0.00375117,-0.781623,,14501.21608
3750,44655.40814,937.522853,58352175,13.013138,-0.789321,-0.773578,22.233989,0.439826,18.905808,0.394626,0.00394626,-0.018927,0.375698,0.00375698,-0.781339,,14539.28051
3751,44655.40814,937.772853,58352175,13.030785,-0.789087,-0.773841,22.233915,0.440138,18.902374,0.394579,0.00394579,-0.0193,0.375278,0.00375278,-0.781372,,14380.99384
3752,44655.40815,938.022853,58352175,13.077766,-0.788821,-0.773282,22.233989,0.440719,18.921207,0.394812,0.00394812,-0.019021,0.375556,0.00375556,-0.781129,,14523.49943
3753,44655.40815,938.272853,58352175,13.040921,-0.78902,-0.773512,22.233989,0.44029,18.913348,0.394727,0.00394727,-0.019207,0.375619,0.00375619,-0.781368,,14299.75414
3754,44655.40815,938.522853,58352176,13.08709,-0.78871,-0.773052,22.234062,0.440886,18.965942,0.395092,0.00395092,-0.019114,0.37595,0.0037595,-0.781091,,14401.11639
3755,44655.40815,938.772853,58352176,13.109083,-0.788541,-0.773183,22.233989,0.441297,18.973205,0.395204,0.00395204,-0.019393,0.375823,0.00375823,-0.780914,,14499.42522
3756,44655.40816,939.022853,58352176,13.132627,-0.788372,-0.772953,22.234136,0.441631,19.022928,0.395468,0.00395468,-0.019114,0.376327,0.00376327,-0.780753,,14444.09786
3757,44655.40816,939.272853,58352176,13.085052,-0.788617,-0.773052,22.233989,0.441097,18.924388,0.395042,0.00395042,-0.0193,0.375649,0.00375649,-0.781039,,14596.31257
3758,44655.40816,939.522853,58352177,13.131061,-0.78832,-0.772723,22.234136,0.441663,19.009552,0.39566,0.0039566,-0.019207,0.376327,0.00376327,-0.780581,,14751.64132
3759,44655.40817,939.772853,58352177,13.166614,-0.788099,-0.772789,22.234062,0.442216,19.121391,0.395978,0.00395978,-0.0193,0.376769,0.00376769,-0.780376,,14186.6064
3760,44655.40817,940.022853,58352177,13.180761,-0.788003,-0.772361,22.234136,0.442346,19.119458,0.396121,0.00396121,-0.01958,0.376541,0.00376541,-0.780224,,14623.26857
3761,44655.40817,940.272853,58352177,13.217631,-0.787753,-0.772361,22.234136,0.442754,19.154207,0.396527,0.00396527,-0.019393,0.377091,0.00377091,-0.779966,,14650.59222
3762,44655.40817,940.522853,58352178,13.213501,-0.787708,-0.772,22.234284,0.442834,19.17753,0.396589,0.00396589,-0.0193,0.377258,0.00377258,-0.779928,,14507.28126
3763,44655.40818,940.772853,58352178,13.227407,-0.787647,-0.77223,22.234136,0.442911,19.20787,0.396628,0.00396628,-0.01958,0.377048,0.00377048,-0.7799,,14406.66309
3764,44655.40818,941.022853,58352178,13.237637,-0.787544,-0.772197,22.234284,0.443292,19.213821,0.396841,0.00396841,-0.019393,0.377367,0.00377367,-0.779805,,14557.46007
3765,44655.40818,941.272853,58352178,13.297324,-0.787154,-0.771934,22.23421,0.443984,19.278411,0.397102,0.00397102,-0.019393,0.377672,0.00377672,-0.779585,,14228.50766
3766,44655.40819,941.522853,58352179,13.29453,-0.787123,-0.771671,22.234357,0.443968,19.276307,0.397297,0.00397297,-0.019673,0.377704,0.00377704,-0.779362,,14511.74328
3767,44655.40819,941.772853,58352179,13.298124,-0.787032,-0.771408,22.234284,0.444162,19.284453,0.397378,0.00397378,-0.019487,0.377891,0.00377891,-0.779361,,14515.52117
3768,44655.40819,942.022853,58352179,13.340992,-0.786755,-0.771277,22.234431,0.444744,19.314314,0.39765,0.0039765,-0.019766,0.377884,0.00377884,-0.779193,,14576.19279
3769,44655.40819,942.272853,58352179,13.270993,-0.787065,-0.771605,22.234284,0.444003,19.2263,0.397196,0.00397196,-0.019487,0.377556,0.00377556,-0.779386,,14767.93289
3770,44655.4082,942.522853,58352180,13.321667,-0.786773,-0.771244,22.234431,0.444632,19.304849,0.397524,0.00397524,-0.01986,0.377664,0.00377664,-0.779256,,14622.81707
3771,44655.4082,942.772853,58352180,13.308648,-0.786813,-0.771638,22.23421,0.444576,19.311733,0.397644,0.00397644,-0.01958,0.378017,0.00378017,-0.77924,,14739.70177
3772,44655.4082,943.022853,58352180,13.39415,-0.786322,-0.771112,22.234505,0.445534,19.349305,0.397973,0.00397973,-0.01986,0.378213,0.00378213,-0.778862,,14717.16172
3773,44655.40821,943.272853,58352180,13.397102,-0.786212,-0.770849,22.234357,0.44566,19.450382,0.398506,0.00398506,-0.01958,0.378926,0.00378926,-0.778551,,14505.48678
3774,44655.40821,943.522853,58352181,13.390096,-0.786264,-0.770718,22.234505,0.44564,19.452966,0.398384,0.00398384,-0.019953,0.378602,0.00378602,-0.778654,,14452.83208
3775,44655.40821,943.772853,58352181,13.455034,-0.785849,-0.770521,22.234357,0.446413,19.500038,0.398727,0.00398727,-0.019766,0.379054,0.00379054,-0.778392,,14472.22023
3776,44655.40822,944.022853,58352181,13.384107,-0.786188,-0.771145,22.234578,0.445824,19.49965,0.398811,0.00398811,-0.019953,0.378844,0.00378844,-0.778455,,14531.88714
3777,44655.40822,944.272853,58352181,13.477271,-0.785712,-0.770291,22.234431,0.446689,19.534987,0.399052,0.00399052,-0.019673,0.379379,0.00379379,-0.778159,,14286.3116
3778,44655.40822,944.522853,58352182,13.503487,-0.785522,-0.770192,22.234726,0.447026,19.563087,0.399313,0.00399313,-0.020046,0.379267,0.00379267,-0.777982,,14339.76848
3779,44655.40822,944.772853,58352182,13.408735,-0.785929,-0.770817,22.234431,0.446328,19.533011,0.399176,0.00399176,-0.019766,0.379266,0.00379266,-0.778173,,14467.49595
3780,44655.40823,945.022853,58352182,13.502063,-0.785446,-0.770455,22.234726,0.447194,19.504635,0.399205,0.00399205,-0.020139,0.379375,0.00379375,-0.777826,,14688.3249
3781,44655.40823,945.272853,58352182,13.517659,-0.785314,-0.770323,22.234505,0.447433,19.610989,0.399709,0.00399709,-0.019766,0.379942,0.00379942,-0.777532,,14760.81934
3782,44655.40823,945.522853,58352183,13.549971,-0.78512,-0.769995,22.234726,0.447771,19.646555,0.399879,0.00399879,-0.020139,0.379786,0.00379786,-0.777564,,14693.19518
3783,44655.40824,945.772853,58352183,13.58838,-0.784894,-0.769633,22.234652,0.448321,19.589869,0.399728,0.00399728,-0.019953,0.379662,0.00379662,-0.777585,,14817.55276
3784,44655.40824,946.022853,58352183,13.573555,-0.784905,-0.769863,22.2348,0.448328,19.733937,0.4004,0.004004,-0.020233,0.380201,0.00380201,-0.777352,,14583.20994
3785,44655.40824,946.272853,58352183,13.569333,-0.784886,-0.769502,22.234652,0.448277,19.726222,0.400297,0.00400297,-0.020233,0.380147,0.00380147,-0.777264,,14515.64917
3786,44655.40824,946.522853,58352184,13.613171,-0.784585,-0.769403,22.2348,0.448855,19.785393,0.400812,0.00400812,-0.020046,0.380766,0.00380766,-0.776999,,14515.95539
3787,44655.40825,946.772853,58352184,13.629886,-0.784443,-0.769107,22.234726,0.449069,19.77684,0.400874,0.00400874,-0.020419,0.380463,0.00380463,-0.776941,,14651.54112
3788,44655.40825,947.022853,58352184,13.648761,-0.784331,-0.769173,22.234947,0.449369,19.828375,0.401054,0.00401054,-0.020326,0.380703,0.00380703,-0.77672,,14374.66931
3789,44655.40825,947.272853,58352184,13.614851,-0.784454,-0.769502,22.234726,0.449059,19.845351,0.401262,0.00401262,-0.020139,0.380889,0.00380889,-0.776841,,14370.07364
3790,44655.40826,947.522853,58352185,13.68942,-0.784039,-0.768713,22.234947,0.44979,19.833415,0.401255,0.00401255,-0.020419,0.380949,0.00380949,-0.776576,,14281.51682
3791,44655.40826,947.772853,58352185,13.724991,-0.783831,-0.76868,22.2348,0.450266,19.866113,0.401363,0.00401363,-0.020419,0.381136,0.00381136,-0.776226,,14765.5828
3792,44655.40826,948.022853,58352185,13.587838,-0.784493,-0.769436,22.234873,0.449049,19.756893,0.400944,0.00400944,-0.020139,0.380757,0.00380757,-0.776834,,14921.87732
3793,44655.40826,948.272853,58352185,13.625388,-0.784271,-0.769107,22.234726,0.44937,19.757814,0.401033,0.00401033,-0.020512,0.380568,0.00380568,-0.776701,,14982.73726
3794,44655.40827,948.522853,58352186,13.631152,-0.784209,-0.769239,22.235021,0.449543,19.758869,0.401024,0.00401024,-0.020139,0.380791,0.00380791,-0.776734,,14959.41818
3795,44655.40827,948.772853,58352186,13.703155,-0.783845,-0.768713,22.234873,0.450171,19.812831,0.401445,0.00401445,-0.020512,0.380933,0.00380933,-0.77644,,15019.85547
3796,44655.40827,949.022853,58352186,13.748432,-0.78355,-0.768647,22.235094,0.450866,19.894147,0.401931,0.00401931,-0.020326,0.381367,0.00381367,-0.77609,,14827.9261
3797,44655.40828,949.272853,58352186,13.749993,-0.783511,-0.768253,22.234873,0.450886,19.915352,0.401944,0.00401944,-0.020699,0.381245,0.00381245,-0.776128,,14814.41813
3798,44655.40828,949.522853,58352187,13.762936,-0.783404,-0.768154,22.235094,0.451153,19.940836,0.402082,0.00402082,-0.020326,0.381757,0.00381757,-0.775982,,14705.27876
3799,44655.40828,949.772853,58352187,13.78946,-0.783226,-0.768253,22.234947,0.451481,19.968832,0.402445,0.00402445,-0.020699,0.381739,0.00381739,-0.775659,,14893.66993
3800,44655.40828,950.022853,58352187,13.812432,-0.78306,-0.768154,22.235242,0.451758,20.026674,0.402569,0.00402569,-0.020419,0.38215,0.0038215,-0.775594,,14886.36707
3801,44655.40829,950.272853,58352187,13.830725,-0.782944,-0.767957,22.235021,0.452105,20.004741,0.402628,0.00402628,-0.020792,0.381895,0.00381895,-0.775589,,14832.10468
3802,44655.40829,950.522853,58352188,13.832029,-0.782893,-0.767628,22.235168,0.452096,20.065933,0.402892,0.00402892,-0.020419,0.382473,0.00382473,-0.7754,,14869.5513
3803,44655.40829,950.772853,58352188,13.867134,-0.782688,-0.767825,22.235021,0.452529,20.077428,0.402946,0.00402946,-0.020792,0.382357,0.00382357,-0.775195,,14511.83578
3804,44655.4083,951.022853,58352188,13.839379,-0.782771,-0.767628,22.235316,0.452408,20.086603,0.403151,0.00403151,-0.020512,0.382647,0.00382647,-0.775198,,14854.66989
3805,44655.4083,951.272853,58352188,13.888651,-0.782443,-0.767431,22.235094,0.452988,20.121429,0.403506,0.00403506,-0.020885,0.382776,0.00382776,-0.774847,,15022.42485
3806,44655.4083,951.522853,58352189,13.893977,-0.782401,-0.767365,22.235316,0.453043,20.162944,0.403579,0.00403579,-0.020606,0.382974,0.00382974,-0.774906,,14819.05884
3807,44655.4083,951.772853,58352189,13.834213,-0.782664,-0.767628,22.235094,0.452516,20.136568,0.403473,0.00403473,-0.020885,0.38275,0.0038275,-0.775111,,14887.70063
3808,44655.40831,952.022853,58352189,13.892685,-0.782373,-0.767299,22.235316,0.453165,20.083133,0.403361,0.00403361,-0.020606,0.382726,0.00382726,-0.775084,,15167.65572
3809,44655.40831,952.272853,58352189,13.861937,-0.782485,-0.767595,22.235094,0.453031,20.118722,0.403453,0.00403453,-0.020885,0.382489,0.00382489,-0.775069,,14924.9033
3810,44655.40831,952.522853,58352190,13.885691,-0.782329,-0.767365,22.235389,0.453167,20.11965,0.403494,0.00403494,-0.020979,0.382516,0.00382516,-0.774882,,15054.03774
3811,44655.40832,952.772853,58352190,13.935583,-0.782028,-0.767168,22.235242,0.45379,20.222244,0.404038,0.00404038,-0.020699,0.383289,0.00383289,-0.774455,,14885.78726
3812,44655.40832,953.022853,58352190,13.957072,-0.781857,-0.767201,22.235463,0.454121,20.249942,0.404333,0.00404333,-0.021072,0.383424,0.00383424,-0.774389,,15038.32816
3813,44655.40832,953.272853,58352190,14.02311,-0.781457,-0.766346,22.235316,0.454856,20.367625,0.404844,0.00404844,-0.021072,0.38373,0.0038373,-0.774028,,14875.3966
3814,44655.40833,953.522853,58352191,14.026927,-0.781394,-0.766313,22.235537,0.454981,20.374456,0.404926,0.00404926,-0.020885,0.384025,0.00384025,-0.773939,,14794.10898
3815,44655.40833,953.772853,58352191,14.07361,-0.7811,-0.766215,22.235316,0.455514,20.383775,0.405143,0.00405143,-0.021258,0.383999,0.00383999,-0.773804,,14932.63535
3816,44655.40833,954.022853,58352191,14.107017,-0.780925,-0.765886,22.235537,0.455949,20.410122,0.405375,0.00405375,-0.021165,0.384324,0.00384324,-0.773535,,14911.02132
