Index,Date,Time,Counter,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Axial Strain (%),Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd,,Derivatives
3295,44655.40682,823.772853,58352061,5.978716,-0.848435,-0.829884,22.225365,0.324457,8.677398,0.314277,0.00314277,-0.008298,0.305886,0.00305886,-0.839061,,11117.60939
3296,44655.40683,824.022853,58352061,5.972675,-0.848469,-0.829785,22.225217,0.324324,8.630235,0.313876,0.00313876,-0.008298,0.305578,0.00305578,-0.839464,,11171.67799
3297,44655.40683,824.272853,58352061,5.98091,-0.848332,-0.829982,22.225365,0.324569,8.657657,0.314022,0.00314022,-0.008018,0.306003,0.00306003,-0.839226,,11221.65474
3298,44655.40683,824.522853,58352062,6.001075,-0.84817,-0.829917,22.225217,0.324938,8.687835,0.314234,0.00314234,-0.008298,0.306216,0.00306216,-0.838793,,11043.78799
3299,44655.40683,824.772853,58352062,6.022842,-0.848039,-0.829391,22.225365,0.325145,8.724641,0.314727,0.00314727,-0.008018,0.306575,0.00306575,-0.838833,,11223.66155
3300,44655.40684,825.022853,58352062,6.090278,-0.847498,-0.829029,22.225217,0.326308,8.799576,0.315166,0.00315166,-0.008391,0.306926,0.00306926,-0.838246,,10993.37104
3301,44655.40684,825.272853,58352062,6.123567,-0.847212,-0.828602,22.225439,0.326818,8.873181,0.315753,0.00315753,-0.008205,0.307596,0.00307596,-0.837966,,11009.35465
3302,44655.40684,825.522853,58352063,6.128119,-0.847099,-0.82847,22.225365,0.326923,8.876251,0.315881,0.00315881,-0.008485,0.307499,0.00307499,-0.837768,,11279.10742
3303,44655.40685,825.772853,58352063,6.076044,-0.847427,-0.829029,22.225512,0.32639,8.826438,0.315712,0.00315712,-0.008112,0.307537,0.00307537,-0.838075,,11263.47872
3304,44655.40685,826.022853,58352063,6.15592,-0.846856,-0.828437,22.225365,0.327565,8.903014,0.316216,0.00316216,-0.008485,0.307857,0.00307857,-0.837578,,11168.16173
3305,44655.40685,826.272853,58352063,6.169775,-0.846757,-0.828109,22.225586,0.327778,8.945729,0.316415,0.00316415,-0.008205,0.30821,0.0030821,-0.837525,,11145.35386
3306,44655.40686,826.522853,58352064,6.180184,-0.846623,-0.828142,22.225365,0.327888,8.980645,0.316694,0.00316694,-0.008578,0.308056,0.00308056,-0.837368,,11177.55627
3307,44655.40686,826.772853,58352064,6.186845,-0.846534,-0.828043,22.225586,0.328139,8.986935,0.316923,0.00316923,-0.008205,0.308681,0.00308681,-0.83716,,11283.89038
3308,44655.40686,827.022853,58352064,6.184336,-0.846503,-0.828174,22.225365,0.328122,8.991522,0.317029,0.00317029,-0.008578,0.308474,0.00308474,-0.837154,,11340.18768
3309,44655.40686,827.272853,58352064,6.131496,-0.846844,-0.828405,22.225512,0.327565,8.902283,0.316409,0.00316409,-0.008205,0.30808,0.0030808,-0.837619,,11351.76773
3310,44655.40687,827.522853,58352065,6.153949,-0.846684,-0.82801,22.225365,0.32786,8.919101,0.316607,0.00316607,-0.008578,0.308053,0.00308053,-0.837442,,11440.80179
3311,44655.40687,827.772853,58352065,6.179521,-0.846521,-0.828174,22.225439,0.3282,8.925663,0.316647,0.00316647,-0.008205,0.308288,0.00308288,-0.837276,,11429.17874
3312,44655.40687,828.022853,58352065,6.207179,-0.84631,-0.827846,22.225439,0.32864,8.977413,0.316958,0.00316958,-0.008671,0.308568,0.00308568,-0.836933,,11264.00045
3313,44655.40688,828.272853,58352065,6.213537,-0.846205,-0.827616,22.225586,0.328851,9.027775,0.317387,0.00317387,-0.008485,0.30892,0.0030892,-0.83686,,11387.00171
3314,44655.40688,828.522853,58352066,6.250497,-0.845925,-0.827418,22.225439,0.329298,9.065406,0.317609,0.00317609,-0.008671,0.309023,0.00309023,-0.83678,,11293.34362
3315,44655.40688,828.772853,58352066,6.223045,-0.846084,-0.827451,22.225586,0.329089,9.027045,0.317439,0.00317439,-0.008671,0.308807,0.00308807,-0.836789,,11331.1828
3316,44655.40688,829.022853,58352066,6.263022,-0.845787,-0.827386,22.225512,0.329698,9.054438,0.31758,0.0031758,-0.008391,0.309258,0.00309258,-0.83671,,11378.80236
3317,44655.40689,829.272853,58352066,6.280539,-0.845686,-0.826991,22.225733,0.329968,9.09591,0.317809,0.00317809,-0.008671,0.309101,0.00309101,-0.836415,,11244.29751
3318,44655.40689,829.522853,58352067,6.302687,-0.845433,-0.826991,22.225586,0.33035,9.143349,0.318251,0.00318251,-0.008764,0.309486,0.00309486,-0.836239,,11173.34729
3319,44655.40689,829.772853,58352067,6.301668,-0.845398,-0.826827,22.225733,0.330407,9.139596,0.318283,0.00318283,-0.008485,0.309851,0.00309851,-0.836183,,11294.22067
3320,44655.4069,830.022853,58352067,6.367986,-0.844908,-0.826137,22.225586,0.331547,9.145941,0.318491,0.00318491,-0.008764,0.309834,0.00309834,-0.835716,,11522.66924
3321,44655.4069,830.272853,58352067,6.371793,-0.8448,-0.826334,22.225733,0.331671,9.211186,0.31908,0.0031908,-0.008858,0.310222,0.00310222,-0.835611,,11540.1519
3322,44655.4069,830.522853,58352068,6.384656,-0.844653,-0.826137,22.22566,0.331929,9.250544,0.31928,0.0031928,-0.008485,0.310641,0.00310641,-0.835577,,11445.48643
3323,44655.4069,830.772853,58352068,6.403338,-0.844483,-0.825742,22.225881,0.332189,9.280796,0.319501,0.00319501,-0.008951,0.310576,0.00310576,-0.83529,,11365.24236
3324,44655.40691,831.022853,58352068,6.411315,-0.844413,-0.826005,22.225586,0.332371,9.28129,0.319635,0.00319635,-0.008578,0.310981,0.00310981,-0.835142,,11618.6958
3325,44655.40691,831.272853,58352068,6.402023,-0.844378,-0.825775,22.225807,0.332495,9.342518,0.319974,0.00319974,-0.008951,0.3113,0.003113,-0.835058,,11413.97977
3326,44655.40691,831.522853,58352069,6.392366,-0.844434,-0.826038,22.225586,0.332389,9.310475,0.319943,0.00319943,-0.008578,0.311328,0.00311328,-0.835017,,11527.14927
3327,44655.40692,831.772853,58352069,6.429563,-0.844182,-0.825479,22.225881,0.332897,9.265823,0.319672,0.00319672,-0.008578,0.311094,0.00311094,-0.835087,,11582.54133
3328,44655.40692,832.022853,58352069,6.422943,-0.844215,-0.825709,22.22566,0.332809,9.311705,0.320012,0.00320012,-0.008951,0.311061,0.00311061,-0.834941,,11495.97739
3329,44655.40692,832.272853,58352069,6.431359,-0.844134,-0.825545,22.225881,0.333017,9.334699,0.320042,0.00320042,-0.008578,0.311421,0.00311421,-0.834951,,11402.55871
3330,44655.40692,832.522853,58352070,6.453391,-0.843933,-0.825479,22.225733,0.333417,9.35317,0.320337,0.00320337,-0.009044,0.31133,0.0031133,-0.834681,,11380.39249
3331,44655.40693,832.772853,58352070,6.453095,-0.843863,-0.825446,22.225955,0.333468,9.354693,0.320433,0.00320433,-0.008671,0.311768,0.00311768,-0.834701,,11619.85506
3332,44655.40693,833.022853,58352070,6.488581,-0.843637,-0.82515,22.225733,0.33392,9.401283,0.320825,0.00320825,-0.009044,0.311781,0.00311781,-0.834357,,11586.89334
3333,44655.40693,833.272853,58352070,6.495919,-0.843523,-0.82492,22.225955,0.33428,9.416054,0.320836,0.00320836,-0.008764,0.312061,0.00312061,-0.834357,,11456.33484
3334,44655.40694,833.522853,58352071,6.51507,-0.843365,-0.824887,22.225733,0.334551,9.459085,0.321275,0.00321275,-0.009137,0.312138,0.00312138,-0.834095,,11622.01159
3335,44655.40694,833.772853,58352071,6.524637,-0.843218,-0.824756,22.226028,0.33467,9.486049,0.321463,0.00321463,-0.008858,0.312605,0.00312605,-0.833899,,11508.25031
3336,44655.40694,834.022853,58352071,6.547512,-0.843057,-0.824394,22.225807,0.335045,9.475399,0.321457,0.00321457,-0.009137,0.31233,0.0031233,-0.833829,,11571.12317
3337,44655.40694,834.272853,58352071,6.572397,-0.842832,-0.824427,22.225955,0.335499,9.536159,0.321921,0.00321921,-0.008858,0.313041,0.00313041,-0.83357,,11530.37233
3338,44655.40695,834.522853,58352072,6.582037,-0.842752,-0.824131,22.225881,0.335681,9.55654,0.322142,0.00322142,-0.009137,0.313005,0.00313005,-0.833411,,11520.06388
3339,44655.40695,834.772853,58352072,6.613522,-0.842474,-0.823901,22.226102,0.336214,9.566715,0.32222,0.0032222,-0.008951,0.313191,0.00313191,-0.833188,,11515.81517
3340,44655.40695,835.022853,58352072,6.57624,-0.842721,-0.824263,22.225807,0.335676,9.575946,0.322211,0.00322211,-0.009137,0.313233,0.00313233,-0.833361,,11341.12246
3341,44655.40696,835.272853,58352072,6.592648,-0.842566,-0.823967,22.226102,0.336098,9.57502,0.322405,0.00322405,-0.008858,0.313547,0.00313547,-0.833197,,11510.29802
3342,44655.40696,835.522853,58352073,6.635936,-0.842252,-0.823737,22.225807,0.336699,9.64478,0.322792,0.00322792,-0.009231,0.313707,0.00313707,-0.832944,,11454.60419
3343,44655.40696,835.772853,58352073,6.647341,-0.842139,-0.823573,22.226176,0.337027,9.667301,0.323001,0.00323001,-0.009324,0.313797,0.00313797,-0.832794,,11393.8175
3344,44655.40697,836.022853,58352073,6.673627,-0.841934,-0.82331,22.226028,0.337268,9.668669,0.323143,0.00323143,-0.008951,0.314115,0.00314115,-0.832653,,11609.59087
3345,44655.40697,836.272853,58352073,6.647494,-0.842053,-0.823507,22.226249,0.337154,9.686403,0.323281,0.00323281,-0.009324,0.314031,0.00314031,-0.832626,,11578.21649
3346,44655.40697,836.522853,58352074,6.663544,-0.841927,-0.823375,22.225881,0.337327,9.646055,0.323214,0.00323214,-0.009324,0.31389,0.0031389,-0.832583,,11789.44099
3347,44655.40697,836.772853,58352074,6.662801,-0.841872,-0.823277,22.226249,0.337424,9.662647,0.323323,0.00323323,-0.009044,0.31433,0.0031433,-0.832526,,11718.09821
3348,44655.40698,837.022853,58352074,6.696498,-0.841656,-0.823244,22.226028,0.337852,9.6974,0.323495,0.00323495,-0.009324,0.314172,0.00314172,-0.832523,,11501.23316
3349,44655.40698,837.272853,58352074,6.699238,-0.841614,-0.823178,22.226249,0.337999,9.725358,0.323739,0.00323739,-0.009324,0.314428,0.00314428,-0.832255,,11711.92277
3350,44655.40698,837.522853,58352075,6.726961,-0.841351,-0.82285,22.225955,0.33857,9.723921,0.323767,0.00323767,-0.009137,0.31469,0.0031469,-0.832243,,11798.61065
3351,44655.40699,837.772853,58352075,6.75486,-0.841152,-0.822521,22.226249,0.338864,9.758816,0.323997,0.00323997,-0.009324,0.314776,0.00314776,-0.831937,,11605.03962
3352,44655.40699,838.022853,58352075,6.787997,-0.840837,-0.822192,22.226028,0.339556,9.856071,0.324663,0.00324663,-0.009137,0.315525,0.00315525,-0.8316,,11734.82902
3353,44655.40699,838.272853,58352075,6.753409,-0.841033,-0.822291,22.226323,0.339235,9.821072,0.324492,0.00324492,-0.009231,0.315312,0.00315312,-0.831795,,11680.28977
3354,44655.40699,838.522853,58352076,6.76745,-0.840927,-0.822324,22.226028,0.339456,9.81945,0.324621,0.00324621,-0.009231,0.315391,0.00315391,-0.831567,,11930.2399
3355,44655.407,838.772853,58352076,6.814973,-0.840543,-0.821995,22.226323,0.340096,9.872998,0.325061,0.00325061,-0.009417,0.315609,0.00315609,-0.831272,,11788.80962
3356,44655.407,839.022853,58352076,6.83752,-0.840315,-0.821896,22.226028,0.340451,9.944536,0.325607,0.00325607,-0.009231,0.316181,0.00316181,-0.830922,,11688.46568
3357,44655.407,839.272853,58352076,6.867064,-0.840165,-0.821896,22.226323,0.340952,9.930586,0.325508,0.00325508,-0.00951,0.316128,0.00316128,-0.830832,,11592.01811
3358,44655.40701,839.522853,58352077,6.837507,-0.840268,-0.8216,22.226102,0.340734,9.950933,0.325653,0.00325653,-0.009324,0.316385,0.00316385,-0.830916,,11651.47408
3359,44655.40701,839.772853,58352077,6.888787,-0.839894,-0.821338,22.22647,0.341372,9.976594,0.325793,0.00325793,-0.00951,0.316245,0.00316245,-0.830748,,11649.90569
3360,44655.40701,840.022853,58352077,6.874745,-0.83997,-0.82137,22.226176,0.341298,9.941723,0.325756,0.00325756,-0.009324,0.316405,0.00316405,-0.830747,,11821.06872
3361,44655.40701,840.272853,58352077,6.894865,-0.839802,-0.821042,22.226397,0.341646,9.974186,0.325975,0.00325975,-0.009417,0.316545,0.00316545,-0.830657,,11849.26889
3362,44655.40702,840.522853,58352078,6.913935,-0.839649,-0.821272,22.226176,0.341995,9.998758,0.326194,0.00326194,-0.00951,0.31674,0.0031674,-0.83046,,11778.5955
3363,44655.40702,840.772853,58352078,6.887178,-0.839797,-0.821239,22.226397,0.341655,10.0081,0.326235,0.00326235,-0.00951,0.316685,0.00316685,-0.830499,,11534.65972
3364,44655.40702,841.022853,58352078,6.900388,-0.839696,-0.821075,22.226176,0.34184,10.004642,0.326266,0.00326266,-0.00951,0.316731,0.00316731,-0.830448,,11662.81783
3365,44655.40703,841.272853,58352078,6.9136,-0.839545,-0.820943,22.22647,0.342146,10.017899,0.326554,0.00326554,-0.009603,0.317011,0.00317011,-0.830198,,11954.39154
3366,44655.40703,841.522853,58352079,6.930896,-0.839417,-0.820976,22.226249,0.34244,10.045133,0.326591,0.00326591,-0.00951,0.317157,0.00317157,-0.830215,,11938.84557
3367,44655.40703,841.772853,58352079,6.992423,-0.838964,-0.820483,22.226397,0.343342,10.128225,0.327214,0.00327214,-0.009603,0.31761,0.0031761,-0.829767,,11887.96042
3368,44655.40703,842.022853,58352079,7.000584,-0.838853,-0.820351,22.226249,0.343469,10.128465,0.327389,0.00327389,-0.009603,0.317692,0.00317692,-0.829618,,11941.81453
3369,44655.40704,842.272853,58352079,7.018601,-0.838684,-0.820088,22.22647,0.343761,10.144675,0.327431,0.00327431,-0.009603,0.317828,0.00317828,-0.829524,,12059.69033
3370,44655.40704,842.522853,58352080,6.967822,-0.838985,-0.820549,22.226397,0.343174,10.225824,0.327774,0.00327774,-0.009697,0.318077,0.00318077,-0.829629,,11710.74602
3371,44655.40704,842.772853,58352080,7.017776,-0.838633,-0.820056,22.22647,0.344011,10.135437,0.327451,0.00327451,-0.009697,0.317847,0.00317847,-0.829472,,12091.73729
3372,44655.40705,843.022853,58352080,7.012896,-0.838639,-0.820088,22.226397,0.343876,10.138956,0.327478,0.00327478,-0.009603,0.317874,0.00317874,-0.829577,,12063.90705
3373,44655.40705,843.272853,58352080,7.033036,-0.838477,-0.820121,22.226544,0.344277,10.184702,0.327891,0.00327891,-0.009697,0.318195,0.00318195,-0.829269,,12072.66119
3374,44655.40705,843.522853,58352081,7.040224,-0.838399,-0.819793,22.226397,0.344476,10.194105,0.328136,0.00328136,-0.009697,0.31844,0.0031844,-0.829105,,12150.70019
3375,44655.40705,843.772853,58352081,7.095252,-0.838011,-0.81953,22.226544,0.345193,10.289077,0.328624,0.00328624,-0.009697,0.31885,0.0031885,-0.82881,,11931.64926
3376,44655.40706,844.022853,58352081,7.10538,-0.837895,-0.81953,22.22647,0.345347,10.306545,0.328776,0.00328776,-0.00979,0.318986,0.00318986,-0.828662,,11956.30218
3377,44655.40706,844.272853,58352081,7.102732,-0.837895,-0.819201,22.226618,0.345262,10.241581,0.328535,0.00328535,-0.00979,0.318838,0.00318838,-0.828744,,12245.63448
3378,44655.40706,844.522853,58352082,7.106585,-0.837801,-0.819365,22.22647,0.345691,10.357107,0.329077,0.00329077,-0.009883,0.319315,0.00319315,-0.828429,,11871.02771
3379,44655.40707,844.772853,58352082,7.136695,-0.837617,-0.819135,22.226618,0.345916,10.290569,0.328789,0.00328789,-0.00979,0.319028,0.00319028,-0.828615,,12079.69638
3380,44655.40707,845.022853,58352082,7.161339,-0.837399,-0.818938,22.226618,0.34641,10.3427,0.329274,0.00329274,-0.00979,0.319484,0.00319484,-0.828264,,12145.80357
3381,44655.40707,845.272853,58352082,7.176564,-0.837266,-0.818675,22.226618,0.346598,10.392152,0.329537,0.00329537,-0.00979,0.319747,0.00319747,-0.828012,,12018.64388
3382,44655.40708,845.522853,58352083,7.199662,-0.837058,-0.818511,22.226618,0.347095,10.422639,0.329734,0.00329734,-0.009883,0.319851,0.00319851,-0.827934,,11954.68573
3383,44655.40708,845.772853,58352083,7.206574,-0.836958,-0.818346,22.226618,0.347277,10.467757,0.330142,0.00330142,-0.009976,0.320166,0.00320166,-0.827741,,12063.15401
3384,44655.40708,846.022853,58352083,7.210428,-0.836878,-0.818379,22.226692,0.347445,10.424344,0.329964,0.00329964,-0.009883,0.320081,0.00320081,-0.827791,,11949.39786
3385,44655.40708,846.272853,58352083,7.223407,-0.836771,-0.818445,22.226692,0.347545,10.500113,0.330503,0.00330503,-0.009883,0.32062,0.0032062,-0.827477,,12170.36198
3386,44655.40709,846.522853,58352084,7.195701,-0.83694,-0.818511,22.226618,0.347322,10.484837,0.330293,0.00330293,-0.009976,0.320316,0.00320316,-0.827722,,11898.85626
3387,44655.40709,846.772853,58352084,7.244581,-0.836578,-0.818346,22.226692,0.348001,10.45189,0.330249,0.00330249,-0.009976,0.320276,0.00320276,-0.827527,,12099.54333
3388,44655.40709,847.022853,58352084,7.256334,-0.836424,-0.818018,22.226692,0.348321,10.534235,0.330854,0.00330854,-0.009976,0.320868,0.00320868,-0.827118,,12032.18492
3389,44655.4071,847.272853,58352084,7.282216,-0.836265,-0.817788,22.226765,0.348664,10.567954,0.331078,0.00331078,-0.009976,0.321102,0.00321102,-0.826991,,11987.79368
3390,44655.4071,847.522853,58352085,7.312322,-0.836009,-0.817623,22.226765,0.349186,10.574855,0.331141,0.00331141,-0.009976,0.321123,0.00321123,-0.826976,,12125.75173
3391,44655.4071,847.772853,58352085,7.320608,-0.835916,-0.817492,22.226765,0.349319,10.609204,0.331422,0.00331422,-0.010163,0.321273,0.00321273,-0.82668,,11963.4176
3392,44655.4071,848.022853,58352085,7.280975,-0.836137,-0.818018,22.226765,0.348862,10.618569,0.331486,0.00331486,-0.01007,0.321416,0.00321416,-0.826698,,11928.80825
3393,44655.40711,848.272853,58352085,7.309322,-0.835932,-0.81759,22.226692,0.349311,10.605033,0.331457,0.00331457,-0.01007,0.321387,0.00321387,-0.82666,,12224.95345
3394,44655.40711,848.522853,58352086,7.27941,-0.836098,-0.817788,22.226839,0.348999,10.552494,0.331143,0.00331143,-0.01007,0.321073,0.00321073,-0.826894,,12320.63734
3395,44655.40711,848.772853,58352086,7.335224,-0.835718,-0.81736,22.226765,0.349658,10.620246,0.331689,0.00331689,-0.01007,0.321619,0.00321619,-0.826585,,12298.71121
3396,44655.40712,849.022853,58352086,7.363121,-0.835506,-0.817459,22.226839,0.35012,10.681258,0.332055,0.00332055,-0.01007,0.321954,0.00321954,-0.826312,,12208.05036
3397,44655.40712,849.272853,58352086,7.344887,-0.835591,-0.817097,22.226839,0.349938,10.631873,0.331837,0.00331837,-0.010163,0.321701,0.00321701,-0.826422,,12127.47215
3398,44655.40712,849.522853,58352087,7.378296,-0.835308,-0.816966,22.226986,0.350502,10.693159,0.332266,0.00332266,-0.010163,0.32201,0.0032201,-0.826088,,12246.97948
3399,44655.40712,849.772853,58352087,7.387093,-0.835281,-0.816801,22.226765,0.350517,10.685159,0.332318,0.00332318,-0.010163,0.322061,0.00322061,-0.826024,,12488.25246
3400,44655.40713,850.022853,58352087,7.401686,-0.83511,-0.81667,22.226913,0.350826,10.732661,0.332643,0.00332643,-0.010163,0.322388,0.00322388,-0.825827,,12291.3524
3401,44655.40713,850.272853,58352087,7.448916,-0.83476,-0.816144,22.226913,0.351608,10.819754,0.333112,0.00333112,-0.010256,0.322834,0.00322834,-0.825546,,11966.51454
3402,44655.40713,850.522853,58352088,7.424226,-0.83491,-0.816473,22.226913,0.351359,10.742581,0.332724,0.00332724,-0.010256,0.322593,0.00322593,-0.825719,,12312.84922
3403,44655.40714,850.772853,58352088,7.423963,-0.834894,-0.816506,22.226839,0.351421,10.773011,0.33296,0.0033296,-0.010256,0.322712,0.00322712,-0.825643,,12227.69802
3404,44655.40714,851.022853,58352088,7.469811,-0.834518,-0.816177,22.22706,0.35199,10.827622,0.3333,0.003333,-0.010349,0.323024,0.00323024,-0.825342,,12228.54677
3405,44655.40714,851.272853,58352088,7.513147,-0.834134,-0.81598,22.226839,0.35277,10.892566,0.333799,0.00333799,-0.010443,0.323453,0.00323453,-0.824967,,12123.05761
3406,44655.40714,851.522853,58352089,7.54737,-0.833918,-0.815684,22.22706,0.353243,10.91806,0.334037,0.00334037,-0.010349,0.323688,0.00323688,-0.824785,,11961.92775
3407,44655.40715,851.772853,58352089,7.539728,-0.833973,-0.815684,22.226913,0.353261,10.937158,0.334186,0.00334186,-0.010443,0.32374,0.0032374,-0.824786,,12128.13731
3408,44655.40715,852.022853,58352089,7.552777,-0.833813,-0.815388,22.227208,0.353458,10.931525,0.334285,0.00334285,-0.010349,0.323935,0.00323935,-0.824687,,12220.44056
3409,44655.40715,852.272853,58352089,7.560294,-0.833692,-0.815454,22.226986,0.353677,10.959568,0.334442,0.00334442,-0.010536,0.32397,0.0032397,-0.824453,,12143.54538
3410,44655.40716,852.522853,58352090,7.580999,-0.833552,-0.815191,22.227134,0.353955,10.976972,0.334595,0.00334595,-0.010349,0.324339,0.00324339,-0.824366,,12273.16606
3411,44655.40716,852.772853,58352090,7.579457,-0.833558,-0.815224,22.226913,0.35406,10.963031,0.334586,0.00334586,-0.010349,0.3241,0.003241,-0.824411,,12519.95742
3412,44655.40716,853.022853,58352090,7.604582,-0.833324,-0.814895,22.227208,0.354438,11.021639,0.334897,0.00334897,-0.010443,0.324405,0.00324405,-0.824168,,12446.49333
3413,44655.40716,853.272853,58352090,7.613341,-0.833238,-0.814731,22.22706,0.354526,11.041967,0.335111,0.00335111,-0.010629,0.324587,0.00324587,-0.824018,,12339.43894
3414,44655.40717,853.522853,58352091,7.645314,-0.833011,-0.814698,22.227281,0.35502,11.050341,0.335295,0.00335295,-0.010443,0.324776,0.00324776,-0.823851,,12390.72136
3415,44655.40717,853.772853,58352091,7.649654,-0.832895,-0.814599,22.227134,0.355237,11.10285,0.335582,0.00335582,-0.010443,0.325049,0.00325049,-0.823746,,12184.27958
3416,44655.40717,854.022853,58352091,7.654657,-0.832852,-0.814501,22.227208,0.355393,11.111113,0.335731,0.00335731,-0.010443,0.32516,0.0032516,-0.823741,,12197.92056
3417,44655.40718,854.272853,58352091,7.702323,-0.832473,-0.814336,22.227134,0.355967,11.117456,0.335919,0.00335919,-0.010722,0.325336,0.00325336,-0.823414,,12332.26016
3418,44655.40718,854.522853,58352092,7.69422,-0.832554,-0.814106,22.227281,0.35593,11.138786,0.335984,0.00335984,-0.010536,0.325408,0.00325408,-0.823412,,12486.14363
3419,44655.40718,854.772853,58352092,7.753422,-0.832101,-0.813942,22.227208,0.356836,11.23961,0.336661,0.00336661,-0.010722,0.325938,0.00325938,-0.822913,,12417.95498
3420,44655.40719,855.022853,58352092,7.761231,-0.831962,-0.813679,22.227502,0.357125,11.262448,0.336855,0.00336855,-0.010629,0.326214,0.00326214,-0.822828,,12301.36271
3421,44655.40719,855.272853,58352092,7.774576,-0.831809,-0.813613,22.227281,0.357278,11.274106,0.33696,0.0033696,-0.010629,0.326331,0.00326331,-0.822614,,12156.2794
3422,44655.40719,855.522853,58352093,7.778992,-0.831774,-0.81335,22.227502,0.357537,11.299604,0.337264,0.00337264,-0.010909,0.326391,0.00326391,-0.822547,,12416.88447
3423,44655.40719,855.772853,58352093,7.804482,-0.83162,-0.813252,22.227208,0.357845,11.344538,0.337393,0.00337393,-0.010722,0.32667,0.0032667,-0.822499,,12302.73658
3424,44655.4072,856.022853,58352093,7.809729,-0.831482,-0.813054,22.227429,0.358124,11.36245,0.337671,0.00337671,-0.010629,0.326858,0.00326858,-0.822387,,12310.1609
3425,44655.4072,856.272853,58352093,7.844822,-0.83124,-0.81312,22.227208,0.358546,11.364613,0.337763,0.00337763,-0.010909,0.326854,0.00326854,-0.822196,,12405.54941
3426,44655.4072,856.522853,58352094,7.862304,-0.831103,-0.812989,22.227502,0.358793,11.38149,0.337938,0.00337938,-0.010722,0.327192,0.00327192,-0.822018,,12430.07926
3427,44655.40721,856.772853,58352094,7.856394,-0.83111,-0.813054,22.227281,0.358755,11.386499,0.33806,0.0033806,-0.011002,0.327058,0.00327058,-0.821975,,12582.61695
3428,44655.40721,857.022853,58352094,7.841617,-0.831179,-0.812923,22.227502,0.358679,11.393545,0.338098,0.00338098,-0.010722,0.327375,0.00327375,-0.821949,,12475.20883
3429,44655.40721,857.272853,58352094,7.885793,-0.830859,-0.812528,22.227281,0.359228,11.359647,0.337968,0.00337968,-0.011002,0.327101,0.00327101,-0.821945,,12543.77524
3430,44655.40721,857.522853,58352095,7.8911,-0.830756,-0.81266,22.227576,0.359465,11.455098,0.338509,0.00338509,-0.011002,0.327561,0.00327561,-0.821698,,12385.37604
3431,44655.40722,857.772853,58352095,7.914272,-0.830621,-0.812265,22.227281,0.359738,11.466415,0.338648,0.00338648,-0.010816,0.327831,0.00327831,-0.821554,,12432.8738
3432,44655.40722,858.022853,58352095,7.933347,-0.830469,-0.812167,22.22765,0.360074,11.492171,0.338958,0.00338958,-0.011189,0.327792,0.00327792,-0.821314,,12230.63504
3433,44655.40722,858.272853,58352095,7.948378,-0.830295,-0.81197,22.227355,0.360357,11.52513,0.339052,0.00339052,-0.010816,0.328185,0.00328185,-0.821299,,12394.17295
3434,44655.40723,858.522853,58352096,7.9545,-0.830181,-0.812101,22.227576,0.360511,11.542113,0.339329,0.00339329,-0.011189,0.328298,0.00328298,-0.82095,,12462.08102
3435,44655.40723,858.772853,58352096,7.962724,-0.830112,-0.81197,22.227355,0.360673,11.543043,0.339326,0.00339326,-0.010909,0.328417,0.00328417,-0.821112,,12573.04696
3436,44655.40723,859.022853,58352096,7.957073,-0.830109,-0.811871,22.22765,0.360728,11.583146,0.339674,0.00339674,-0.011189,0.328497,0.00328497,-0.820807,,12558.90467
3437,44655.40723,859.272853,58352096,7.984902,-0.829884,-0.811772,22.227429,0.361129,11.576468,0.339676,0.00339676,-0.010909,0.328768,0.00328768,-0.820799,,12686.49475
3438,44655.40724,859.522853,58352097,7.946535,-0.830111,-0.811871,22.227724,0.360673,11.595341,0.339836,0.00339836,-0.011189,0.328648,0.00328648,-0.820907,,12572.1501
3439,44655.40724,859.772853,58352097,7.976499,-0.829926,-0.811641,22.227502,0.360992,11.55225,0.339637,0.00339637,-0.011002,0.328635,0.00328635,-0.820842,,12746.6862
3440,44655.40724,860.022853,58352097,7.975654,-0.829874,-0.811608,22.227724,0.361219,11.567913,0.339719,0.00339719,-0.011189,0.328486,0.00328486,-0.820681,,12681.89432
3441,44655.40725,860.272853,58352097,8.014061,-0.829631,-0.811411,22.227429,0.361691,11.612681,0.339972,0.00339972,-0.011002,0.32897,0.0032897,-0.820524,,12486.91507
3442,44655.40725,860.522853,58352098,8.035972,-0.829483,-0.811082,22.227797,0.361972,11.618948,0.34013,0.0034013,-0.011282,0.32891,0.0032891,-0.820377,,12492.59496
3443,44655.40725,860.772853,58352098,8.03155,-0.829474,-0.811181,22.227502,0.361994,11.663545,0.340326,0.00340326,-0.011002,0.329324,0.00329324,-0.820347,,12461.29289
3444,44655.40725,861.022853,58352098,8.045855,-0.829359,-0.810918,22.227797,0.362243,11.671604,0.340427,0.00340427,-0.011282,0.329145,0.00329145,-0.820301,,12739.30992
3445,44655.40726,861.272853,58352098,8.133481,-0.828761,-0.810523,22.227576,0.363261,11.752946,0.341085,0.00341085,-0.011002,0.329921,0.00329921,-0.819721,,12558.7855
3446,44655.40726,861.522853,58352099,8.112789,-0.828819,-0.810622,22.227797,0.363236,11.72679,0.340938,0.00340938,-0.011002,0.32985,0.0032985,-0.819759,,12623.05319
