Index,Date,Time,Counter,FbLoad,Force(kN),LVDT1,LVDT2,Chain,OutputPower,Stress [MPa],Strain Ax. [%],Strain Ax [-],Strain Rad. [%],Strain Vol. [%],Strain Vol [-],Gemidd
0,44713.63767,0,58917538,1.96332,1.652886,-0.813465,-0.82091,21.988907,0.368544,2.336079,0.206116,0.00206116,-0.009175,0.196929,0.00196929,-0.817188
1,44713.63767,0.122701,58917538,1.966373,1.661804,-0.813315,-0.820746,21.989055,0.368911,2.338355,0.206267,0.00206267,-0.009175,0.197054,0.00197054,-0.81704
2,44713.63768,0.372701,58917539,1.981512,1.639622,-0.81355,-0.821042,21.988981,0.368383,2.337305,0.206174,0.00206174,-0.009266,0.196999,0.00196999,-0.817186
3,44713.63768,0.622701,58917539,1.962976,1.60059,-0.814357,-0.821962,21.988981,0.366758,2.290494,0.205396,0.00205396,-0.009175,0.196129,0.00196129,-0.817939
4,44713.63768,0.872701,58917539,1.923949,1.564989,-0.815132,-0.822455,21.988834,0.365309,2.23027,0.204216,0.00204216,-0.009175,0.195041,0.00195041,-0.818532
5,44713.63769,1.122701,58917539,1.891532,1.556441,-0.815318,-0.822718,21.988981,0.364946,2.19708,0.203445,0.00203445,-0.009083,0.194362,0.00194362,-0.819072
6,44713.63769,1.372701,58917540,1.880757,1.572632,-0.81501,-0.822324,21.988907,0.365535,2.21232,0.20394,0.0020394,-0.009175,0.19479,0.0019479,-0.818772
7,44713.63769,1.622701,58917540,1.904825,1.598735,-0.814467,-0.821502,21.989055,0.366556,2.244198,0.204664,0.00204664,-0.009175,0.195506,0.00195506,-0.818207
8,44713.63769,1.872701,58917540,1.948651,1.624869,-0.813953,-0.821206,21.988981,0.367561,2.294158,0.205384,0.00205384,-0.009175,0.196118,0.00196118,-0.817605
9,44713.6377,2.122701,58917540,1.972667,1.652423,-0.813524,-0.820812,21.989055,0.368474,2.3256,0.206019,0.00206019,-0.009266,0.196752,0.00196752,-0.81727
10,44713.6377,2.372701,58917541,1.983601,1.649256,-0.813545,-0.821107,21.988981,0.368387,2.336654,0.206087,0.00206087,-0.009175,0.196855,0.00196855,-0.817263
11,44713.6377,2.622701,58917541,1.977868,1.621207,-0.813995,-0.821239,21.988981,0.367472,2.312323,0.205584,0.00205584,-0.009266,0.19635,0.0019635,-0.817574
12,44713.63771,2.872701,58917541,1.94263,1.591317,-0.814657,-0.822258,21.988907,0.366224,2.260622,0.204671,0.00204671,-0.009083,0.195588,0.00195588,-0.818214
13,44713.63771,3.122701,58917541,1.904033,1.557973,-0.815232,-0.822652,21.988981,0.365102,2.21153,0.203974,0.00203974,-0.009175,0.194891,0.00194891,-0.818785
14,44713.63771,3.372701,58917542,1.89628,1.556027,-0.8153,-0.822521,21.988907,0.364821,2.193533,0.203471,0.00203471,-0.008991,0.194455,0.00194455,-0.819
15,44713.63771,3.622701,58917542,1.9079,1.578725,-0.814791,-0.822192,21.988981,0.365825,2.23001,0.204033,0.00204033,-0.009175,0.19495,0.0019495,-0.818469
16,44713.63772,3.872701,58917542,1.935328,1.614008,-0.814158,-0.821568,21.988907,0.367101,2.277111,0.205137,0.00205137,-0.009175,0.195956,0.00195956,-0.817888
17,44713.63772,4.122701,58917542,1.975716,1.646771,-0.813577,-0.820746,21.989055,0.368374,2.31385,0.206009,0.00206009,-0.009266,0.196742,0.00196742,-0.817277
18,44713.63772,4.372701,58917543,1.975444,1.645935,-0.813442,-0.821042,21.988981,0.368614,2.336956,0.206191,0.00206191,-0.009175,0.196976,0.00196976,-0.817178
19,44713.63773,4.622701,58917543,1.973413,1.628835,-0.813864,-0.821436,21.988981,0.36769,2.311808,0.205692,0.00205692,-0.009175,0.196517,0.00196517,-0.817568
20,44713.63773,4.872701,58917543,1.953172,1.597478,-0.81448,-0.821929,21.988907,0.366532,2.272999,0.204976,0.00204976,-0.009083,0.195985,0.00195985,-0.818
21,44713.63773,5.122701,58917543,1.926722,1.567703,-0.815047,-0.822422,21.988907,0.365378,2.228713,0.20409,0.0020409,-0.009175,0.194915,0.00194915,-0.818698
22,44713.63773,5.372701,58917544,1.901611,1.557187,-0.815252,-0.822554,21.988981,0.364965,2.204045,0.20362,0.0020362,-0.009083,0.19459,0.0019459,-0.818962
23,44713.63774,5.622701,58917544,1.893568,1.554199,-0.815257,-0.822521,21.988981,0.364966,2.20451,0.20361,0.0020361,-0.009175,0.194435,0.00194435,-0.819001
24,44713.63774,5.872701,58917544,1.889251,1.557805,-0.815288,-0.822587,21.988907,0.365024,2.206064,0.203732,0.00203732,-0.009175,0.194584,0.00194584,-0.818981
25,44713.63774,6.122701,58917544,1.892887,1.556236,-0.815265,-0.822619,21.988907,0.365024,2.204808,0.203579,0.00203579,-0.008991,0.194547,0.00194547,-0.818895
26,44713.63775,6.372701,58917545,1.894006,1.55182,-0.81529,-0.822751,21.988907,0.365061,2.199559,0.203688,0.00203688,-0.009083,0.194618,0.00194618,-0.818957
27,44713.63775,6.622701,58917545,1.894415,1.553964,-0.815284,-0.822422,21.988834,0.364963,2.197118,0.203646,0.00203646,-0.009083,0.194522,0.00194522,-0.818871
28,44713.63775,6.872701,58917545,1.893392,1.555272,-0.815299,-0.822422,21.988907,0.365005,2.199094,0.203551,0.00203551,-0.009083,0.194468,0.00194468,-0.818994
29,44713.63776,7.122701,58917545,1.893406,1.554281,-0.815321,-0.822751,21.988981,0.364952,2.196992,0.203649,0.00203649,-0.008991,0.194658,0.00194658,-0.818901
30,44713.63776,7.372701,58917546,1.90001,1.554424,-0.815312,-0.822685,21.988907,0.364946,2.198408,0.203474,0.00203474,-0.009175,0.194348,0.00194348,-0.819018
31,44713.63776,7.622701,58917546,1.904374,1.550132,-0.815301,-0.822817,21.988907,0.364978,2.202019,0.203517,0.00203517,-0.009083,0.194415,0.00194415,-0.819035
32,44713.63776,7.872701,58917546,1.895692,1.559905,-0.815307,-0.822455,21.988907,0.365037,2.20247,0.203699,0.00203699,-0.009175,0.194572,0.00194572,-0.818861
33,44713.63777,8.122701,58917546,1.892444,1.5545,-0.815307,-0.822619,21.988907,0.365071,2.20365,0.203522,0.00203522,-0.009083,0.194439,0.00194439,-0.819025
34,44713.63777,8.372701,58917547,1.884683,1.559424,-0.815298,-0.822554,21.988834,0.364964,2.204322,0.203512,0.00203512,-0.009175,0.194337,0.00194337,-0.819025
35,44713.63777,8.622701,58917547,1.894783,1.555697,-0.815299,-0.822488,21.988834,0.364987,2.202312,0.203618,0.00203618,-0.009083,0.194542,0.00194542,-0.81901
36,44713.63778,8.872701,58917547,1.904399,1.557234,-0.815311,-0.822652,21.988907,0.365004,2.2067,0.203607,0.00203607,-0.009175,0.194615,0.00194615,-0.818959
37,44713.63778,9.122701,58917547,1.917676,1.561542,-0.815302,-0.822718,21.988907,0.365053,2.207541,0.203683,0.00203683,-0.009083,0.194508,0.00194508,-0.819029
38,44713.63778,9.372701,58917548,1.910462,1.561378,-0.815291,-0.822521,21.988981,0.365001,2.20557,0.203738,0.00203738,-0.009175,0.194598,0.00194598,-0.818867
39,44713.63778,9.622701,58917548,1.896805,1.557116,-0.815294,-0.822455,21.988981,0.364985,2.199755,0.203736,0.00203736,-0.008991,0.194641,0.00194641,-0.818854
40,44713.63779,9.872701,58917548,1.904834,1.553495,-0.815288,-0.822718,21.988981,0.364942,2.205782,0.203624,0.00203624,-0.009175,0.194452,0.00194452,-0.818946
41,44713.63779,10.122701,58917548,1.904867,1.556306,-0.815295,-0.822587,21.988907,0.365044,2.203562,0.20363,0.0020363,-0.008991,0.194614,0.00194614,-0.81896
42,44713.63779,10.372701,58917549,1.887098,1.555612,-0.815312,-0.822554,21.988907,0.365042,2.20227,0.203597,0.00203597,-0.009175,0.194423,0.00194423,-0.819002
43,44713.6378,10.622701,58917549,1.891274,1.556863,-0.815299,-0.822587,21.988907,0.365001,2.200323,0.20366,0.0020366,-0.009083,0.194577,0.00194577,-0.818859
44,44713.6378,10.872701,58917549,1.893707,1.555524,-0.815284,-0.822685,21.988907,0.364989,2.200027,0.203605,0.00203605,-0.009083,0.194522,0.00194522,-0.81894
45,44713.6378,11.122701,58917549,1.893164,1.554382,-0.815284,-0.822587,21.988834,0.365055,2.206428,0.203692,0.00203692,-0.008991,0.194701,0.00194701,-0.818894
46,44713.6378,11.372701,58917550,1.890599,1.553404,-0.815297,-0.822554,21.988981,0.365075,2.208132,0.203623,0.00203623,-0.009175,0.194449,0.00194449,-0.818977
47,44713.63781,11.622701,58917550,1.887309,1.554429,-0.815303,-0.822652,21.988907,0.365012,2.198432,0.203677,0.00203677,-0.009083,0.194594,0.00194594,-0.818909
48,44713.63781,11.872701,58917550,1.896964,1.550757,-0.815292,-0.822587,21.988907,0.364951,2.200101,0.203555,0.00203555,-0.008991,0.194519,0.00194519,-0.818995
49,44713.63781,12.122701,58917550,1.891667,1.556693,-0.815275,-0.822718,21.988907,0.364994,2.205411,0.203677,0.00203677,-0.009175,0.194576,0.00194576,-0.818946
50,44713.63782,12.372701,58917551,1.892679,1.561176,-0.8153,-0.822488,21.988907,0.365,2.201651,0.203695,0.00203695,-0.008991,0.194726,0.00194726,-0.818817
51,44713.63782,12.622701,58917551,1.892942,1.560039,-0.815285,-0.822685,21.988834,0.365055,2.203489,0.203525,0.00203525,-0.008991,0.194523,0.00194523,-0.819016
52,44713.63782,12.872701,58917551,1.889953,1.557002,-0.815277,-0.822455,21.988907,0.365009,2.199676,0.203628,0.00203628,-0.009083,0.194637,0.00194637,-0.818869
53,44713.63782,13.122701,58917551,1.896572,1.558568,-0.815281,-0.822751,21.988907,0.365007,2.209115,0.20357,0.0020357,-0.008991,0.194465,0.00194465,-0.819064
54,44713.63783,13.372701,58917552,1.901425,1.555597,-0.815296,-0.822521,21.988907,0.365029,2.204954,0.203651,0.00203651,-0.009083,0.194499,0.00194499,-0.818928
55,44713.63783,13.622701,58917552,1.897209,1.55635,-0.815281,-0.822422,21.988907,0.364955,2.200352,0.20368,0.0020368,-0.009083,0.194597,0.00194597,-0.81887
56,44713.63783,13.872701,58917552,1.887077,1.553942,-0.815311,-0.822652,21.988834,0.364979,2.203807,0.203559,0.00203559,-0.008991,0.194537,0.00194537,-0.819014
57,44713.63784,14.122701,58917552,1.886268,1.559795,-0.81531,-0.822652,21.988834,0.365,2.20349,0.20358,0.0020358,-0.009175,0.194405,0.00194405,-0.818978
58,44713.63784,14.372701,58917553,1.897897,1.560997,-0.815292,-0.822554,21.988907,0.365008,2.208335,0.203645,0.00203645,-0.009083,0.194562,0.00194562,-0.818932
59,44713.63784,14.622701,58917553,1.900037,1.559983,-0.815323,-0.822554,21.988907,0.364954,2.206629,0.203817,0.00203817,-0.009083,0.194755,0.00194755,-0.818831
60,44713.63784,14.872701,58917553,1.891414,1.556166,-0.815324,-0.822422,21.988907,0.36498,2.201659,0.203781,0.00203781,-0.008991,0.194789,0.00194789,-0.818837
61,44713.63785,15.122701,58917553,1.889622,1.562147,-0.815313,-0.822718,21.988907,0.365077,2.205483,0.20363,0.0020363,-0.009175,0.194498,0.00194498,-0.818943
62,44713.63785,15.372701,58917554,1.892227,1.561165,-0.815316,-0.822685,21.988981,0.364907,2.208278,0.203548,0.00203548,-0.008899,0.194648,0.00194648,-0.819
63,44713.63785,15.622701,58917554,1.8988,1.560836,-0.815311,-0.822685,21.988834,0.364946,2.210523,0.203557,0.00203557,-0.009083,0.194474,0.00194474,-0.819039
64,44713.63786,15.872701,58917554,1.893267,1.562393,-0.81534,-0.822587,21.988834,0.365,2.208088,0.203578,0.00203578,-0.008991,0.194586,0.00194586,-0.818979
65,44713.63786,16.122701,58917554,1.901075,1.564561,-0.815314,-0.822455,21.988907,0.36502,2.208573,0.203717,0.00203717,-0.009175,0.194543,0.00194543,-0.818881
66,44713.63786,16.372701,58917555,1.88993,1.56039,-0.815324,-0.822455,21.988834,0.365027,2.205812,0.203574,0.00203574,-0.009083,0.194491,0.00194491,-0.818961
67,44713.63787,16.622701,58917555,1.894618,1.5596,-0.815308,-0.822652,21.988907,0.365025,2.208978,0.203665,0.00203665,-0.009083,0.194674,0.00194674,-0.818925
68,44713.63787,16.872701,58917555,1.901243,1.561513,-0.815293,-0.822521,21.988834,0.365021,2.206427,0.203525,0.00203525,-0.008991,0.194534,0.00194534,-0.818903
69,44713.63787,17.122701,58917555,1.898904,1.558205,-0.815294,-0.822718,21.988907,0.365041,2.201593,0.20355,0.0020355,-0.009083,0.194467,0.00194467,-0.819048
70,44713.63787,17.372701,58917556,1.896257,1.563498,-0.815311,-0.822324,21.988907,0.365046,2.210072,0.20362,0.0020362,-0.009083,0.194538,0.00194538,-0.818958
71,44713.63788,17.622701,58917556,1.895092,1.562964,-0.815312,-0.822652,21.988834,0.365004,2.210551,0.203639,0.00203639,-0.009083,0.194553,0.00194553,-0.818938
72,44713.63788,17.872701,58917556,1.89924,1.555285,-0.815314,-0.822521,21.988907,0.36498,2.205564,0.20359,0.0020359,-0.009083,0.194599,0.00194599,-0.818971
73,44713.63788,18.122701,58917556,1.892585,1.561947,-0.815315,-0.822718,21.988834,0.365008,2.205607,0.203662,0.00203662,-0.008991,0.194671,0.00194671,-0.818933
74,44713.63789,18.372701,58917557,1.883308,1.559432,-0.81531,-0.822652,21.988834,0.365008,2.207506,0.203716,0.00203716,-0.009175,0.194541,0.00194541,-0.818847
75,44713.63789,18.622701,58917557,1.890563,1.562668,-0.815291,-0.822685,21.988907,0.365024,2.209345,0.203694,0.00203694,-0.009083,0.194645,0.00194645,-0.818856
76,44713.63789,18.872701,58917557,1.884671,1.561882,-0.815307,-0.822619,21.988834,0.365052,2.203092,0.203548,0.00203548,-0.009083,0.194465,0.00194465,-0.81903
77,44713.63789,19.122701,58917557,1.875032,1.56385,-0.81529,-0.822587,21.988834,0.365023,2.20812,0.203536,0.00203536,-0.009175,0.194362,0.00194362,-0.819008
78,44713.6379,19.372701,58917558,1.887158,1.566965,-0.815286,-0.822225,21.988907,0.365033,2.214903,0.203727,0.00203727,-0.009083,0.194685,0.00194685,-0.81891
79,44713.6379,19.622701,58917558,1.889844,1.557575,-0.815291,-0.822652,21.988834,0.365044,2.208716,0.203564,0.00203564,-0.008991,0.194573,0.00194573,-0.819008
80,44713.6379,19.872701,58917558,1.887346,1.559418,-0.815291,-0.822718,21.988907,0.364928,2.208638,0.203729,0.00203729,-0.009175,0.19461,0.0019461,-0.818873
81,44713.63791,20.122701,58917558,1.895403,1.555243,-0.815313,-0.822751,21.988834,0.365008,2.201891,0.203558,0.00203558,-0.009083,0.194476,0.00194476,-0.818993
82,44713.63791,20.372701,58917559,1.896589,1.562572,-0.815307,-0.822554,21.988981,0.365029,2.20788,0.203607,0.00203607,-0.009083,0.19448,0.0019448,-0.818927
83,44713.63791,20.622701,58917559,1.893352,1.559532,-0.815304,-0.822587,21.988907,0.365005,2.207456,0.203714,0.00203714,-0.008991,0.194659,0.00194659,-0.818929
84,44713.63791,20.872701,58917559,1.889118,1.557145,-0.815289,-0.822356,21.988834,0.365027,2.203807,0.203662,0.00203662,-0.009083,0.194631,0.00194631,-0.818884
85,44713.63792,21.122701,58917559,1.901449,1.562014,-0.81532,-0.822554,21.988834,0.364956,2.20856,0.203736,0.00203736,-0.009083,0.194653,0.00194653,-0.818869
86,44713.63792,21.372701,58917560,1.892711,1.562047,-0.815314,-0.822356,21.988907,0.365028,2.208993,0.203696,0.00203696,-0.008991,0.194705,0.00194705,-0.818834
87,44713.63792,21.622701,58917560,1.887078,1.56272,-0.815316,-0.822422,21.988907,0.365035,2.204428,0.203721,0.00203721,-0.009083,0.194659,0.00194659,-0.818885
88,44713.63793,21.872701,58917560,1.890357,1.55719,-0.815292,-0.822356,21.988907,0.36499,2.207839,0.203644,0.00203644,-0.008991,0.194592,0.00194592,-0.818846
89,44713.63793,22.122701,58917560,1.892318,1.559651,-0.815311,-0.822455,21.988834,0.365051,2.207321,0.203728,0.00203728,-0.009083,0.194665,0.00194665,-0.818785
90,44713.63793,22.372701,58917561,1.89569,1.559906,-0.81532,-0.822718,21.988907,0.365065,2.20676,0.203621,0.00203621,-0.008991,0.194559,0.00194559,-0.818998
91,44713.63793,22.622701,58917561,1.902317,1.561599,-0.815289,-0.822356,21.988834,0.365082,2.210119,0.203702,0.00203702,-0.009083,0.194566,0.00194566,-0.818892
92,44713.63794,22.872701,58917561,1.892695,1.559233,-0.815312,-0.822356,21.988834,0.364983,2.205862,0.203765,0.00203765,-0.008991,0.194773,0.00194773,-0.818836
93,44713.63794,23.122701,58917561,1.886325,1.559897,-0.815377,-0.822718,21.988834,0.364849,2.198706,0.203465,0.00203465,-0.009083,0.194382,0.00194382,-0.819058
94,44713.63794,23.372701,58917562,1.888633,1.560025,-0.815361,-0.822718,21.988834,0.364768,2.201207,0.203446,0.00203446,-0.009083,0.194425,0.00194425,-0.819071
95,44713.63795,23.622701,58917562,1.892368,1.559589,-0.815365,-0.822652,21.988907,0.364834,2.200924,0.203487,0.00203487,-0.008991,0.194472,0.00194472,-0.819043
96,44713.63795,23.872701,58917562,1.882372,1.556518,-0.815389,-0.822652,21.988981,0.364733,2.201994,0.203678,0.00203678,-0.008991,0.194687,0.00194687,-0.818884
97,44713.63795,24.122701,58917562,1.88161,1.553175,-0.815374,-0.822718,21.988834,0.364752,2.200829,0.20347,0.0020347,-0.008991,0.194479,0.00194479,-0.819055
98,44713.63795,24.372701,58917563,1.887101,1.559124,-0.8154,-0.822685,21.988907,0.364881,2.203642,0.203528,0.00203528,-0.009083,0.194464,0.00194464,-0.819065
99,44713.63796,24.622701,58917563,1.888431,1.560102,-0.815366,-0.822652,21.988834,0.364934,2.204402,0.203529,0.00203529,-0.008991,0.194523,0.00194523,-0.819023
100,44713.63796,24.872701,58917563,1.8954,1.55249,-0.815387,-0.822751,21.988907,0.364728,2.201613,0.203463,0.00203463,-0.008991,0.194457,0.00194457,-0.819049
101,44713.63796,25.122701,58917563,1.885755,1.558342,-0.815377,-0.822652,21.988834,0.364876,2.203004,0.20339,0.0020339,-0.008991,0.194391,0.00194391,-0.81911
102,44713.63797,25.372701,58917564,1.89332,1.564787,-0.815378,-0.822784,21.988907,0.364841,2.207183,0.203485,0.00203485,-0.009083,0.194357,0.00194357,-0.819033
103,44713.63797,25.622701,58917564,1.899124,1.55804,-0.81538,-0.822751,21.98876,0.364748,2.203353,0.203505,0.00203505,-0.008991,0.194514,0.00194514,-0.819007
104,44713.63797,25.872701,58917564,1.898591,1.560289,-0.815396,-0.822784,21.988907,0.364761,2.20474,0.203433,0.00203433,-0.008899,0.194534,0.00194534,-0.819047
105,44713.63798,26.122701,58917564,1.882844,1.560633,-0.81539,-0.822652,21.988834,0.364737,2.202026,0.203491,0.00203491,-0.009083,0.194485,0.00194485,-0.81904
106,44713.63798,26.372701,58917565,1.889576,1.556055,-0.815398,-0.822619,21.988834,0.36477,2.199792,0.203535,0.00203535,-0.008991,0.194601,0.00194601,-0.818969
107,44713.63798,26.622701,58917565,1.89261,1.555756,-0.815387,-0.822422,21.98876,0.364711,2.207722,0.2036,0.002036,-0.008991,0.194609,0.00194609,-0.818963
108,44713.63798,26.872701,58917565,1.88089,1.559661,-0.815395,-0.822619,21.988981,0.364728,2.205225,0.203488,0.00203488,-0.009175,0.194409,0.00194409,-0.819079
109,44713.63799,27.122701,58917565,1.898929,1.561319,-0.815385,-0.822751,21.988834,0.364759,2.209696,0.203472,0.00203472,-0.008991,0.194481,0.00194481,-0.8191
110,44713.63799,27.372701,58917566,1.901912,1.557183,-0.815405,-0.822488,21.988834,0.364764,2.202749,0.203549,0.00203549,-0.009083,0.194538,0.00194538,-0.818999
111,44713.63799,27.622701,58917566,1.895795,1.55984,-0.815404,-0.822652,21.98876,0.364774,2.202528,0.203444,0.00203444,-0.008991,0.194452,0.00194452,-0.819058
112,44713.63799,27.872701,58917566,1.886525,1.552117,-0.815421,-0.822718,21.988907,0.36476,2.205142,0.203493,0.00203493,-0.008991,0.194502,0.00194502,-0.819076
113,44713.638,28.122701,58917566,1.8819,1.55698,-0.815385,-0.822554,21.988907,0.364763,2.198079,0.203546,0.00203546,-0.008991,0.194537,0.00194537,-0.819001
114,44713.638,28.372701,58917567,1.884802,1.553132,-0.815383,-0.822554,21.988834,0.364728,2.196375,0.203599,0.00203599,-0.008991,0.194516,0.00194516,-0.818964
115,44713.638,28.622701,58917567,1.894817,1.557208,-0.815391,-0.822587,21.988834,0.364711,2.20025,0.203462,0.00203462,-0.008991,0.194471,0.00194471,-0.819056
116,44713.63801,28.872701,58917567,1.88249,1.554449,-0.815395,-0.822784,21.988907,0.364746,2.201982,0.203451,0.00203451,-0.008991,0.19446,0.0019446,-0.819068
117,44713.63801,29.122701,58917567,1.893479,1.553438,-0.815397,-0.822488,21.988834,0.364758,2.200925,0.203549,0.00203549,-0.008991,0.194505,0.00194505,-0.818994
118,44713.63801,29.372701,58917568,1.903539,1.557255,-0.815396,-0.822619,21.988834,0.364778,2.203671,0.203537,0.00203537,-0.009083,0.194454,0.00194454,-0.819054
119,44713.63802,29.622701,58917568,1.901974,1.557075,-0.815395,-0.822619,21.98876,0.364763,2.208499,0.203426,0.00203426,-0.008991,0.194399,0.00194399,-0.819137
120,44713.63802,29.872701,58917568,1.895072,1.559401,-0.81539,-0.822455,21.988907,0.364728,2.20576,0.203565,0.00203565,-0.009083,0.194592,0.00194592,-0.818911
121,44713.63802,30.122701,58917568,1.903784,1.556642,-0.815389,-0.822554,21.988834,0.364706,2.203365,0.203441,0.00203441,-0.008991,0.194449,0.00194449,-0.819075
122,44713.63802,30.372701,58917569,1.904262,1.556193,-0.815402,-0.822619,21.988907,0.364688,2.199232,0.203441,0.00203441,-0.008991,0.19451,0.0019451,-0.819011
123,44713.63803,30.622701,58917569,1.899684,1.555129,-0.815412,-0.822685,21.988834,0.364752,2.201642,0.203443,0.00203443,-0.008991,0.19438,0.0019438,-0.819124
124,44713.63803,30.872701,58917569,1.893321,1.55472,-0.815406,-0.822521,21.988907,0.364786,2.204079,0.203697,0.00203697,-0.009083,0.194614,0.00194614,-0.818975
125,44713.63803,31.122701,58917569,1.895516,1.559143,-0.815412,-0.822488,21.98876,0.364758,2.19973,0.203529,0.00203529,-0.008991,0.194469,0.00194469,-0.818986
126,44713.63804,31.372701,58917570,1.894282,1.556814,-0.8154,-0.822587,21.988907,0.364741,2.198174,0.203486,0.00203486,-0.008899,0.194572,0.00194572,-0.819021
127,44713.63804,31.622701,58917570,1.891738,1.558888,-0.815399,-0.822587,21.98876,0.364745,2.204828,0.203631,0.00203631,-0.009083,0.194604,0.00194604,-0.818967
128,44713.63804,31.872701,58917570,1.890254,1.559232,-0.81543,-0.822389,21.988907,0.36476,2.203671,0.203608,0.00203608,-0.008991,0.194705,0.00194705,-0.818896
129,44713.63804,32.122701,58917570,1.88724,1.554951,-0.815414,-0.822718,21.98876,0.364754,2.196172,0.203663,0.00203663,-0.008899,0.194763,0.00194763,-0.81892
130,44713.63805,32.372701,58917571,1.887452,1.565909,-0.815405,-0.822554,21.988907,0.364705,2.205444,0.203445,0.00203445,-0.009083,0.19437,0.0019437,-0.819072
131,44713.63805,32.622701,58917571,1.887355,1.557716,-0.815406,-0.822521,21.98876,0.364731,2.201204,0.203534,0.00203534,-0.008991,0.194547,0.00194547,-0.819007
132,44713.63805,32.872701,58917571,1.893902,1.555193,-0.815388,-0.822521,21.988981,0.364839,2.207575,0.203679,0.00203679,-0.008899,0.194804,0.00194804,-0.818891
133,44713.63806,33.122701,58917571,1.88521,1.55584,-0.815406,-0.822652,21.988834,0.364712,2.201071,0.203489,0.00203489,-0.008991,0.194482,0.00194482,-0.819052
134,44713.63806,33.372701,58917572,1.895049,1.558096,-0.815412,-0.822784,21.988907,0.364705,2.201939,0.203415,0.00203415,-0.008899,0.194548,0.00194548,-0.81907
135,44713.63806,33.622701,58917572,1.895227,1.558287,-0.815422,-0.822389,21.98876,0.364759,2.202218,0.203596,0.00203596,-0.009083,0.194513,0.00194513,-0.81898
136,44713.63806,33.872701,58917572,1.895879,1.556826,-0.815422,-0.822488,21.988907,0.364773,2.207162,0.203481,0.00203481,-0.008899,0.194543,0.00194543,-0.819074
137,44713.63807,34.122701,58917572,1.897441,1.555221,-0.815424,-0.822554,21.98876,0.364705,2.200277,0.203407,0.00203407,-0.009083,0.194328,0.00194328,-0.819096
138,44713.63807,34.372701,58917573,1.895535,1.553274,-0.81544,-0.822356,21.988981,0.364728,2.200228,0.203622,0.00203622,-0.008899,0.194703,0.00194703,-0.818962
139,44713.63807,34.622701,58917573,1.890902,1.562107,-0.815411,-0.822685,21.98876,0.364754,2.206263,0.203481,0.00203481,-0.009083,0.194419,0.00194419,-0.819032
140,44713.63808,34.872701,58917573,1.892835,1.563,-0.815422,-0.822685,21.988907,0.364779,2.206941,0.203469,0.00203469,-0.008899,0.19457,0.0019457,-0.819055
141,44713.63808,35.122701,58917573,1.894391,1.559923,-0.815393,-0.822817,21.98876,0.364718,2.205644,0.203467,0.00203467,-0.009083,0.194399,0.00194399,-0.819056
142,44713.63808,35.372701,58917574,1.897769,1.556549,-0.815407,-0.822521,21.988907,0.364746,2.200132,0.203529,0.00203529,-0.008991,0.1945,0.001945,-0.819014
143,44713.63808,35.622701,58917574,1.893866,1.56095,-0.815423,-0.822389,21.98876,0.36474,2.20326,0.20365,0.0020365,-0.008991,0.194659,0.00194659,-0.818928
144,44713.63809,35.872701,58917574,1.892442,1.555338,-0.815427,-0.822488,21.988907,0.364762,2.200334,0.203571,0.00203571,-0.008899,0.194649,0.00194649,-0.818968
145,44713.63809,36.122701,58917574,1.893056,1.552474,-0.815417,-0.822685,21.98876,0.364698,2.195584,0.203427,0.00203427,-0.009083,0.19442,0.0019442,-0.819103
146,44713.63809,36.372701,58917575,1.890955,1.550811,-0.815404,-0.822619,21.988907,0.364734,2.199581,0.203518,0.00203518,-0.008899,0.194618,0.00194618,-0.818926
147,44713.6381,36.622701,58917575,1.896491,1.553436,-0.815431,-0.822685,21.988686,0.364728,2.202283,0.203479,0.00203479,-0.009083,0.194417,0.00194417,-0.819033
148,44713.6381,36.872701,58917575,1.893436,1.552222,-0.815415,-0.822652,21.988907,0.364783,2.199172,0.203488,0.00203488,-0.008899,0.194557,0.00194557,-0.819035
149,44713.6381,37.122701,58917575,1.892465,1.55462,-0.815421,-0.822455,21.98876,0.364764,2.196195,0.203637,0.00203637,-0.009083,0.194554,0.00194554,-0.818952
150,44713.63811,37.372701,58917576,1.883251,1.552491,-0.81542,-0.822619,21.988981,0.364727,2.195082,0.203573,0.00203573,-0.008899,0.194597,0.00194597,-0.819036
151,44713.63811,37.622701,58917576,1.888981,1.557888,-0.815417,-0.822521,21.988686,0.364767,2.19732,0.203537,0.00203537,-0.008899,0.194637,0.00194637,-0.819084
152,44713.63811,37.872701,58917576,1.891288,1.556947,-0.815416,-0.822619,21.988907,0.36475,2.202588,0.203496,0.00203496,-0.009083,0.194534,0.00194534,-0.819037
153,44713.63811,38.122701,58917576,1.883423,1.54907,-0.815417,-0.822652,21.988686,0.36472,2.198639,0.203477,0.00203477,-0.008899,0.194663,0.00194663,-0.81905
154,44713.63812,38.372701,58917577,1.888739,1.549972,-0.815427,-0.822455,21.988907,0.364777,2.197399,0.203629,0.00203629,-0.008899,0.194753,0.00194753,-0.818927
155,44713.63812,38.622701,58917577,1.889415,1.551394,-0.81544,-0.822817,21.988686,0.36475,2.195951,0.203521,0.00203521,-0.009083,0.194363,0.00194363,-0.819071
156,44713.63812,38.872701,58917577,1.901057,1.555861,-0.81543,-0.822488,21.988981,0.36475,2.196951,0.203689,0.00203689,-0.008899,0.19479,0.0019479,-0.818922
157,44713.63813,39.122701,58917577,1.892537,1.555042,-0.81543,-0.822652,21.988686,0.364737,2.198974,0.20348,0.0020348,-0.008808,0.194673,0.00194673,-0.819018
